timestamp,power_in_watts
1734521556.643494,90.187
1734521556.646458,90.187
1734521556.9239008,90.166
1734521557.1885533,90.128
1734521557.1927283,90.128
1734521557.4604867,90.004
1734521557.7191348,89.992
1734521557.7215126,89.992
1734521557.7293851,89.992
1734521557.7333841,89.992
1734521557.736707,89.992
1734521557.738822,89.992
1734521557.740932,89.992
1734521557.7430506,89.992
1734521557.745227,89.992
1734521557.7473366,89.992
1734521557.7494512,89.992
1734521557.7515633,89.992
1734521557.7536716,89.992
1734521557.755784,89.992
1734521557.7578936,89.992
1734521557.760003,89.992
1734521557.7621121,89.992
1734521557.7642267,89.992
1734521557.7663505,89.992
1734521557.768464,89.992
1734521557.7705774,89.992
1734521557.77269,89.992
1734521557.7748,89.992
1734521557.7769096,89.992
1734521557.7790182,89.992
1734521557.7811291,89.992
1734521557.7832525,89.992
1734521557.7854266,89.992
1734521557.7875364,89.992
1734521557.7896452,89.992
1734521557.7917552,89.992
1734521557.7938662,89.992
1734521557.795988,89.992
1734521557.7980978,89.992
1734521557.800213,89.992
1734521557.8023307,89.992
1734521557.8045104,89.992
1734521557.8066823,89.992
1734521557.8087919,89.992
1734521557.8109047,89.992
1734521557.8130145,89.992
1734521557.8151312,89.992
1734521557.8172433,89.992
1734521557.8193638,89.992
1734521557.8214757,89.992
1734521557.8235898,89.992
1734521557.8257217,89.992
1734521557.8278363,89.992
1734521557.8299475,89.992
1734521557.8320568,89.992
1734521557.8341744,89.992
1734521557.8363461,89.992
1734521557.8384545,89.992
1734521557.8405643,89.992
1734521557.8426757,89.992
1734521557.8447945,89.992
1734521557.8469634,89.992
1734521557.8490658,89.992
1734521557.8511772,89.992
1734521557.853291,89.992
1734521557.855414,89.992
1734521557.8575263,89.992
1734521557.859636,89.992
1734521557.8617473,89.992
1734521557.8638668,89.992
1734521557.866036,89.992
1734521557.8681443,89.992
1734521557.870254,89.992
1734521557.8723648,89.992
1734521557.874482,89.992
1734521557.8766549,89.992
1734521557.8787694,89.992
1734521557.880886,89.992
1734521557.8829982,89.992
1734521557.885082,89.992
1734521557.88727,89.992
1734521557.8893793,89.992
1734521557.8914878,89.992
1734521557.8936038,89.992
1734521557.8957167,89.992
1734521557.8978274,89.992
1734521557.8999374,89.992
1734521557.902048,89.992
1734521557.9041698,89.992
1734521557.9063404,89.992
1734521557.908458,89.992
1734521557.9105682,89.992
1734521557.9126801,89.992
1734521557.9147925,89.992
1734521557.9169157,89.992
1734521557.9190364,89.992
1734521557.9211884,89.992
1734521557.9233127,89.992
1734521557.9254901,89.992
