40,45,50,55,60,65,70,75,80,85,90,95
2484.68,2293.58,2361.83,2521.42,2637.06,2727.37,2814.7,3005.57,3136.16,3199.12,3375.56,3508.64
2499.56,2316.04,2391.29,2515.51,2678.95,2777.26,2923.3,3062.16,3115.09,3254.7,3419.04,3566.64
2511.06,2311.9,2392.38,2566.4,2682.55,2835.8,2913.78,3058.53,3116.86,3266.25,3421.27,3574.12
2554.35,2314.68,2388.51,2568.15,2685.02,2834.85,2896.08,3064.68,3191.28,3271.43,3431.12,3578.94
2552.74,2316.28,2440.9,2570.02,2685.4,2834.13,2924.31,3063.21,3123.01,3277.62,3436.59,3581.04
