Configuration,Total Grid Consumption,Total Cost
s4_d22_wdc1000.csv,2650.0817091997724,$0.86
s4_d22_wdc200.csv,3424.772416649772,$1.06
s4_d22_wdc300.csv,3573.569442874772,$1.09
s4_d22_wdc400.csv,2752.3174640997718,$0.92
s4_d22_wdc500.csv,3601.165480349772,$1.11
s4_d22_wdc600.csv,4109.964501574772,$1.27
s4_d22_wdc700.csv,2628.861502824772,$0.86
s4_d22_wdc800.csv,2567.6735190747722,$0.83
s4_d22_wdc900.csv,2646.434540299772,$0.87
s8_d22_wdc100.csv,3938.7929999999997,$1.24
s8_d22_wdc1000.csv,3762.9,$1.16
s8_d22_wdc200.csv,3917.5899999999997,$1.23
s8_d22_wdc300.csv,3896.384,$1.22
s8_d22_wdc400.csv,3165.1789999999996,$1.02
s8_d22_wdc500.csv,3853.9739999999997,$1.20
s8_d22_wdc600.csv,3832.7699999999995,$1.19
s8_d22_wdc700.csv,3611.6639999999998,$1.12
s8_d22_wdc800.csv,3590.473,$1.11
s8_d22_wdc900.csv,3769.281,$1.17
s0_d23_wdc100.csv,3685.972395424772,$1.15
s0_d23_wdc1000.csv,3700.0817091997724,$1.11
s0_d23_wdc200.csv,3854.772416649772,$1.18
s0_d23_wdc300.csv,3833.569442874772,$1.17
s0_d23_wdc400.csv,3622.3674640997724,$1.12
s0_d23_wdc500.csv,3791.165480349772,$1.15
s0_d23_wdc600.csv,3769.964501574772,$1.14
s0_d23_wdc700.csv,3748.861502824772,$1.14
s0_d23_wdc800.csv,3727.6735190747722,$1.13
s0_d23_wdc900.csv,3706.484540299772,$1.12
s12_d23_wdc100.csv,4094.9970117247717,$1.25
s12_d23_wdc1000.csv,3718.784416449772,$1.12
s12_d23_wdc200.csv,3542.8186492497716,$1.11
s12_d23_wdc300.csv,3710.640291774772,$1.14
s12_d23_wdc400.csv,4028.460934299772,$1.22
s12_d23_wdc500.csv,4006.281576824772,$1.21
s12_d23_wdc600.csv,3984.103214349772,$1.20
s12_d23_wdc700.csv,3792.028557449772,$1.15
s12_d23_wdc800.csv,3769.8651500747715,$1.14
s12_d23_wdc900.csv,3917.700747674772,$1.17
s16_d23_wdc100.csv,3717.331011724772,$1.15
s16_d23_wdc1000.csv,3396.6658999550227,$1.00
s16_d23_wdc200.csv,3507.485649249772,$1.09
s16_d23_wdc300.csv,3637.641291774772,$1.12
s16_d23_wdc400.csv,3957.795934299772,$1.19
s16_d23_wdc500.csv,3917.9505768247723,$1.17
s16_d23_wdc600.csv,3708.118425465523,$1.11
s16_d23_wdc700.csv,3838.5180018500228,$1.13
s16_d23_wdc800.csv,3268.8267646618983,$0.98
s16_d23_wdc900.csv,3401.507241273898,$1.01
s20_d23_wdc100.csv,3546.358011724772,$1.10
s20_d23_wdc1000.csv,2818.890899955023,$0.84
s20_d23_wdc200.csv,3675.539649249772,$1.12
s20_d23_wdc300.csv,3994.722291774772,$1.19
s20_d23_wdc400.csv,3423.9039342997726,$1.04
s20_d23_wdc500.csv,3913.084576824772,$1.16
s20_d23_wdc600.csv,3872.279425465523,$1.14
s20_d23_wdc700.csv,3301.711001850023,$0.99
s20_d23_wdc800.csv,3261.0477646618983,$0.97
s20_d23_wdc900.csv,3752.7552412738983,$1.08
s4_d23_wdc100.csv,2765.8555610424846,$0.92
s4_d23_wdc1000.csv,2620.0817091997724,$0.84
s4_d23_wdc200.csv,2864.772416649772,$0.93
s4_d23_wdc300.csv,2653.448071042484,$0.87
s4_d23_wdc400.csv,2702.267714099772,$0.88
s4_d23_wdc500.csv,2730.6895760424845,$0.89
s4_d23_wdc600.csv,3699.964501574772,$1.11
s4_d23_wdc700.csv,2628.861502824772,$0.86
s4_d23_wdc800.csv,2637.2408310424844,$0.87
s4_d23_wdc900.csv,2466.484540299772,$0.79
s8_d23_wdc100.csv,2728.793,$0.92
s8_d23_wdc1000.csv,2562.9,$0.85
s8_d23_wdc200.csv,2697.5899999999997,$0.91
s8_d23_wdc300.csv,3276.384,$1.05
s8_d23_wdc400.csv,2605.1789999999996,$0.89
s8_d23_wdc500.csv,2493.9739999999993,$0.85
s8_d23_wdc600.csv,2672.7699999999995,$0.91
s8_d23_wdc700.csv,2561.6639999999998,$0.89
s8_d23_wdc800.csv,2570.473,$0.86
s8_d23_wdc900.csv,2579.281,$0.87
s0_d24_wdc100.csv,2665.822645424772,$0.89
s0_d24_wdc1000.csv,2489.931959199772,$0.81
s0_d24_wdc200.csv,2644.6226666497723,$0.88
s0_d24_wdc300.csv,2623.419692874772,$0.87
s0_d24_wdc400.csv,2602.217714099772,$0.86
s0_d24_wdc500.csv,2581.0157303497717,$0.85
s0_d24_wdc600.csv,2559.814751574772,$0.84
s0_d24_wdc700.csv,2538.711752824772,$0.83
s0_d24_wdc800.csv,2517.5237690747717,$0.83
s0_d24_wdc900.csv,2496.334790299772,$0.82
s12_d24_wdc100.csv,2659.906261724772,$0.89
s12_d24_wdc1000.csv,2431.209480305022,$0.79
s12_d24_wdc200.csv,2632.7858992497713,$0.88
s12_d24_wdc300.csv,2605.6665417747718,$0.87
s12_d24_wdc400.csv,2578.545184299771,$0.85
s12_d24_wdc500.csv,2551.424826824771,$0.84
s12_d24_wdc600.csv,2524.3044643497715,$0.83
s12_d24_wdc700.csv,2497.3118074497715,$0.82
s12_d24_wdc800.csv,2470.210400074772,$0.80
s12_d24_wdc900.csv,2443.170174873897,$0.79
s16_d24_wdc100.csv,2646.208261724772,$0.88
s16_d24_wdc1000.csv,2296.651398705023,$0.72
s16_d24_wdc200.csv,2605.3898992497716,$0.86
s16_d24_wdc300.csv,2564.5725417747717,$0.85
s16_d24_wdc400.csv,2523.754184299772,$0.83
s16_d24_wdc500.csv,2482.934826824772,$0.81
s16_d24_wdc600.csv,2442.116464349772,$0.79
s16_d24_wdc700.csv,2401.481807449772,$0.77
s16_d24_wdc800.csv,2360.689400074772,$0.75
s16_d24_wdc900.csv,2320.515740023898,$0.74
s20_d24_wdc100.csv,2646.208261724772,$0.88
s20_d24_wdc1000.csv,2296.651398705023,$0.72
s20_d24_wdc200.csv,2605.3898992497716,$0.86
s20_d24_wdc300.csv,2564.5725417747717,$0.85
s20_d24_wdc400.csv,2523.7541842997716,$0.83
s20_d24_wdc500.csv,2482.934826824772,$0.81
s20_d24_wdc600.csv,2442.116464349772,$0.79
s20_d24_wdc700.csv,2401.481807449772,$0.77
s20_d24_wdc800.csv,2360.689400074772,$0.75
s20_d24_wdc900.csv,2320.515740023898,$0.74
s4_d24_wdc100.csv,2665.822645424772,$0.89
s4_d24_wdc1000.csv,2489.931959199772,$0.81
s4_d24_wdc200.csv,2644.6226666497723,$0.88
s4_d24_wdc300.csv,2623.419692874772,$0.87
s4_d24_wdc400.csv,2602.217714099772,$0.86
s4_d24_wdc500.csv,2581.0157303497717,$0.85
s4_d24_wdc600.csv,2559.814751574772,$0.85
s4_d24_wdc700.csv,2538.711752824772,$0.84
s4_d24_wdc800.csv,2517.5237690747717,$0.83
s4_d24_wdc900.csv,2496.334790299772,$0.82
s8_d24_wdc100.csv,2635.277893603821,$0.92
s8_d24_wdc1000.csv,2459.3848936038216,$0.84
s8_d24_wdc200.csv,2614.074893603821,$0.91
s8_d24_wdc300.csv,2592.8688936038207,$0.90
s8_d24_wdc400.csv,2571.6638936038207,$0.89
s8_d24_wdc500.csv,2550.458893603821,$0.88
s8_d24_wdc600.csv,2529.254893603821,$0.87
s8_d24_wdc700.csv,2508.1488936038204,$0.86
s8_d24_wdc800.csv,2486.9578936038206,$0.85
s8_d24_wdc900.csv,2465.7658936038206,$0.84
s0_d25_wdc100.csv,2705.972395424772,$0.90
s0_d25_wdc1000.csv,2529.931959199772,$0.81
s0_d25_wdc200.csv,2684.772416649772,$0.89
s0_d25_wdc300.csv,2663.569442874772,$0.88
s0_d25_wdc400.csv,2642.3674640997724,$0.87
s0_d25_wdc500.csv,2621.165480349772,$0.86
s0_d25_wdc600.csv,2599.964501574772,$0.85
s0_d25_wdc700.csv,2578.861502824772,$0.84
s0_d25_wdc800.csv,2557.6735190747722,$0.83
s0_d25_wdc900.csv,2536.484540299772,$0.82
s12_d25_wdc100.csv,2687.5080117247717,$0.91
s12_d25_wdc1000.csv,2361.4584815550224,$0.76
s12_d25_wdc200.csv,2647.839649249772,$0.89
s12_d25_wdc300.csv,2608.173291774771,$0.87
s12_d25_wdc400.csv,2568.5039342997716,$0.85
s12_d25_wdc500.csv,2528.835576824772,$0.84
s12_d25_wdc600.csv,2489.1672143497713,$0.82
s12_d25_wdc700.csv,2449.709001850022,$0.80
s12_d25_wdc800.csv,2410.1330865118975,$0.78
s12_d25_wdc900.csv,2373.419176123898,$0.77
s16_d25_wdc100.csv,2686.308011724772,$0.91
s16_d25_wdc1000.csv,2336.800649955023,$0.75
s16_d25_wdc200.csv,2645.489649249772,$0.89
s16_d25_wdc300.csv,2604.672291774772,$0.87
s16_d25_wdc400.csv,2563.853934299772,$0.85
s16_d25_wdc500.csv,2523.0345768247716,$0.83
s16_d25_wdc600.csv,2482.2162143497717,$0.82
s16_d25_wdc700.csv,2441.581557449772,$0.80
s16_d25_wdc800.csv,2400.8353365118983,$0.78
s16_d25_wdc900.csv,2360.664991273898,$0.76
s20_d25_wdc100.csv,2686.208261724772,$0.90
s20_d25_wdc1000.csv,2338.591898705023,$0.74
s20_d25_wdc200.csv,2645.3898992497716,$0.88
s20_d25_wdc300.csv,2604.5725417747717,$0.86
s20_d25_wdc400.csv,2563.7541842997716,$0.85
s20_d25_wdc500.csv,2522.934826824772,$0.83
s20_d25_wdc600.csv,2482.116464349772,$0.81
s20_d25_wdc700.csv,2441.481807449772,$0.79
s20_d25_wdc800.csv,2400.752078224772,$0.77
s20_d25_wdc900.csv,2362.4562400238983,$0.75
s4_d25_wdc100.csv,2705.922395424772,$0.89
s4_d25_wdc1000.csv,2529.931959199772,$0.81
s4_d25_wdc200.csv,2684.7224166497717,$0.88
s4_d25_wdc300.csv,2663.519442874772,$0.87
s4_d25_wdc400.csv,2642.317464099772,$0.87
s4_d25_wdc500.csv,2621.115480349772,$0.86
s4_d25_wdc600.csv,2599.9145015747717,$0.85
s4_d25_wdc700.csv,2578.8115028247717,$0.84
s4_d25_wdc800.csv,2557.623519074772,$0.83
s4_d25_wdc900.csv,2536.434540299772,$0.82
s8_d25_wdc100.csv,2696.6974228948193,$0.93
s8_d25_wdc1000.csv,2460.3510557627146,$0.83
s8_d25_wdc200.csv,2668.5544791696975,$0.92
s8_d25_wdc300.csv,2640.4085354445765,$0.91
s8_d25_wdc400.csv,2612.40308493862,$0.89
s8_d25_wdc500.csv,2584.5901959371895,$0.88
s8_d25_wdc600.csv,2556.7783069357574,$0.87
s8_d25_wdc700.csv,2529.093099090588,$0.86
s8_d25_wdc800.csv,2501.299198116333,$0.85
s8_d25_wdc900.csv,2473.503050135284,$0.84
s0_d26_wdc100.csv,2745.972395424772,$0.90
s0_d26_wdc1000.csv,2569.931959199772,$0.82
s0_d26_wdc200.csv,2724.772416649772,$0.89
s0_d26_wdc300.csv,2703.569442874772,$0.88
s0_d26_wdc400.csv,2682.3674640997724,$0.87
s0_d26_wdc500.csv,2661.165480349772,$0.86
s0_d26_wdc600.csv,2639.964501574772,$0.85
s0_d26_wdc700.csv,2618.861502824772,$0.84
s0_d26_wdc800.csv,2597.6735190747722,$0.83
s0_d26_wdc900.csv,2576.484540299772,$0.82
s12_d26_wdc100.csv,2721.358261724771,$0.93
s12_d26_wdc1000.csv,2333.6076487050227,$0.75
s12_d26_wdc200.csv,2675.6408992497713,$0.91
s12_d26_wdc300.csv,2629.924541774772,$0.89
s12_d26_wdc400.csv,2584.2061842997723,$0.87
s12_d26_wdc500.csv,2538.487826824772,$0.84
s12_d26_wdc600.csv,2492.770464349772,$0.82
s12_d26_wdc700.csv,2447.2897506000227,$0.80
s12_d26_wdc800.csv,2401.7305134118983,$0.78
s12_d26_wdc900.csv,2358.5419900238985,$0.76
s16_d26_wdc100.csv,2726.2582617247717,$0.92
s16_d26_wdc1000.csv,2376.7511487050233,$0.77
s16_d26_wdc200.csv,2685.4398992497718,$0.90
s16_d26_wdc300.csv,2644.622541774772,$0.89
s16_d26_wdc400.csv,2603.804184299772,$0.87
s16_d26_wdc500.csv,2562.9848268247715,$0.85
s16_d26_wdc600.csv,2522.1664643497716,$0.83
s16_d26_wdc700.csv,2481.531807449772,$0.81
s16_d26_wdc800.csv,2440.7858352618982,$0.79
s16_d26_wdc900.csv,2400.615490023898,$0.78
s20_d26_wdc100.csv,2726.358011724772,$0.91
s20_d26_wdc1000.csv,2376.900399955023,$0.75
s20_d26_wdc200.csv,2685.539649249772,$0.89
s20_d26_wdc300.csv,2644.7222917747717,$0.87
s20_d26_wdc400.csv,2603.903934299772,$0.85
s20_d26_wdc500.csv,2563.084576824772,$0.84
s20_d26_wdc600.csv,2522.266214349772,$0.82
s20_d26_wdc700.csv,2481.6610018500232,$0.80
s20_d26_wdc800.csv,2440.935086511898,$0.78
s20_d26_wdc900.csv,2400.764741273898,$0.76
s4_d26_wdc100.csv,2745.822645424772,$0.90
s4_d26_wdc1000.csv,2570.0817091997724,$0.82
s4_d26_wdc200.csv,2724.6226666497723,$0.89
s4_d26_wdc300.csv,2703.419692874772,$0.88
s4_d26_wdc400.csv,2682.217714099772,$0.87
s4_d26_wdc500.csv,2661.015730349772,$0.86
s4_d26_wdc600.csv,2639.814751574772,$0.85
s4_d26_wdc700.csv,2618.711752824772,$0.84
s4_d26_wdc800.csv,2597.5237690747717,$0.83
s4_d26_wdc900.csv,2576.334790299772,$0.82
s8_d26_wdc100.csv,2736.680890255139,$0.94
s8_d26_wdc1000.csv,2489.809940203372,$0.84
s8_d26_wdc200.csv,2707.1664789271417,$0.93
s8_d26_wdc300.csv,2677.6480575236415,$0.91
s8_d26_wdc400.csv,2648.1306361201423,$0.90
s8_d26_wdc500.csv,2618.613214716642,$0.89
s8_d26_wdc600.csv,2589.0978033886454,$0.88
s8_d26_wdc700.csv,2559.716638620079,$0.86
s8_d26_wdc800.csv,2530.2192574680876,$0.85
s8_d26_wdc900.csv,2500.720881366474,$0.84
s0_d27_wdc100.csv,2885.972395424772,$0.92
s0_d27_wdc1000.csv,2710.0817091997724,$0.84
s0_d27_wdc200.csv,2864.772416649772,$0.91
s0_d27_wdc300.csv,2843.569442874772,$0.90
s0_d27_wdc400.csv,2822.3674640997724,$0.89
s0_d27_wdc500.csv,2801.165480349772,$0.88
s0_d27_wdc600.csv,2779.964501574772,$0.88
s0_d27_wdc700.csv,2758.861502824772,$0.87
s0_d27_wdc800.csv,2737.6735190747722,$0.86
s0_d27_wdc900.csv,2716.484540299772,$0.85
s12_d27_wdc100.csv,2858.4590117247717,$1.00
s12_d27_wdc1000.csv,2445.6888999550224,$0.81
s12_d27_wdc200.csv,2809.7426492497716,$0.98
s12_d27_wdc300.csv,2761.027291774772,$0.96
s12_d27_wdc400.csv,2712.3099342997725,$0.93
s12_d27_wdc500.csv,2663.592576824772,$0.91
s12_d27_wdc600.csv,2614.889425465523,$0.89
s12_d27_wdc700.csv,2566.4610018500225,$0.87
s12_d27_wdc800.csv,2517.904764661898,$0.85
s12_d27_wdc900.csv,2471.719241273898,$0.83
s16_d27_wdc100.csv,2866.358011724772,$0.97
s16_d27_wdc1000.csv,2518.890899955023,$0.81
s16_d27_wdc200.csv,2825.539649249772,$0.95
s16_d27_wdc300.csv,2784.7222917747717,$0.93
s16_d27_wdc400.csv,2743.903934299772,$0.91
s16_d27_wdc500.csv,2703.084576824772,$0.90
s16_d27_wdc600.csv,2662.2794254655228,$0.88
s16_d27_wdc700.csv,2621.711001850023,$0.86
s16_d27_wdc800.csv,2581.047764661898,$0.84
s16_d27_wdc900.csv,2542.7552412738983,$0.82
s20_d27_wdc100.csv,2866.358011724772,$0.96
s20_d27_wdc1000.csv,2518.890899955023,$0.80
s20_d27_wdc200.csv,2825.539649249772,$0.94
s20_d27_wdc300.csv,2784.7222917747717,$0.92
s20_d27_wdc400.csv,2743.903934299772,$0.90
s20_d27_wdc500.csv,2703.084576824772,$0.89
s20_d27_wdc600.csv,2662.2794254655228,$0.87
s20_d27_wdc700.csv,2621.711001850023,$0.85
s20_d27_wdc800.csv,2581.047764661898,$0.83
s20_d27_wdc900.csv,2542.7552412738983,$0.81
s4_d27_wdc100.csv,2885.972395424772,$0.92
s4_d27_wdc1000.csv,2710.0817091997724,$0.84
s4_d27_wdc200.csv,2864.772416649772,$0.91
s4_d27_wdc300.csv,2843.569442874772,$0.90
s4_d27_wdc400.csv,2822.3674640997724,$0.89
s4_d27_wdc500.csv,2801.165480349772,$0.88
s4_d27_wdc600.csv,2779.964501574772,$0.88
s4_d27_wdc700.csv,2758.861502824772,$0.87
s4_d27_wdc800.csv,2737.6735190747722,$0.86
s4_d27_wdc900.csv,2716.484540299772,$0.85
s8_d27_wdc100.csv,2872.6620117247717,$1.01
s8_d27_wdc1000.csv,2582.661416449772,$0.88
s8_d27_wdc200.csv,2838.1516492497717,$0.99
s8_d27_wdc300.csv,2803.638291774772,$0.98
s8_d27_wdc400.csv,2769.125934299772,$0.96
s8_d27_wdc500.csv,2734.613576824772,$0.94
s8_d27_wdc600.csv,2700.1022143497717,$0.93
s8_d27_wdc700.csv,2665.7495574497716,$0.91
s8_d27_wdc800.csv,2631.260150074772,$0.90
s8_d27_wdc900.csv,2596.769747674772,$0.88
s0_d28_wdc100.csv,2835.972395424772,$0.91
s0_d28_wdc1000.csv,2660.0817091997724,$0.83
s0_d28_wdc200.csv,2814.772416649772,$0.90
s0_d28_wdc300.csv,2793.569442874772,$0.89
s0_d28_wdc400.csv,2772.3674640997724,$0.88
s0_d28_wdc500.csv,2751.165480349772,$0.87
s0_d28_wdc600.csv,2729.964501574772,$0.86
s0_d28_wdc700.csv,2708.861502824772,$0.85
s0_d28_wdc800.csv,2687.6735190747722,$0.84
s0_d28_wdc900.csv,2666.484540299772,$0.83
s12_d28_wdc100.csv,2807.4860117247727,$0.98
s12_d28_wdc1000.csv,2387.9138999550228,$0.79
s12_d28_wdc200.csv,2757.7966492497717,$0.96
s12_d28_wdc300.csv,2708.108291774772,$0.93
s12_d28_wdc400.csv,2658.4179342997727,$0.91
s12_d28_wdc500.csv,2608.726576824772,$0.89
s12_d28_wdc600.csv,2559.050425465523,$0.87
s12_d28_wdc700.csv,2509.654001850023,$0.84
s12_d28_wdc800.csv,2460.1257646618983,$0.82
s12_d28_wdc900.csv,2412.9672412738983,$0.80
s16_d28_wdc100.csv,2816.358011724772,$0.95
s16_d28_wdc1000.csv,2468.890899955023,$0.80
s16_d28_wdc200.csv,2775.539649249772,$0.93
s16_d28_wdc300.csv,2734.7222917747717,$0.92
s16_d28_wdc400.csv,2693.903934299772,$0.90
s16_d28_wdc500.csv,2653.084576824772,$0.88
s16_d28_wdc600.csv,2612.2794254655228,$0.86
s16_d28_wdc700.csv,2571.711001850023,$0.84
s16_d28_wdc800.csv,2531.047764661898,$0.82
s16_d28_wdc900.csv,2492.7552412738983,$0.81
s20_d28_wdc100.csv,2816.358011724772,$0.93
s20_d28_wdc1000.csv,2468.890899955023,$0.78
s20_d28_wdc200.csv,2775.539649249772,$0.91
s20_d28_wdc300.csv,2734.7222917747717,$0.90
s20_d28_wdc400.csv,2693.903934299772,$0.88
s20_d28_wdc500.csv,2653.084576824772,$0.86
s20_d28_wdc600.csv,2612.2794254655228,$0.84
s20_d28_wdc700.csv,2571.711001850023,$0.82
s20_d28_wdc800.csv,2531.047764661898,$0.80
s20_d28_wdc900.csv,2492.7552412738983,$0.79
s4_d28_wdc100.csv,2860.049571428246,$0.92
s4_d28_wdc1000.csv,2684.1588852032464,$0.84
s4_d28_wdc200.csv,2838.849592653246,$0.91
s4_d28_wdc300.csv,2817.646618878246,$0.90
s4_d28_wdc400.csv,2796.4446401032465,$0.89
s4_d28_wdc500.csv,2775.2426563532463,$0.88
s4_d28_wdc600.csv,2754.041677578246,$0.87
s4_d28_wdc700.csv,2732.938678828246,$0.86
s4_d28_wdc800.csv,2711.7506950782463,$0.85
s4_d28_wdc900.csv,2690.561716303246,$0.84
s8_d28_wdc100.csv,2817.721011724772,$0.98
s8_d28_wdc1000.csv,2485.385481555023,$0.83
s8_d28_wdc200.csv,2778.2686492497724,$0.96
s8_d28_wdc300.csv,2738.814291774772,$0.95
s8_d28_wdc400.csv,2699.359934299772,$0.93
s8_d28_wdc500.csv,2659.9065768247724,$0.91
s8_d28_wdc600.csv,2620.4664254655227,$0.89
s8_d28_wdc700.csv,2581.262001850023,$0.88
s8_d28_wdc800.csv,2541.901086511898,$0.86
s8_d28_wdc900.csv,2502.538176123898,$0.84
