timestamp,power_in_watts,step
1736811771.7773676,68.025,idle
1736811771.8560188,68.025,idle
1736811771.8599434,68.025,idle
1736811771.9351287,67.223,idle
1736811772.0100858,67.195,idle
1736811772.0918794,67.168,idle
1736811772.115542,67.168,idle
1736811772.1266823,67.168,idle
1736811772.128778,67.168,idle
1736811772.1308672,67.168,idle
1736811772.132954,67.168,idle
1736811772.1352413,67.168,idle
1736811772.137328,67.168,idle
1736811772.1393912,67.168,idle
1736811772.1414526,67.168,idle
1736811772.1435175,67.168,idle
1736811772.1455824,67.168,idle
1736811772.147648,67.168,idle
1736811772.1497176,67.168,idle
1736811772.1517873,67.168,idle
1736811772.1538622,67.168,idle
1736811772.155936,67.168,idle
1736811772.1580098,67.168,idle
1736811772.160085,67.168,idle
1736811772.1621656,67.168,idle
1736811772.1642416,67.168,idle
1736811772.1663165,67.168,idle
1736811772.1683905,67.168,idle
1736811772.1704638,67.168,idle
1736811772.1725185,67.168,idle
1736811772.1746516,67.127,idle
1736811772.176731,67.127,idle
1736811772.1788142,67.127,idle
1736811772.1808891,67.127,idle
1736811772.1829624,67.127,idle
1736811772.1850371,67.127,idle
1736811772.1870852,67.127,idle
1736811772.189159,67.127,idle
1736811772.1912336,67.127,idle
1736811772.1933067,67.127,idle
1736811772.19539,67.127,idle
1736811772.197464,67.127,idle
1736811772.1995378,67.127,idle
1736811772.2016108,67.127,idle
1736811772.203685,67.127,idle
1736811772.2057598,67.127,idle
1736811772.2078335,67.127,idle
1736811772.2099078,67.127,idle
1736811772.211982,67.127,idle
1736811772.21443,67.127,idle
1736811772.2165344,67.127,idle
1736811772.218615,67.127,idle
1736811772.220691,67.127,idle
1736811772.2227688,67.127,idle
1736811772.2248514,67.127,idle
1736811772.2269297,67.127,idle
1736811772.229005,67.127,idle
1736811772.2310786,67.127,idle
1736811772.233153,67.127,idle
1736811772.2352288,67.127,idle
1736811772.237486,67.127,idle
1736811772.2395775,67.127,idle
1736811772.2416558,67.127,idle
1736811772.243735,67.127,idle
1736811772.2458382,67.127,idle
1736811772.247918,67.127,idle
1736811772.249992,67.127,idle
1736811772.252081,67.127,idle
1736811772.2542112,67.127,idle
1736811772.2563312,67.127,idle
1736811772.258412,67.127,idle
1736811772.2604754,67.127,idle
1736811772.2625377,67.127,idle
1736811772.2645886,67.127,idle
1736811772.2668118,67.127,idle
1736811772.2688994,67.127,idle
1736811772.2709842,67.127,idle
1736811772.273056,67.127,idle
1736811772.275133,70.653,idle
1736811772.2772126,70.653,idle
1736811772.2793007,70.653,idle
1736811772.2813804,70.653,idle
1736811772.2834597,70.653,idle
1736811772.2855546,70.653,idle
1736811772.2876418,70.653,idle
1736811772.2897265,70.653,idle
1736811772.2917914,70.653,idle
1736811772.2938578,70.653,idle
1736811772.2959251,70.653,idle
1736811772.2979922,70.653,idle
1736811772.3000565,70.653,idle
1736811772.3021202,70.653,idle
1736811772.3041856,70.653,idle
1736811772.30625,70.653,idle
1736811772.3083198,70.653,idle
1736811772.3103976,70.653,idle
1736811772.3124664,70.653,idle
1736811772.3145378,70.653,idle
1736811772.3166318,70.653,idle
1736811772.318713,70.653,idle
1736811772.3207965,70.653,idle
1736811772.3228765,70.653,idle
1736811772.3249664,70.653,idle
1736811772.327049,70.653,idle
1736811772.3291454,70.653,idle
1736811772.3312335,70.653,idle
1736811772.3333206,70.653,idle
1736811772.3353877,70.653,idle
1736811772.3374572,70.653,idle
1736811772.3395264,70.653,idle
1736811772.3415933,70.653,idle
1736811772.343658,70.653,idle
1736811772.345723,70.653,idle
1736811772.3477874,70.653,idle
1736811772.3498516,70.653,idle
1736811772.3519194,70.653,idle
