time,minimum_cost,day,hour_in_day,day_hour
0,0.02989,1,0,1d0h
1,0.02989,1,1,1d1h
2,0.02989,1,2,1d2h
3,0.02989,1,3,1d3h
4,0.02989,1,4,1d4h
5,0.02989,1,5,1d5h
6,0.03961,1,6,1d6h
7,0.04679,1,7,1d7h
8,-0.019960000000000002,1,8,1d8h
9,-0.02071,1,9,1d9h
10,0.051770000000000004,1,10,1d10h
11,0.20192,1,11,1d11h
12,0.3961,1,12,1d12h
13,0.59925,1,13,1d13h
14,0.78024,1,14,1d14h
15,0.8933099999999999,1,15,1d15h
16,0.90004,1,16,1d16h
17,0.8855299999999999,1,17,1d17h
18,0.8855299999999999,1,18,1d18h
19,0.8855299999999999,1,19,1d19h
20,0.8855299999999999,1,20,1d20h
21,0.8855299999999999,1,21,1d21h
22,0.87053,1,22,1d22h
23,0.85553,1,23,1d23h
24,0.85553,2,0,2d0h
25,0.85553,2,1,2d1h
26,0.85553,2,2,2d2h
27,0.85553,2,3,2d3h
28,0.85553,2,4,2d4h
29,0.85553,2,5,2d5h
30,0.86665,2,6,2d6h
31,0.84257,2,7,2d7h
32,0.6826,2,8,2d8h
33,0.47992,2,9,2d9h
34,0.27332,2,10,2d10h
35,0.09897,2,11,2d11h
36,-0.00628,2,12,2d12h
37,-0.030289999999999997,2,13,2d13h
38,0.00283,2,14,2d14h
39,0.03129,2,15,2d15h
40,0.023260000000000003,2,16,2d16h
41,0.00899,2,17,2d17h
42,0.00899,2,18,2d18h
43,0.00899,2,19,2d19h
44,0.00899,2,20,2d20h
45,0.00899,2,21,2d21h
46,-0.00601,2,22,2d22h
47,-0.02101,2,23,2d23h
48,-0.02101,3,0,3d0h
49,-0.02101,3,1,3d1h
50,-0.02101,3,2,3d2h
51,-0.02101,3,3,3d3h
52,-0.02101,3,4,3d4h
53,-0.02101,3,5,3d5h
54,-0.011300000000000001,3,6,3d6h
55,-0.04511,3,7,3d7h
56,-0.21635,3,8,3d8h
57,-0.39207,3,9,3d9h
58,-0.5265700000000001,3,10,3d10h
59,-0.56549,3,11,3d11h
60,-0.50264,3,12,3d12h
61,-0.36348,3,13,3d13h
62,-0.19786,3,14,3d14h
63,-0.09223,3,15,3d15h
64,-0.08098999999999999,3,16,3d16h
65,-0.09584999999999999,3,17,3d17h
66,-0.09584999999999999,3,18,3d18h
67,-0.09584999999999999,3,19,3d19h
68,-0.09584999999999999,3,20,3d20h
69,-0.09584999999999999,3,21,3d21h
70,-0.11084999999999999,3,22,3d22h
71,-0.12585,3,23,3d23h
72,-0.12585,4,0,4d0h
73,-0.12585,4,1,4d1h
74,-0.12585,4,2,4d2h
75,-0.12585,4,3,4d3h
76,-0.12585,4,4,4d4h
77,-0.12585,4,5,4d5h
78,-0.11613,4,6,4d6h
79,-0.1487,4,7,4d7h
80,-0.30956,4,8,4d8h
81,-0.44619,4,9,4d9h
82,-0.52566,4,10,4d10h
83,-0.50449,4,11,4d11h
84,-0.3917,4,12,4d12h
85,-0.22338999999999998,4,13,4d13h
86,-0.04152,4,14,4d14h
87,0.07673,4,15,4d15h
88,0.09148,4,16,4d16h
89,0.07712000000000001,4,17,4d17h
90,0.07712000000000001,4,18,4d18h
91,0.07712000000000001,4,19,4d19h
92,0.07712000000000001,4,20,4d20h
93,0.07712000000000001,4,21,4d21h
94,0.062119999999999995,4,22,4d22h
95,0.047119999999999995,4,23,4d23h
96,0.047119999999999995,5,0,5d0h
97,0.047119999999999995,5,1,5d1h
98,0.047119999999999995,5,2,5d2h
99,0.047119999999999995,5,3,5d3h
100,0.047119999999999995,5,4,5d4h
101,0.047119999999999995,5,5,5d5h
102,0.05683,5,6,5d6h
103,0.022629999999999997,5,7,5d7h
104,-0.15027000000000001,5,8,5d8h
105,-0.32395999999999997,5,9,5d9h
106,-0.46237,5,10,5d10h
107,-0.5215299999999999,5,11,5d11h
108,-0.48461000000000004,5,12,5d12h
109,-0.36797,5,13,5d13h
110,-0.21565,5,14,5d14h
111,-0.10803,5,15,5d15h
112,-0.09623000000000001,5,16,5d16h
113,-0.11123000000000001,5,17,5d17h
114,-0.11123000000000001,5,18,5d18h
115,-0.11123000000000001,5,19,5d19h
116,-0.11123000000000001,5,20,5d20h
117,-0.11123000000000001,5,21,5d21h
118,-0.12623,5,22,5d22h
119,-0.14123,5,23,5d23h
120,-0.14123,6,0,6d0h
121,-0.14123,6,1,6d1h
122,-0.14123,6,2,6d2h
123,-0.14123,6,3,6d3h
124,-0.14123,6,4,6d4h
125,-0.14123,6,5,6d5h
126,-0.13152,6,6,6d6h
127,-0.15997999999999998,6,7,6d7h
128,-0.32314,6,8,6d8h
129,-0.46420999999999996,6,9,6d9h
130,-0.54914,6,10,6d10h
131,-0.53479,6,11,6d11h
132,-0.42569999999999997,6,12,6d12h
133,-0.25245,6,13,6d13h
134,-0.06983,6,14,6d14h
135,0.048909999999999995,6,15,6d15h
136,0.06509999999999999,6,16,6d16h
137,0.05033,6,17,6d17h
138,0.05033,6,18,6d18h
139,0.05033,6,19,6d19h
140,0.05033,6,20,6d20h
141,0.05033,6,21,6d21h
142,0.03533,6,22,6d22h
143,0.020329999999999997,6,23,6d23h
