time,minimum_cost,day,hour_in_day,day_hour
0,-0.10531,1,0,1d0h
1,-0.10531,1,1,1d1h
2,-0.10531,1,2,1d2h
3,-0.10531,1,3,1d3h
4,-0.09779,1,4,1d4h
5,-0.11475,1,5,1d5h
6,-0.15334,1,6,1d6h
7,-0.18452000000000002,1,7,1d7h
8,-0.26765,1,8,1d8h
9,-0.26899,1,9,1d9h
10,-0.17758000000000002,1,10,1d10h
11,0.00777,1,11,1d11h
12,0.25225,1,12,1d12h
13,0.48848,1,13,1d13h
14,0.66476,1,14,1d14h
15,0.76342,1,15,1d15h
16,0.77232,1,16,1d16h
17,0.76101,1,17,1d17h
18,0.76101,1,18,1d18h
19,0.76101,1,19,1d19h
20,0.74851,1,20,1d20h
21,0.7360099999999999,1,21,1d21h
22,0.72351,1,22,1d22h
23,0.71101,1,23,1d23h
24,0.71101,2,0,2d0h
25,0.71101,2,1,2d1h
26,0.71101,2,2,2d2h
27,0.71101,2,3,2d3h
28,0.71853,2,4,2d4h
29,0.66567,2,5,2d5h
30,0.53301,2,6,2d6h
31,0.34623000000000004,2,7,2d7h
32,0.07535,2,8,2d8h
33,-0.14219,2,9,2d9h
34,-0.27002,2,10,2d10h
35,-0.2938,2,11,2d11h
36,-0.23903,2,12,2d12h
37,-0.16699,2,13,2d13h
38,-0.11365,2,14,2d14h
39,-0.08655,2,15,2d15h
40,-0.09320999999999999,2,16,2d16h
41,-0.10571,2,17,2d17h
42,-0.10571,2,18,2d18h
43,-0.10571,2,19,2d19h
44,-0.11821,2,20,2d20h
45,-0.13071000000000002,2,21,2d21h
46,-0.14321,2,22,2d22h
47,-0.15571000000000002,2,23,2d23h
48,-0.15571000000000002,3,0,3d0h
49,-0.15571000000000002,3,1,3d1h
50,-0.15571000000000002,3,2,3d2h
51,-0.15571000000000002,3,3,3d3h
52,-0.14818,3,4,3d4h
53,-0.20601,3,5,3d5h
54,-0.34863,3,6,3d6h
55,-0.55598,3,7,3d7h
56,-0.84893,3,8,3d8h
57,-1.04606,3,9,3d9h
58,-1.0957000000000001,3,10,3d10h
59,-0.97477,3,11,3d11h
60,-0.73982,3,12,3d12h
61,-0.49618,3,13,3d13h
62,-0.31231,3,14,3d14h
63,-0.20992,3,15,3d15h
64,-0.19743,3,16,3d16h
65,-0.20993,3,17,3d17h
66,-0.20993,3,18,3d18h
67,-0.20993,3,19,3d19h
68,-0.22243000000000002,3,20,3d20h
69,-0.23493,3,21,3d21h
70,-0.24743,3,22,3d22h
71,-0.25993,3,23,3d23h
72,-0.25993,4,0,4d0h
73,-0.25993,4,1,4d1h
74,-0.25993,4,2,4d2h
75,-0.25993,4,3,4d3h
76,-0.25241,4,4,4d4h
77,-0.30954000000000004,4,5,4d5h
78,-0.44123,4,6,4d6h
79,-0.61453,4,7,4d7h
80,-0.86226,4,8,4d8h
81,-1.01183,4,9,4d9h
82,-1.02373,4,10,4d10h
83,-0.8768400000000001,4,11,4d11h
84,-0.6176900000000001,4,12,4d12h
85,-0.35302999999999995,4,13,4d13h
86,-0.15521000000000001,4,14,4d14h
87,-0.04109,4,15,4d15h
88,-0.02498,4,16,4d16h
89,-0.03748,4,17,4d17h
90,-0.03748,4,18,4d18h
91,-0.03748,4,19,4d19h
92,-0.04998,4,20,4d20h
93,-0.062479999999999994,4,21,4d21h
94,-0.07498,4,22,4d22h
95,-0.08748,4,23,4d23h
96,-0.08748,5,0,5d0h
97,-0.08748,5,1,5d1h
98,-0.08748,5,2,5d2h
99,-0.08748,5,3,5d3h
100,-0.07995999999999999,5,4,5d4h
101,-0.13827,5,5,5d5h
102,-0.28246,5,6,5d6h
103,-0.49206,5,7,5d7h
104,-0.78779,5,8,5d8h
105,-0.9842799999999999,5,9,5d9h
106,-1.03776,5,10,5d10h
107,-0.9340599999999999,5,11,5d11h
108,-0.7232799999999999,5,12,5d12h
109,-0.50168,5,13,5d13h
110,-0.33018000000000003,5,14,5d14h
111,-0.22566999999999998,5,15,5d15h
112,-0.21259999999999998,5,16,5d16h
113,-0.2251,5,17,5d17h
114,-0.2251,5,18,5d18h
115,-0.2251,5,19,5d19h
116,-0.2376,5,20,5d20h
117,-0.2501,5,21,5d21h
118,-0.2626,5,22,5d22h
119,-0.2751,5,23,5d23h
120,-0.2751,6,0,6d0h
121,-0.2751,6,1,6d1h
122,-0.2751,6,2,6d2h
123,-0.2751,6,3,6d3h
124,-0.26757,6,4,6d4h
125,-0.32081,6,5,6d5h
126,-0.45459,6,6,6d6h
127,-0.63282,6,7,6d7h
128,-0.8875700000000001,6,8,6d8h
129,-1.04573,6,9,6d9h
130,-1.06254,6,10,6d10h
131,-0.9121,6,11,6d11h
132,-0.6518999999999999,6,12,6d12h
133,-0.38386000000000003,6,13,6d13h
134,-0.18368,6,14,6d14h
135,-0.06881,6,15,6d15h
136,-0.05136,6,16,6d16h
137,-0.06386,6,17,6d17h
138,-0.06386,6,18,6d18h
139,-0.06386,6,19,6d19h
140,-0.07636,6,20,6d20h
141,-0.08886,6,21,6d21h
142,-0.10136,6,22,6d22h
143,-0.11386,6,23,6d23h
