time,minimum_cost,day,hour_in_day,day_hour
0,-0.14540999999999998,1,0,1d0h
1,-0.14540999999999998,1,1,1d1h
2,-0.14540999999999998,1,2,1d2h
3,-0.13788999999999998,1,3,1d3h
4,-0.15484,1,4,1d4h
5,-0.19409,1,5,1d5h
6,-0.24587,1,6,1d6h
7,-0.28514999999999996,1,7,1d7h
8,-0.36066000000000004,1,8,1d8h
9,-0.34818,1,9,1d9h
10,-0.23539,1,10,1d10h
11,-0.023010000000000003,1,11,1d11h
12,0.22568000000000002,1,12,1d12h
13,0.45527,1,13,1d13h
14,0.6287699999999999,1,14,1d14h
15,0.7277100000000001,1,15,1d15h
16,0.73905,1,16,1d16h
17,0.72905,1,17,1d17h
18,0.72905,1,18,1d18h
19,0.7165499999999999,1,19,1d19h
20,0.70405,1,20,1d20h
21,0.69155,1,21,1d21h
22,0.6790499999999999,1,22,1d22h
23,0.66655,1,23,1d23h
24,0.66655,2,0,2d0h
25,0.66655,2,1,2d1h
26,0.66655,2,2,2d2h
27,0.6740700000000001,2,3,2d3h
28,0.62122,2,4,2d4h
29,0.48777,2,5,2d5h
30,0.27745,2,6,2d6h
31,0.05274,2,7,2d7h
32,-0.19906000000000001,2,8,2d8h
33,-0.35302,2,9,2d9h
34,-0.39368000000000003,2,10,2d10h
35,-0.34634,2,11,2d11h
36,-0.26985000000000003,2,12,2d12h
37,-0.19986,2,13,2d13h
38,-0.14625,2,14,2d14h
39,-0.11855,2,15,2d15h
40,-0.12331,2,16,2d16h
41,-0.13331,2,17,2d17h
42,-0.13331,2,18,2d18h
43,-0.14581,2,19,2d19h
44,-0.15831,2,20,2d20h
45,-0.17081,2,21,2d21h
46,-0.18331,2,22,2d22h
47,-0.19581,2,23,2d23h
48,-0.19581,3,0,3d0h
49,-0.19581,3,1,3d1h
50,-0.19581,3,2,3d2h
51,-0.18828,3,3,3d3h
52,-0.24611000000000002,3,4,3d4h
53,-0.38937,3,5,3d5h
54,-0.6173,3,6,3d6h
55,-0.8664299999999999,3,7,3d7h
56,-1.1389200000000002,3,8,3d8h
57,-1.26915,3,9,3d9h
58,-1.2258399999999998,3,10,3d10h
59,-1.02576,3,11,3d11h
60,-0.7668200000000001,3,12,3d12h
61,-0.52503,3,13,3d13h
62,-0.3443,3,14,3d14h
63,-0.24192,3,15,3d15h
64,-0.22753,3,16,3d16h
65,-0.23753,3,17,3d17h
66,-0.23753,3,18,3d18h
67,-0.25003,3,19,3d19h
68,-0.26253,3,20,3d20h
69,-0.27503,3,21,3d21h
70,-0.28752999999999995,3,22,3d22h
71,-0.30002999999999996,3,23,3d23h
72,-0.30002999999999996,4,0,4d0h
73,-0.30002999999999996,4,1,4d1h
74,-0.30002999999999996,4,2,4d2h
75,-0.29251,4,3,4d3h
76,-0.34964,4,4,4d4h
77,-0.48196,4,5,4d5h
78,-0.67579,4,6,4d6h
79,-0.8797200000000001,4,7,4d7h
80,-1.1096300000000001,4,8,4d8h
81,-1.20695,4,9,4d9h
82,-1.14537,4,10,4d10h
83,-0.92561,4,11,4d11h
84,-0.6443300000000001,4,12,4d12h
85,-0.38183999999999996,4,13,4d13h
86,-0.18625,4,14,4d14h
87,-0.07309,4,15,4d15h
88,-0.05508,4,16,4d16h
89,-0.06508,4,17,4d17h
90,-0.06508,4,18,4d18h
91,-0.07758,4,19,4d19h
92,-0.09008,4,20,4d20h
93,-0.10258,4,21,4d21h
94,-0.11508,4,22,4d22h
95,-0.12758,4,23,4d23h
96,-0.12758,5,0,5d0h
97,-0.12758,5,1,5d1h
98,-0.12758,5,2,5d2h
99,-0.12006,5,3,5d3h
100,-0.17837,5,4,5d4h
101,-0.32319,5,5,5d5h
102,-0.55337,5,6,5d6h
103,-0.80529,5,7,5d7h
104,-1.08142,5,8,5d8h
105,-1.2100899999999999,5,9,5d9h
106,-1.16853,5,10,5d10h
107,-0.9860099999999999,5,11,5d11h
108,-0.7504299999999999,5,12,5d12h
109,-0.53053,5,13,5d13h
110,-0.36217,5,14,5d14h
111,-0.25766,5,15,5d15h
112,-0.2427,5,16,5d16h
113,-0.2527,5,17,5d17h
114,-0.2527,5,18,5d18h
115,-0.2652,5,19,5d19h
116,-0.2777,5,20,5d20h
117,-0.2902,5,21,5d21h
118,-0.30269999999999997,5,22,5d22h
119,-0.3152,5,23,5d23h
120,-0.3152,6,0,6d0h
121,-0.3152,6,1,6d1h
122,-0.3152,6,2,6d2h
123,-0.30767,6,3,6d3h
124,-0.3609,6,4,6d4h
125,-0.49533,6,5,6d5h
126,-0.6940599999999999,6,6,6d6h
127,-0.90503,6,7,6d7h
128,-1.144,6,8,6d8h
129,-1.2473299999999998,6,9,6d9h
130,-1.1828800000000002,6,10,6d10h
131,-0.9625900000000001,6,11,6d11h
132,-0.67879,6,12,6d12h
133,-0.41267000000000004,6,13,6d13h
134,-0.21436000000000002,6,14,6d14h
135,-0.1008,6,15,6d15h
136,-0.08145999999999999,6,16,6d16h
137,-0.09146,6,17,6d17h
138,-0.09146,6,18,6d18h
139,-0.10396,6,19,6d19h
140,-0.11646,6,20,6d20h
141,-0.12896000000000002,6,21,6d21h
142,-0.14146,6,22,6d22h
143,-0.15396,6,23,6d23h
