time,minimum_cost,day,hour_in_day,day_hour
0,0.24489,1,0,1d0h
1,0.24489,1,1,1d1h
2,0.24489,1,2,1d2h
3,0.24489,1,3,1d3h
4,0.24489,1,4,1d4h
5,0.24489,1,5,1d5h
6,0.24558000000000002,1,6,1d6h
7,0.26911,1,7,1d7h
8,0.24814,1,8,1d8h
9,0.28345,1,9,1d9h
10,0.37481,1,10,1d10h
11,0.5255599999999999,1,11,1d11h
12,0.7008,1,12,1d12h
13,0.86742,1,13,1d13h
14,1.00587,1,14,1d14h
15,1.07849,1,15,1d15h
16,1.0908399999999998,1,16,1d16h
17,1.0908399999999998,1,17,1d17h
18,1.0908399999999998,1,18,1d18h
19,1.0908399999999998,1,19,1d19h
20,1.0908399999999998,1,20,1d20h
21,1.0908399999999998,1,21,1d21h
22,1.0908399999999998,1,22,1d22h
23,1.0908399999999998,1,23,1d23h
24,1.0908399999999998,2,0,2d0h
25,1.0908399999999998,2,1,2d1h
26,1.0908399999999998,2,2,2d2h
27,1.0908399999999998,2,3,2d3h
28,1.0908399999999998,2,4,2d4h
29,1.0908399999999998,2,5,2d5h
30,1.09328,2,6,2d6h
31,1.12134,2,7,2d7h
32,1.1003699999999998,2,8,2d8h
33,1.05003,2,9,2d9h
34,0.95092,2,10,2d10h
35,0.78979,2,11,2d11h
36,0.60509,2,12,2d12h
37,0.4317,2,13,2d13h
38,0.30391,2,14,2d14h
39,0.23295,2,15,2d15h
40,0.20327,2,16,2d16h
41,0.19399,2,17,2d17h
42,0.19399,2,18,2d18h
43,0.19399,2,19,2d19h
44,0.19399,2,20,2d20h
45,0.19399,2,21,2d21h
46,0.19399,2,22,2d22h
47,0.19399,2,23,2d23h
48,0.19399,3,0,3d0h
49,0.19399,3,1,3d1h
50,0.19399,3,2,3d2h
51,0.19399,3,3,3d3h
52,0.19399,3,4,3d4h
53,0.19399,3,5,3d5h
54,0.19466999999999998,3,6,3d6h
55,0.21819999999999998,3,7,3d7h
56,0.19723,3,8,3d8h
57,0.19226,3,9,3d9h
58,0.18245,3,10,3d10h
59,0.16494999999999999,3,11,3d11h
60,0.14293,3,12,3d12h
61,0.12224,3,13,3d13h
62,0.11424,3,14,3d14h
63,0.11256999999999999,3,15,3d15h
64,0.09905,3,16,3d16h
65,0.08915000000000001,3,17,3d17h
66,0.08915000000000001,3,18,3d18h
67,0.08915000000000001,3,19,3d19h
68,0.08915000000000001,3,20,3d20h
69,0.08915000000000001,3,21,3d21h
70,0.08915000000000001,3,22,3d22h
71,0.08915000000000001,3,23,3d23h
72,0.08915000000000001,4,0,4d0h
73,0.08915000000000001,4,1,4d1h
74,0.08915000000000001,4,2,4d2h
75,0.08915000000000001,4,3,4d3h
76,0.08915000000000001,4,4,4d4h
77,0.08915000000000001,4,5,4d5h
78,0.08984,4,6,4d6h
79,0.11337,4,7,4d7h
80,0.09240000000000001,4,8,4d8h
81,0.09309999999999999,4,9,4d9h
82,0.10403,4,10,4d10h
83,0.13813999999999999,4,11,4d11h
84,0.18336000000000002,4,12,4d12h
85,0.22594999999999998,4,13,4d13h
86,0.25981,4,14,4d14h
87,0.27888999999999997,4,15,4d15h
88,0.2715,4,16,4d16h
89,0.26212,4,17,4d17h
90,0.26212,4,18,4d18h
91,0.26212,4,19,4d19h
92,0.26212,4,20,4d20h
93,0.26212,4,21,4d21h
94,0.26212,4,22,4d22h
95,0.26212,4,23,4d23h
96,0.26212,5,0,5d0h
97,0.26212,5,1,5d1h
98,0.26212,5,2,5d2h
99,0.26212,5,3,5d3h
100,0.26212,5,4,5d4h
101,0.26212,5,5,5d5h
102,0.26280000000000003,5,6,5d6h
103,0.28633,5,7,5d7h
104,0.26536000000000004,5,8,5d8h
105,0.26418,5,9,5d9h
106,0.25168,5,10,5d10h
107,0.21533000000000002,5,11,5d11h
108,0.16732,5,12,5d12h
109,0.1211,5,13,5d13h
110,0.09809999999999999,5,14,5d14h
111,0.09793,5,15,5d15h
112,0.08389,5,16,5d16h
113,0.07377,5,17,5d17h
114,0.07377,5,18,5d18h
115,0.07377,5,19,5d19h
116,0.07377,5,20,5d20h
117,0.07377,5,21,5d21h
118,0.07377,5,22,5d22h
119,0.07377,5,23,5d23h
120,0.07377,6,0,6d0h
121,0.07377,6,1,6d1h
122,0.07377,6,2,6d2h
123,0.07377,6,3,6d3h
124,0.07377,6,4,6d4h
125,0.07377,6,5,6d5h
126,0.07445,6,6,6d6h
127,0.09798,6,7,6d7h
128,0.07701000000000001,6,8,6d8h
129,0.08209000000000001,6,9,6d9h
130,0.09248999999999999,6,10,6d10h
131,0.12393000000000001,6,11,6d11h
132,0.16491,6,12,6d12h
133,0.20206,6,13,6d13h
134,0.23203000000000001,6,14,6d14h
135,0.25317,6,15,6d15h
136,0.24512,6,16,6d16h
137,0.23533,6,17,6d17h
138,0.23533,6,18,6d18h
139,0.23533,6,19,6d19h
140,0.23533,6,20,6d20h
141,0.23533,6,21,6d21h
142,0.23533,6,22,6d22h
143,0.23533,6,23,6d23h
