timestamp,power_in_watts,graphic_clock,memory_clock,sm_clock,step
1736186653.1808972,48.63,2655,10251,2655,idle
1736186653.210766,48.63,2655,10251,2655,idle
1736186653.223169,48.63,2655,10251,2655,idle
1736186653.239043,48.63,2655,10251,2655,idle
1736186653.2421858,48.63,2655,10251,2655,idle
1736186653.246753,48.63,2655,10251,2655,idle
1736186653.2499197,48.63,2655,10251,2655,idle
1736186653.2551055,48.63,2655,10251,2655,idle
1736186653.2581284,48.63,2655,10251,2655,idle
1736186653.2612782,48.63,2655,10251,2655,idle
1736186653.2643886,48.828,2655,10251,2655,idle
1736186653.270338,48.828,2655,10251,2655,idle
1736186653.274199,48.828,2655,10251,2655,idle
1736186653.2773206,48.828,2655,10251,2655,idle
1736186653.2803538,48.828,2655,10251,2655,idle
1736186653.2833755,48.828,2655,10251,2655,idle
1736186653.2864091,48.828,2655,10251,2655,idle
1736186653.2899697,48.828,2655,10251,2655,to_device
1736186653.2938244,48.828,2655,10251,2655,forward
1736186653.2969697,48.828,2655,10251,2655,forward
1736186653.3000135,48.828,2655,10251,2655,forward
1736186653.3030486,48.828,2655,10251,2655,forward
1736186653.3060863,48.828,2655,10251,2655,forward
1736186653.309121,48.828,2655,10251,2655,forward
1736186653.313439,48.828,2655,10251,2655,forward
1736186653.3179724,48.828,2655,10251,2655,forward
1736186653.32118,48.828,2655,10251,2655,forward
1736186653.3242097,48.828,2655,10251,2655,forward
1736186653.327254,48.828,2655,10251,2655,forward
1736186653.330873,48.828,2655,10251,2655,backward
1736186653.3349075,48.828,2655,10251,2655,backward
1736186653.3385608,48.828,2655,10251,2655,backward
1736186653.341597,48.828,2655,10251,2655,backward
1736186653.3446305,48.828,2655,10251,2655,backward
1736186653.3476698,48.828,2655,10251,2655,backward
1736186653.351685,48.828,2655,10251,2655,backward
1736186653.355611,48.828,2640,10251,2640,backward
1736186653.3614795,48.828,2640,10251,2640,backward
1736186653.364636,56.706,2640,10251,2640,backward
1736186653.367859,56.706,2640,10251,2640,backward
1736186653.371929,56.706,2640,10251,2640,backward
