power.draw [W]
24.86 W
29.18 W
75.20 W
92.62 W
92.92 W
92.72 W
93.07 W
93.02 W
94.01 W
93.31 W
93.21 W
93.03 W
92.47 W
93.23 W
93.19 W
93.81 W
93.43 W
92.77 W
65.27 W
40.72 W
31.27 W
25.59 W
25.60 W
25.52 W
25.43 W
25.36 W
25.43 W
25.39 W
25.41 W
25.38 W
25.32 W
25.31 W
25.25 W
25.28 W
25.28 W
25.25 W
25.30 W
25.30 W
25.31 W
25.24 W
25.23 W
25.22 W
25.15 W
25.17 W
25.21 W
25.18 W
25.15 W
25.12 W
25.11 W
25.11 W
25.10 W
25.13 W
25.12 W
25.08 W
25.06 W
25.07 W
25.05 W
25.10 W
25.06 W
25.12 W
