power.draw [W]
24.68 W
24.60 W
24.56 W
24.58 W
24.59 W
24.60 W
24.55 W
24.58 W
24.53 W
24.50 W
24.54 W
24.58 W
25.07 W
24.65 W
24.53 W
24.53 W
24.54 W
35.99 W
39.48 W
32.10 W
