timestamp,power_in_watts
1736101981.7866123,47.265
1736101981.8417017,47.344
1736101981.8994176,47.351
1736101981.956718,47.361
1736101982.0141819,47.361
1736101982.018528,47.361
1736101982.0206175,47.361
1736101982.0227075,47.361
1736101982.0248034,47.361
1736101982.0268846,47.361
1736101982.028963,47.361
1736101982.0310402,47.361
1736101982.033118,47.361
1736101982.0351973,47.361
1736101982.0372736,47.361
1736101982.0393505,47.361
1736101982.0414271,47.361
1736101982.0435035,47.361
1736101982.0455923,47.361
1736101982.0476708,47.361
1736101982.049751,47.361
1736101982.051831,47.361
1736101982.053998,47.361
1736101982.0560744,47.361
1736101982.0581558,47.373
1736101982.060236,47.373
1736101982.0623155,47.373
1736101982.0644093,47.373
1736101982.0665927,47.373
1736101982.0686998,47.373
1736101982.07097,47.373
1736101982.0730536,47.373
1736101982.075176,47.373
1736101982.0772688,47.373
1736101982.0793533,47.373
1736101982.0814328,47.373
1736101982.08351,47.373
1736101982.0855901,47.373
1736101982.0876641,47.373
1736101982.089743,47.373
1736101982.0918162,47.373
1736101982.0938897,47.373
1736101982.0959635,47.373
1736101982.098038,47.373
1736101982.1001153,47.373
1736101982.102208,47.373
1736101982.104292,47.373
1736101982.106373,47.373
1736101982.1084538,47.373
1736101982.1105177,47.373
1736101982.112595,47.373
1736101982.1146731,47.373
1736101982.1167548,47.373
1736101982.118836,47.373
1736101982.120917,47.373
1736101982.1230445,47.373
1736101982.1251223,47.373
1736101982.127219,47.373
1736101982.1293035,47.373
1736101982.131397,47.373
1736101982.1334805,47.373
1736101982.1355598,47.373
1736101982.137641,47.373
1736101982.1397188,47.373
1736101982.1418028,47.373
1736101982.143884,47.373
1736101982.1459615,47.373
1736101982.1481152,47.373
1736101982.1502087,47.373
1736101982.152286,47.373
1736101982.1543624,47.373
1736101982.1564386,52.909
1736101982.158517,52.909
1736101982.1605954,52.909
1736101982.1626728,52.909
1736101982.164764,52.909
1736101982.1668484,52.909
1736101982.168929,52.909
1736101982.171011,52.909
1736101982.1731174,52.909
