timestamp,power_in_watts,step
1733745261.0837264,14.506,idle
1733745261.0941436,14.506,idle
1733745261.1042671,14.506,idle
1733745261.11439,20.953,idle
1733745261.124522,20.953,idle
1733745261.134669,20.953,idle
1733745261.144906,20.953,idle
1733745261.1550777,20.953,idle
1733745261.1653306,20.953,idle
1733745261.175541,20.953,idle
1733745261.1857436,20.953,idle
1733745261.1959207,20.953,idle
1733745261.20611,20.953,idle
1733745261.2163002,25.869,idle
1733745261.226491,25.869,idle
1733745261.2366817,25.869,idle
1733745261.2468734,25.869,idle
1733745261.2570724,25.869,idle
1733745261.267262,25.869,idle
1733745261.277535,25.869,idle
1733745261.2877252,25.869,idle
1733745261.2979157,25.869,idle
1733745261.3081164,25.869,idle
1733745261.3183048,30.041,idle
1733745261.3285258,30.041,idle
1733745261.338882,30.041,idle
1733745261.3491511,30.041,idle
1733745261.3593495,30.041,idle
1733745261.3695724,30.041,idle
1733745261.3797653,30.041,idle
1733745261.389954,30.041,idle
1733745261.4001436,30.041,idle
1733745261.4103436,33.63,idle
1733745261.420534,33.63,idle
1733745261.4307315,33.63,idle
1733745261.4409208,33.63,idle
1733745261.4511092,33.63,idle
1733745261.4612985,33.63,idle
1733745261.471486,33.63,idle
1733745261.4816737,33.63,idle
1733745261.491864,33.63,idle
1733745261.5020509,33.63,idle
1733745261.512237,36.749,idle
1733745261.522426,36.749,idle
1733745261.5326104,36.749,idle
1733745261.5427942,36.749,idle
1733745261.5529845,36.749,idle
1733745261.5631957,36.749,idle
1733745261.5734034,36.749,idle
1733745261.5835989,36.749,idle
1733745261.5937872,36.749,idle
1733745261.6039758,36.749,idle
1733745261.6141682,39.469,idle
1733745261.6243598,39.469,idle
1733745261.6345503,39.469,idle
1733745261.6447432,39.469,idle
1733745261.6549318,39.469,idle
1733745261.6651225,39.469,idle
1733745261.6753242,39.469,idle
1733745261.6855175,39.469,idle
1733745261.6957064,39.469,idle
1733745261.7058933,39.469,idle
1733745261.71608,41.864,idle
1733745261.726273,41.864,idle
1733745261.736465,41.864,idle
1733745261.7466545,41.864,idle
1733745261.7568443,41.864,idle
1733745261.767033,41.864,idle
1733745261.7772195,41.864,idle
1733745261.7874072,41.864,idle
1733745261.7975965,41.864,idle
1733745261.8077822,41.864,idle
1733745261.8179684,44.011,idle
1733745261.8281558,44.011,idle
1733745261.8383443,44.011,idle
1733745261.848535,44.011,idle
1733745261.8587294,44.011,idle
1733745261.868925,44.011,idle
1733745261.8791647,44.011,idle
1733745261.8895156,44.011,idle
1733745261.899737,44.011,idle
1733745261.9099364,45.938,idle
1733745261.9201438,45.938,idle
1733745261.9303732,45.938,idle
1733745261.9406717,45.938,idle
1733745261.950871,45.938,idle
1733745261.9610634,45.938,idle
1733745261.9713314,45.938,idle
1733745261.981525,45.938,idle
1733745261.9917169,45.938,idle
1733745262.0019095,45.938,idle
1733745262.012098,76.878,idle
1733745262.0222924,76.878,idle
1733745262.032481,76.878,idle
1733745262.0426664,76.878,idle
1733745262.052862,76.878,idle
1733745262.063077,76.878,idle
1733745262.073271,76.878,idle
1733745262.0834634,76.878,idle
1733745262.1134572,76.878,idle
1733745262.1418898,76.878,idle
1733745262.1676605,76.878,idle
1733745262.1783202,76.878,idle
1733745262.2069292,76.878,idle
1733745262.2181249,76.878,idle
1733745262.2285235,76.878,idle
1733745262.238649,76.878,idle
1733745262.248768,76.878,idle
1733745262.2588985,76.878,idle
1733745262.2690196,76.878,idle
1733745262.2791374,76.878,idle
1733745262.2892518,76.878,idle
1733745262.299381,76.878,idle
1733745262.30957,76.878,idle
1733745262.3197644,76.878,idle
1733745262.329958,76.878,idle
1733745262.3401928,76.878,idle
1733745262.350521,76.878,idle
1733745262.3607547,76.878,idle
1733745262.3711414,76.878,idle
1733745262.3815053,76.878,idle
1733745262.391751,76.878,idle
1733745262.4020483,76.878,idle
1733745262.4122255,76.878,idle
1733745262.422413,76.878,idle
1733745262.4325993,76.878,idle
1733745262.4428067,76.878,idle
1733745262.4531083,76.878,idle
1733745262.463334,76.878,idle
1733745262.4735734,76.878,to_device
1733745262.4837215,80.413,forward
1733745262.4938772,80.413,forward
1733745262.50404,80.413,forward
1733745262.514292,80.425,forward
1733745262.5245054,80.425,forward
1733745262.5347369,80.425,forward
1733745262.5449538,80.425,forward
1733745262.5552337,80.425,forward
1733745262.5654733,80.425,forward
1733745262.5756707,80.425,forward
1733745262.5858634,80.425,forward
1733745262.596063,80.425,forward
1733745262.606281,80.425,forward
