0,1,2,3,4
"{'Conv2d': (1736173154.0389962, 1736173154.039716), 'ReLU': (1736173154.0405936, 1736173154.0406108), 'MaxPool2d': (1736173154.0397441, 1736173154.0397882), 'AdaptiveAvgPool2d': (1736173154.0397887, 1736173154.0399086), 'Flatten': (1736173154.039909, 1736173154.0399177), 'Linear': (1736173154.0406277, 1736173154.0406528), 'Dropout': (1736173154.0406113, 1736173154.0406272)}","{'Conv2d': (1736173170.072812, 1736173170.07357), 'ReLU': (1736173170.0744722, 1736173170.074485), 'MaxPool2d': (1736173170.0735993, 1736173170.073639), 'AdaptiveAvgPool2d': (1736173170.0736392, 1736173170.0737689), 'Flatten': (1736173170.0737693, 1736173170.0737784), 'Linear': (1736173170.074501, 1736173170.0745263), 'Dropout': (1736173170.0744853, 1736173170.0745008)}","{'Conv2d': (1736173186.009206, 1736173186.0099642), 'ReLU': (1736173186.010865, 1736173186.010881), 'MaxPool2d': (1736173186.0099945, 1736173186.010034), 'AdaptiveAvgPool2d': (1736173186.0100348, 1736173186.0101638), 'Flatten': (1736173186.0101643, 1736173186.010173), 'Linear': (1736173186.0108988, 1736173186.010926), 'Dropout': (1736173186.0108812, 1736173186.0108984)}","{'Conv2d': (1736173202.0442555, 1736173202.0450218), 'ReLU': (1736173202.0459363, 1736173202.0459535), 'MaxPool2d': (1736173202.045056, 1736173202.0450969), 'AdaptiveAvgPool2d': (1736173202.0450978, 1736173202.0452282), 'Flatten': (1736173202.045229, 1736173202.0452387), 'Linear': (1736173202.0459719, 1736173202.0460103), 'Dropout': (1736173202.045954, 1736173202.0459714)}","{'Conv2d': (1736173218.2538218, 1736173218.2545788), 'ReLU': (1736173218.2554848, 1736173218.2554984), 'MaxPool2d': (1736173218.2546084, 1736173218.254648), 'AdaptiveAvgPool2d': (1736173218.2546492, 1736173218.25478), 'Flatten': (1736173218.2547808, 1736173218.2547898), 'Linear': (1736173218.2555153, 1736173218.2555397), 'Dropout': (1736173218.2554991, 1736173218.2555149)}"
"{'Conv2d': (1736173154.0688634, 1736173154.0695844), 'ReLU': (1736173154.0704668, 1736173154.0704803), 'MaxPool2d': (1736173154.0696132, 1736173154.069652), 'AdaptiveAvgPool2d': (1736173154.0696526, 1736173154.069772), 'Flatten': (1736173154.0697727, 1736173154.0697827), 'Linear': (1736173154.0704963, 1736173154.0705209), 'Dropout': (1736173154.0704806, 1736173154.070496)}","{'Conv2d': (1736173170.1027958, 1736173170.1035533), 'ReLU': (1736173170.1044574, 1736173170.1044707), 'MaxPool2d': (1736173170.1035824, 1736173170.1036217), 'AdaptiveAvgPool2d': (1736173170.1036222, 1736173170.1037512), 'Flatten': (1736173170.1037517, 1736173170.1037607), 'Linear': (1736173170.104487, 1736173170.1045113), 'Dropout': (1736173170.1044712, 1736173170.1044865)}","{'Conv2d': (1736173186.0391288, 1736173186.0398915), 'ReLU': (1736173186.0407944, 1736173186.0408132), 'MaxPool2d': (1736173186.0399241, 1736173186.0399644), 'AdaptiveAvgPool2d': (1736173186.039965, 1736173186.0400946), 'Flatten': (1736173186.040095, 1736173186.040104), 'Linear': (1736173186.0408316, 1736173186.0408592), 'Dropout': (1736173186.040814, 1736173186.040831)}","{'Conv2d': (1736173202.0747843, 1736173202.075543), 'ReLU': (1736173202.0764585, 1736173202.0764716), 'MaxPool2d': (1736173202.0755723, 1736173202.0756116), 'AdaptiveAvgPool2d': (1736173202.0756123, 1736173202.0757518), 'Flatten': (1736173202.0757525, 1736173202.0757627), 'Linear': (1736173202.0764878, 1736173202.0765128), 'Dropout': (1736173202.0764718, 1736173202.076487)}","{'Conv2d': (1736173218.2843301, 1736173218.285089), 'ReLU': (1736173218.2860005, 1736173218.2860136), 'MaxPool2d': (1736173218.2851193, 1736173218.2851589), 'AdaptiveAvgPool2d': (1736173218.2851593, 1736173218.2852898), 'Flatten': (1736173218.2852905, 1736173218.2852998), 'Linear': (1736173218.2860296, 1736173218.2860546), 'Dropout': (1736173218.2860143, 1736173218.2860293)}"
"{'Conv2d': (1736173154.098055, 1736173154.0987728), 'ReLU': (1736173154.0996716, 1736173154.0996847), 'MaxPool2d': (1736173154.0988016, 1736173154.0988398), 'AdaptiveAvgPool2d': (1736173154.0988402, 1736173154.09896), 'Flatten': (1736173154.0989604, 1736173154.098969), 'Linear': (1736173154.0997002, 1736173154.0997314), 'Dropout': (1736173154.099685, 1736173154.0997)}","{'Conv2d': (1736173170.1327527, 1736173170.1335087), 'ReLU': (1736173170.1344118, 1736173170.1344297), 'MaxPool2d': (1736173170.1335378, 1736173170.1335776), 'AdaptiveAvgPool2d': (1736173170.133578, 1736173170.133707), 'Flatten': (1736173170.1337078, 1736173170.1337168), 'Linear': (1736173170.1344554, 1736173170.1344807), 'Dropout': (1736173170.1344311, 1736173170.1344552)}","{'Conv2d': (1736173186.0701475, 1736173186.0709088), 'ReLU': (1736173186.0718176, 1736173186.0718322), 'MaxPool2d': (1736173186.0709393, 1736173186.0709805), 'AdaptiveAvgPool2d': (1736173186.070981, 1736173186.0711107), 'Flatten': (1736173186.0711112, 1736173186.0711205), 'Linear': (1736173186.0718496, 1736173186.0718753), 'Dropout': (1736173186.0718327, 1736173186.0718489)}","{'Conv2d': (1736173202.1053073, 1736173202.1060634), 'ReLU': (1736173202.106983, 1736173202.1069963), 'MaxPool2d': (1736173202.1060987, 1736173202.1061382), 'AdaptiveAvgPool2d': (1736173202.1061387, 1736173202.106269), 'Flatten': (1736173202.1062696, 1736173202.1062791), 'Linear': (1736173202.1070127, 1736173202.107038), 'Dropout': (1736173202.1069968, 1736173202.1070123)}","{'Conv2d': (1736173218.3150542, 1736173218.3158116), 'ReLU': (1736173218.3167183, 1736173218.316732), 'MaxPool2d': (1736173218.3158429, 1736173218.3158822), 'AdaptiveAvgPool2d': (1736173218.3158827, 1736173218.3160136), 'Flatten': (1736173218.316014, 1736173218.3160233), 'Linear': (1736173218.3167527, 1736173218.3167782), 'Dropout': (1736173218.3167324, 1736173218.3167522)}"
"{'Conv2d': (1736173154.1274598, 1736173154.1281865), 'ReLU': (1736173154.1291099, 1736173154.1291227), 'MaxPool2d': (1736173154.1282218, 1736173154.1282678), 'AdaptiveAvgPool2d': (1736173154.128268, 1736173154.1283884), 'Flatten': (1736173154.128389, 1736173154.128398), 'Linear': (1736173154.1291392, 1736173154.1291635), 'Dropout': (1736173154.1291232, 1736173154.1291387)}","{'Conv2d': (1736173170.1627095, 1736173170.163465), 'ReLU': (1736173170.1643686, 1736173170.1643817), 'MaxPool2d': (1736173170.1634948, 1736173170.1635344), 'AdaptiveAvgPool2d': (1736173170.1635349, 1736173170.1636636), 'Flatten': (1736173170.163664, 1736173170.163673), 'Linear': (1736173170.1643982, 1736173170.1644225), 'Dropout': (1736173170.1643822, 1736173170.1643975)}","{'Conv2d': (1736173186.100158, 1736173186.1009164), 'ReLU': (1736173186.1018198, 1736173186.1018379), 'MaxPool2d': (1736173186.1009464, 1736173186.100986), 'AdaptiveAvgPool2d': (1736173186.1009867, 1736173186.1011164), 'Flatten': (1736173186.101117, 1736173186.101126), 'Linear': (1736173186.1018555, 1736173186.1018822), 'Dropout': (1736173186.1018384, 1736173186.101855)}","{'Conv2d': (1736173202.1355658, 1736173202.1363227), 'ReLU': (1736173202.1372306, 1736173202.1372437), 'MaxPool2d': (1736173202.1363528, 1736173202.1363919), 'AdaptiveAvgPool2d': (1736173202.1363924, 1736173202.1365237), 'Flatten': (1736173202.1365242, 1736173202.1365333), 'Linear': (1736173202.13726, 1736173202.1372845), 'Dropout': (1736173202.137244, 1736173202.1372595)}","{'Conv2d': (1736173218.3454401, 1736173218.3461964), 'ReLU': (1736173218.3471024, 1736173218.347116), 'MaxPool2d': (1736173218.346226, 1736173218.346265), 'AdaptiveAvgPool2d': (1736173218.3462656, 1736173218.3463962), 'Flatten': (1736173218.3463967, 1736173218.3464053), 'Linear': (1736173218.3471324, 1736173218.347157), 'Dropout': (1736173218.3471165, 1736173218.3471322)}"
"{'Conv2d': (1736173154.1567225, 1736173154.1574566), 'ReLU': (1736173154.1583393, 1736173154.1583524), 'MaxPool2d': (1736173154.1574857, 1736173154.1575246), 'AdaptiveAvgPool2d': (1736173154.157525, 1736173154.1576455), 'Flatten': (1736173154.1576462, 1736173154.1576552), 'Linear': (1736173154.1583686, 1736173154.1583931), 'Dropout': (1736173154.1583529, 1736173154.1583683)}","{'Conv2d': (1736173170.1926558, 1736173170.1934123), 'ReLU': (1736173170.1943247, 1736173170.1943376), 'MaxPool2d': (1736173170.193442, 1736173170.1934817), 'AdaptiveAvgPool2d': (1736173170.193482, 1736173170.1936111), 'Flatten': (1736173170.1936119, 1736173170.193621), 'Linear': (1736173170.1943536, 1736173170.194379), 'Dropout': (1736173170.194338, 1736173170.1943533)}","{'Conv2d': (1736173186.1301255, 1736173186.1308804), 'ReLU': (1736173186.1317768, 1736173186.1317906), 'MaxPool2d': (1736173186.1309097, 1736173186.1309493), 'AdaptiveAvgPool2d': (1736173186.13095, 1736173186.1310797), 'Flatten': (1736173186.1310802, 1736173186.1310892), 'Linear': (1736173186.1318073, 1736173186.1318367), 'Dropout': (1736173186.131791, 1736173186.131807)}","{'Conv2d': (1736173202.165726, 1736173202.1664836), 'ReLU': (1736173202.1673913, 1736173202.167404), 'MaxPool2d': (1736173202.1665144, 1736173202.1665556), 'AdaptiveAvgPool2d': (1736173202.1665561, 1736173202.1666863), 'Flatten': (1736173202.1666868, 1736173202.1666956), 'Linear': (1736173202.1674204, 1736173202.1674452), 'Dropout': (1736173202.1674047, 1736173202.16742)}","{'Conv2d': (1736173218.375887, 1736173218.3766418), 'ReLU': (1736173218.3775516, 1736173218.377565), 'MaxPool2d': (1736173218.3766704, 1736173218.37671), 'AdaptiveAvgPool2d': (1736173218.3767107, 1736173218.3768413), 'Flatten': (1736173218.3768418, 1736173218.376851), 'Linear': (1736173218.3775814, 1736173218.3776064), 'Dropout': (1736173218.3775654, 1736173218.377581)}"
"{'Conv2d': (1736173154.1865683, 1736173154.1872878), 'ReLU': (1736173154.188194, 1736173154.1882074), 'MaxPool2d': (1736173154.187317, 1736173154.1873553), 'AdaptiveAvgPool2d': (1736173154.187356, 1736173154.1874752), 'Flatten': (1736173154.187476, 1736173154.1874847), 'Linear': (1736173154.1882236, 1736173154.188248), 'Dropout': (1736173154.1882079, 1736173154.188223)}","{'Conv2d': (1736173170.2234282, 1736173170.2241857), 'ReLU': (1736173170.2250862, 1736173170.225099), 'MaxPool2d': (1736173170.2242155, 1736173170.2242546), 'AdaptiveAvgPool2d': (1736173170.2242553, 1736173170.224384), 'Flatten': (1736173170.2243845, 1736173170.224394), 'Linear': (1736173170.2251153, 1736173170.2251406), 'Dropout': (1736173170.2250996, 1736173170.2251148)}","{'Conv2d': (1736173186.1614237, 1736173186.162182), 'ReLU': (1736173186.1630888, 1736173186.1631024), 'MaxPool2d': (1736173186.1622124, 1736173186.1622522), 'AdaptiveAvgPool2d': (1736173186.162253, 1736173186.1623821), 'Flatten': (1736173186.1623826, 1736173186.1623912), 'Linear': (1736173186.1631193, 1736173186.1631439), 'Dropout': (1736173186.1631029, 1736173186.1631188)}","{'Conv2d': (1736173202.1961083, 1736173202.196865), 'ReLU': (1736173202.1977663, 1736173202.19778), 'MaxPool2d': (1736173202.1968951, 1736173202.1969354), 'AdaptiveAvgPool2d': (1736173202.196936, 1736173202.1970665), 'Flatten': (1736173202.197067, 1736173202.1970763), 'Linear': (1736173202.1977968, 1736173202.197822), 'Dropout': (1736173202.1977804, 1736173202.1977963)}","{'Conv2d': (1736173218.4060984, 1736173218.4068563), 'ReLU': (1736173218.4077792, 1736173218.4077938), 'MaxPool2d': (1736173218.4068859, 1736173218.4069252), 'AdaptiveAvgPool2d': (1736173218.406926, 1736173218.4070559), 'Flatten': (1736173218.4070563, 1736173218.4070652), 'Linear': (1736173218.4078112, 1736173218.4078388), 'Dropout': (1736173218.4077942, 1736173218.4078104)}"
"{'Conv2d': (1736173154.2158687, 1736173154.2165873), 'ReLU': (1736173154.2174923, 1736173154.217505), 'MaxPool2d': (1736173154.2166157, 1736173154.216654), 'AdaptiveAvgPool2d': (1736173154.2166545, 1736173154.216775), 'Flatten': (1736173154.2167754, 1736173154.2167847), 'Linear': (1736173154.217526, 1736173154.21755), 'Dropout': (1736173154.2175055, 1736173154.2175255)}","{'Conv2d': (1736173170.2534912, 1736173170.2542515), 'ReLU': (1736173170.255152, 1736173170.2551649), 'MaxPool2d': (1736173170.2542808, 1736173170.2543201), 'AdaptiveAvgPool2d': (1736173170.2543206, 1736173170.2544494), 'Flatten': (1736173170.2544498, 1736173170.2544591), 'Linear': (1736173170.2551813, 1736173170.255206), 'Dropout': (1736173170.2551653, 1736173170.2551808)}","{'Conv2d': (1736173186.1931055, 1736173186.1938627), 'ReLU': (1736173186.194761, 1736173186.1947753), 'MaxPool2d': (1736173186.1938913, 1736173186.1939301), 'AdaptiveAvgPool2d': (1736173186.1939309, 1736173186.1940603), 'Flatten': (1736173186.1940608, 1736173186.1940694), 'Linear': (1736173186.1947925, 1736173186.1948235), 'Dropout': (1736173186.1947758, 1736173186.194792)}","{'Conv2d': (1736173202.2263658, 1736173202.2271216), 'ReLU': (1736173202.2280407, 1736173202.2280538), 'MaxPool2d': (1736173202.227152, 1736173202.2271912), 'AdaptiveAvgPool2d': (1736173202.227192, 1736173202.227322), 'Flatten': (1736173202.2273226, 1736173202.227332), 'Linear': (1736173202.2280703, 1736173202.2280948), 'Dropout': (1736173202.228054, 1736173202.2280695)}","{'Conv2d': (1736173218.4362748, 1736173218.4370294), 'ReLU': (1736173218.4379482, 1736173218.4379623), 'MaxPool2d': (1736173218.4370592, 1736173218.4370983), 'AdaptiveAvgPool2d': (1736173218.4370987, 1736173218.4372382), 'Flatten': (1736173218.4372387, 1736173218.4372478), 'Linear': (1736173218.4379838, 1736173218.4380088), 'Dropout': (1736173218.4379628, 1736173218.4379833)}"
"{'Conv2d': (1736173154.2452672, 1736173154.2459874), 'ReLU': (1736173154.246877, 1736173154.2468932), 'MaxPool2d': (1736173154.2460208, 1736173154.246066), 'AdaptiveAvgPool2d': (1736173154.2460663, 1736173154.2461863), 'Flatten': (1736173154.2461867, 1736173154.2461958), 'Linear': (1736173154.2469108, 1736173154.246937), 'Dropout': (1736173154.2468934, 1736173154.2469106)}","{'Conv2d': (1736173170.284276, 1736173170.2850468), 'ReLU': (1736173170.2859814, 1736173170.285995), 'MaxPool2d': (1736173170.285089, 1736173170.2851326), 'AdaptiveAvgPool2d': (1736173170.2851334, 1736173170.2852638), 'Flatten': (1736173170.2852647, 1736173170.285275), 'Linear': (1736173170.2860117, 1736173170.2860367), 'Dropout': (1736173170.2859955, 1736173170.2860112)}","{'Conv2d': (1736173186.2235591, 1736173186.2243161), 'ReLU': (1736173186.2252293, 1736173186.2252424), 'MaxPool2d': (1736173186.2243526, 1736173186.224392), 'AdaptiveAvgPool2d': (1736173186.2243924, 1736173186.2245224), 'Flatten': (1736173186.224523, 1736173186.2245324), 'Linear': (1736173186.2252586, 1736173186.2252834), 'Dropout': (1736173186.2252429, 1736173186.2252584)}","{'Conv2d': (1736173202.2568305, 1736173202.2575872), 'ReLU': (1736173202.2584882, 1736173202.258501), 'MaxPool2d': (1736173202.257617, 1736173202.2576568), 'AdaptiveAvgPool2d': (1736173202.2576573, 1736173202.2577887), 'Flatten': (1736173202.2577891, 1736173202.2577984), 'Linear': (1736173202.258517, 1736173202.2585413), 'Dropout': (1736173202.2585015, 1736173202.2585168)}","{'Conv2d': (1736173218.4667377, 1736173218.467498), 'ReLU': (1736173218.4684103, 1736173218.4684236), 'MaxPool2d': (1736173218.4675288, 1736173218.4675684), 'AdaptiveAvgPool2d': (1736173218.467569, 1736173218.4676995), 'Flatten': (1736173218.4677002, 1736173218.4677093), 'Linear': (1736173218.46844, 1736173218.4684646), 'Dropout': (1736173218.468424, 1736173218.4684396)}"
"{'Conv2d': (1736173154.2744663, 1736173154.2752032), 'ReLU': (1736173154.276085, 1736173154.2760985), 'MaxPool2d': (1736173154.2752328, 1736173154.275272), 'AdaptiveAvgPool2d': (1736173154.2752724, 1736173154.2753925), 'Flatten': (1736173154.275393, 1736173154.275402), 'Linear': (1736173154.2761152, 1736173154.2761393), 'Dropout': (1736173154.276099, 1736173154.2761147)}","{'Conv2d': (1736173170.314351, 1736173170.3151066), 'ReLU': (1736173170.316084, 1736173170.3161025), 'MaxPool2d': (1736173170.315143, 1736173170.3151834), 'AdaptiveAvgPool2d': (1736173170.3151839, 1736173170.3153124), 'Flatten': (1736173170.3153129, 1736173170.315322), 'Linear': (1736173170.316124, 1736173170.3161526), 'Dropout': (1736173170.3161032, 1736173170.3161235)}","{'Conv2d': (1736173186.2536771, 1736173186.254435), 'ReLU': (1736173186.2553437, 1736173186.2553568), 'MaxPool2d': (1736173186.2544646, 1736173186.254504), 'AdaptiveAvgPool2d': (1736173186.2545044, 1736173186.254634), 'Flatten': (1736173186.2546344, 1736173186.2546437), 'Linear': (1736173186.2553728, 1736173186.255397), 'Dropout': (1736173186.2553573, 1736173186.2553723)}","{'Conv2d': (1736173202.2870386, 1736173202.2877946), 'ReLU': (1736173202.2887175, 1736173202.2887304), 'MaxPool2d': (1736173202.287824, 1736173202.2878776), 'AdaptiveAvgPool2d': (1736173202.287878, 1736173202.2880085), 'Flatten': (1736173202.288009, 1736173202.2880177), 'Linear': (1736173202.2887795, 1736173202.2888098), 'Dropout': (1736173202.2887309, 1736173202.288779)}","{'Conv2d': (1736173218.4973104, 1736173218.4980693), 'ReLU': (1736173218.4989827, 1736173218.498997), 'MaxPool2d': (1736173218.4980998, 1736173218.4981408), 'AdaptiveAvgPool2d': (1736173218.4981418, 1736173218.4982724), 'Flatten': (1736173218.4982731, 1736173218.498282), 'Linear': (1736173218.499014, 1736173218.4990392), 'Dropout': (1736173218.4989974, 1736173218.4990137)}"
"{'Conv2d': (1736173154.3036146, 1736173154.3043315), 'ReLU': (1736173154.3052094, 1736173154.3052227), 'MaxPool2d': (1736173154.3043602, 1736173154.3043983), 'AdaptiveAvgPool2d': (1736173154.3043988, 1736173154.3045182), 'Flatten': (1736173154.3045187, 1736173154.3045273), 'Linear': (1736173154.305239, 1736173154.3052635), 'Dropout': (1736173154.3052232, 1736173154.3052385)}","{'Conv2d': (1736173170.344634, 1736173170.345391), 'ReLU': (1736173170.346302, 1736173170.3463147), 'MaxPool2d': (1736173170.3454235, 1736173170.3454635), 'AdaptiveAvgPool2d': (1736173170.345464, 1736173170.345593), 'Flatten': (1736173170.3455937, 1736173170.3456025), 'Linear': (1736173170.3463311, 1736173170.3463564), 'Dropout': (1736173170.3463151, 1736173170.3463306)}","{'Conv2d': (1736173186.283527, 1736173186.2842846), 'ReLU': (1736173186.28519, 1736173186.2852027), 'MaxPool2d': (1736173186.2843146, 1736173186.284354), 'AdaptiveAvgPool2d': (1736173186.2843544, 1736173186.2844841), 'Flatten': (1736173186.2844846, 1736173186.2844932), 'Linear': (1736173186.2852187, 1736173186.2852435), 'Dropout': (1736173186.2852032, 1736173186.2852185)}","{'Conv2d': (1736173202.317264, 1736173202.3180223), 'ReLU': (1736173202.3189251, 1736173202.318942), 'MaxPool2d': (1736173202.3180516, 1736173202.318091), 'AdaptiveAvgPool2d': (1736173202.3180912, 1736173202.3182218), 'Flatten': (1736173202.3182223, 1736173202.318231), 'Linear': (1736173202.3189597, 1736173202.318987), 'Dropout': (1736173202.3189423, 1736173202.3189595)}","{'Conv2d': (1736173218.5272725, 1736173218.5280356), 'ReLU': (1736173218.5289397, 1736173218.5289543), 'MaxPool2d': (1736173218.528065, 1736173218.5281048), 'AdaptiveAvgPool2d': (1736173218.5281053, 1736173218.5282357), 'Flatten': (1736173218.5282364, 1736173218.528245), 'Linear': (1736173218.5289714, 1736173218.5289974), 'Dropout': (1736173218.5289552, 1736173218.528971)}"
"{'Conv2d': (1736173154.3333812, 1736173154.334099), 'ReLU': (1736173154.3349793, 1736173154.334993), 'MaxPool2d': (1736173154.3341277, 1736173154.3341658), 'AdaptiveAvgPool2d': (1736173154.3341663, 1736173154.3342865), 'Flatten': (1736173154.334287, 1736173154.3342955), 'Linear': (1736173154.3350093, 1736173154.3350334), 'Dropout': (1736173154.3349934, 1736173154.3350089)}","{'Conv2d': (1736173170.3746488, 1736173170.3754044), 'ReLU': (1736173170.3763125, 1736173170.3763254), 'MaxPool2d': (1736173170.3754337, 1736173170.3754735), 'AdaptiveAvgPool2d': (1736173170.375474, 1736173170.375603), 'Flatten': (1736173170.3756034, 1736173170.3756127), 'Linear': (1736173170.3763418, 1736173170.3763711), 'Dropout': (1736173170.3763258, 1736173170.3763413)}","{'Conv2d': (1736173186.3137834, 1736173186.3145409), 'ReLU': (1736173186.3154616, 1736173186.3154747), 'MaxPool2d': (1736173186.3145702, 1736173186.3146102), 'AdaptiveAvgPool2d': (1736173186.3146105, 1736173186.3147438), 'Flatten': (1736173186.3147511, 1736173186.3147612), 'Linear': (1736173186.3154907, 1736173186.3155158), 'Dropout': (1736173186.315475, 1736173186.3154902)}","{'Conv2d': (1736173202.347512, 1736173202.3482692), 'ReLU': (1736173202.349183, 1736173202.3491964), 'MaxPool2d': (1736173202.3482988, 1736173202.348338), 'AdaptiveAvgPool2d': (1736173202.3483384, 1736173202.3484688), 'Flatten': (1736173202.3484693, 1736173202.3484786), 'Linear': (1736173202.3492155, 1736173202.3492405), 'Dropout': (1736173202.3491971, 1736173202.349215)}","{'Conv2d': (1736173218.5585387, 1736173218.5592957), 'ReLU': (1736173218.560207, 1736173218.5602205), 'MaxPool2d': (1736173218.5593276, 1736173218.559368), 'AdaptiveAvgPool2d': (1736173218.5593684, 1736173218.5594993), 'Flatten': (1736173218.5594997, 1736173218.5595093), 'Linear': (1736173218.560238, 1736173218.5602632), 'Dropout': (1736173218.560221, 1736173218.5602374)}"
"{'Conv2d': (1736173154.3628397, 1736173154.36356), 'ReLU': (1736173154.3644435, 1736173154.3644564), 'MaxPool2d': (1736173154.3635886, 1736173154.3636267), 'AdaptiveAvgPool2d': (1736173154.3636272, 1736173154.36375), 'Flatten': (1736173154.3637505, 1736173154.3637593), 'Linear': (1736173154.3644724, 1736173154.3644967), 'Dropout': (1736173154.3644567, 1736173154.3644722)}","{'Conv2d': (1736173170.4047334, 1736173170.4054928), 'ReLU': (1736173170.4064083, 1736173170.4064233), 'MaxPool2d': (1736173170.4055233, 1736173170.4055629), 'AdaptiveAvgPool2d': (1736173170.4055634, 1736173170.4056926), 'Flatten': (1736173170.4056933, 1736173170.4057024), 'Linear': (1736173170.4064443, 1736173170.4064713), 'Dropout': (1736173170.4064236, 1736173170.4064438)}","{'Conv2d': (1736173186.3438394, 1736173186.344597), 'ReLU': (1736173186.345505, 1736173186.3455184), 'MaxPool2d': (1736173186.344626, 1736173186.3446648), 'AdaptiveAvgPool2d': (1736173186.3446653, 1736173186.3447952), 'Flatten': (1736173186.344796, 1736173186.3448062), 'Linear': (1736173186.3455346, 1736173186.3455586), 'Dropout': (1736173186.3455188, 1736173186.3455338)}","{'Conv2d': (1736173202.3778498, 1736173202.3786058), 'ReLU': (1736173202.3795328, 1736173202.3795469), 'MaxPool2d': (1736173202.378635, 1736173202.3786752), 'AdaptiveAvgPool2d': (1736173202.378676, 1736173202.3788064), 'Flatten': (1736173202.378807, 1736173202.3788164), 'Linear': (1736173202.379564, 1736173202.3795888), 'Dropout': (1736173202.3795474, 1736173202.3795636)}","{'Conv2d': (1736173218.588687, 1736173218.5894444), 'ReLU': (1736173218.590353, 1736173218.5903664), 'MaxPool2d': (1736173218.5894735, 1736173218.5895138), 'AdaptiveAvgPool2d': (1736173218.5895143, 1736173218.589645), 'Flatten': (1736173218.5896454, 1736173218.5896542), 'Linear': (1736173218.5903823, 1736173218.590407), 'Dropout': (1736173218.5903666, 1736173218.590382)}"
"{'Conv2d': (1736173154.3922312, 1736173154.3929656), 'ReLU': (1736173154.3938715, 1736173154.3938885), 'MaxPool2d': (1736173154.3930001, 1736173154.3930385), 'AdaptiveAvgPool2d': (1736173154.393039, 1736173154.3931592), 'Flatten': (1736173154.3931596, 1736173154.3931684), 'Linear': (1736173154.3939075, 1736173154.3939342), 'Dropout': (1736173154.393889, 1736173154.3939068)}","{'Conv2d': (1736173170.434884, 1736173170.4356415), 'ReLU': (1736173170.4365418, 1736173170.4365544), 'MaxPool2d': (1736173170.4356706, 1736173170.4357104), 'AdaptiveAvgPool2d': (1736173170.435711, 1736173170.4358392), 'Flatten': (1736173170.4358397, 1736173170.4358487), 'Linear': (1736173170.436571, 1736173170.436595), 'Dropout': (1736173170.436555, 1736173170.4365706)}","{'Conv2d': (1736173186.3738184, 1736173186.374577), 'ReLU': (1736173186.3754885, 1736173186.3755019), 'MaxPool2d': (1736173186.3746126, 1736173186.3746521), 'AdaptiveAvgPool2d': (1736173186.3746526, 1736173186.3747816), 'Flatten': (1736173186.3747823, 1736173186.3747911), 'Linear': (1736173186.3755183, 1736173186.3755429), 'Dropout': (1736173186.3755023, 1736173186.3755178)}","{'Conv2d': (1736173202.4080732, 1736173202.4088292), 'ReLU': (1736173202.4097376, 1736173202.4097564), 'MaxPool2d': (1736173202.4088593, 1736173202.408899), 'AdaptiveAvgPool2d': (1736173202.4088995, 1736173202.4090307), 'Flatten': (1736173202.4090314, 1736173202.409041), 'Linear': (1736173202.4097745, 1736173202.409801), 'Dropout': (1736173202.409757, 1736173202.409774)}","{'Conv2d': (1736173218.6191986, 1736173218.6199555), 'ReLU': (1736173218.6208596, 1736173218.620877), 'MaxPool2d': (1736173218.6199858, 1736173218.6200252), 'AdaptiveAvgPool2d': (1736173218.6200256, 1736173218.6201565), 'Flatten': (1736173218.620157, 1736173218.6201658), 'Linear': (1736173218.6208944, 1736173218.6209204), 'Dropout': (1736173218.6208775, 1736173218.620894)}"
