timestamp,power_in_watts,graphic_clock,memory_clock,sm_clock,step
1736187681.2487557,49.473,2655,10251,2655,to_device
1736187681.251866,49.473,2655,10251,2655,forward
1736187681.2550137,49.473,2655,10251,2655,forward
1736187681.258089,49.473,2655,10251,2655,forward
1736187681.2619858,49.473,2655,10251,2655,forward
1736187681.2654502,49.473,2655,10251,2655,forward
1736187681.2685378,49.473,2655,10251,2655,forward
1736187681.2716331,49.473,2655,10251,2655,forward
1736187681.274677,49.473,2655,10251,2655,forward
1736187681.2777152,49.473,2655,10251,2655,forward
1736187681.281729,49.473,2655,10251,2655,forward
1736187681.2856731,49.473,2655,10251,2655,backward
1736187681.2888265,49.473,2655,10251,2655,backward
1736187681.2918508,49.473,2655,10251,2655,backward
1736187681.294921,49.473,2655,10251,2655,backward
1736187681.297962,49.473,2655,10251,2655,backward
1736187681.3020566,49.473,2655,10251,2655,backward
1736187681.3055198,49.473,2655,10251,2655,backward
1736187681.3085663,49.473,2655,10251,2655,backward
1736187681.3115976,49.473,2655,10251,2655,backward
1736187681.314641,49.473,2655,10251,2655,backward
1736187681.3177073,49.473,2655,10251,2655,backward
1736187681.3217473,49.473,2655,10251,2655,backward
1736187681.3256223,49.473,2655,10251,2655,backward
1736187681.328801,49.473,2655,10251,2655,backward
1736187681.3318558,49.473,2655,10251,2655,backward
1736187681.334988,60.634,2655,10251,2655,backward
1736187681.3380983,60.634,2775,10251,2595,backward
1736187681.3559418,60.634,2595,10251,2595,forward
1736187681.3591073,60.634,2595,10251,2595,forward
1736187681.3648758,60.634,2745,10251,2745,forward
1736187681.3692336,60.634,2745,10251,2745,forward
1736187681.37226,60.634,2745,10251,2745,forward
1736187681.3752894,60.634,2745,10251,2745,forward
1736187681.3783102,60.634,2745,10251,2745,forward
1736187681.3822036,60.634,2745,10251,2775,forward
1736187681.3891551,60.634,2775,10251,2775,backward
1736187681.3922124,60.634,2775,10251,2775,backward
1736187681.3952456,60.634,2775,10251,2775,backward
1736187681.3982787,60.634,2775,10251,2775,backward
1736187681.4020538,60.634,2775,10251,2775,backward
1736187681.407198,60.634,2775,10251,2775,backward
1736187681.4102664,60.634,2775,10251,2775,backward
1736187681.41334,60.634,2775,10251,2775,backward
1736187681.4163997,60.634,2775,10251,2775,backward
1736187681.41987,60.634,2775,10251,2775,backward
1736187681.4237814,60.634,2775,10251,2775,backward
1736187681.4276705,60.634,2775,10251,2775,backward
1736187681.4307537,60.634,2775,10251,2775,backward
1736187681.434091,60.634,2775,10251,2775,backward
1736187681.4372835,72.841,2775,10251,2610,backward
1736187681.4542017,72.841,2610,10251,2610,forward
1736187681.4573133,72.841,2610,10251,2610,forward
1736187681.461133,72.841,2610,10251,2610,forward
1736187681.464959,72.841,2745,10251,2745,forward
1736187681.4701388,72.841,2745,10251,2745,forward
1736187681.4731712,72.841,2745,10251,2745,forward
1736187681.4762232,72.841,2745,10251,2745,forward
1736187681.479585,72.841,2745,10251,2745,forward
1736187681.4834085,72.841,2760,10251,2760,forward
1736187681.4895718,72.841,2760,10251,2760,backward
1736187681.4925754,72.841,2760,10251,2760,backward
1736187681.495618,72.841,2760,10251,2760,backward
1736187681.49866,72.841,2760,10251,2760,backward
1736187681.502555,72.841,2760,10251,2760,backward
1736187681.5068717,72.841,2760,10251,2760,backward
1736187681.5098932,72.841,2760,10251,2760,backward
1736187681.5129733,72.841,2760,10251,1843,backward
1736187681.5159876,72.841,2760,10251,2760,backward
1736187681.5190792,72.841,2760,10251,2760,backward
1736187681.523039,72.841,2760,10251,2760,backward
1736187681.528948,72.841,2760,10251,2760,backward
1736187681.531992,72.841,2760,10251,2760,backward
1736187681.5350478,83.745,2760,10251,2760,backward
1736187681.5380857,83.745,2760,10251,2760,backward
1736187681.5524752,83.745,2625,10251,2625,to_device
1736187681.5555418,83.745,2625,10251,2625,forward
1736187681.5585632,83.745,2625,10251,2625,forward
1736187681.5624948,83.745,2760,10251,2760,forward
1736187681.5690722,83.745,2760,10251,2760,forward
1736187681.5721226,83.745,2760,10251,2760,forward
1736187681.5752113,83.745,2760,10251,2760,forward
1736187681.578245,83.745,2760,10251,2760,forward
1736187681.5821753,83.745,2760,10251,2775,forward
1736187681.5892668,83.745,2775,10251,2775,backward
1736187681.5923204,83.745,2775,10251,2775,backward
1736187681.5953395,83.745,2775,10251,2775,backward
1736187681.598335,83.745,2775,10251,2775,backward
1736187681.602206,83.745,2760,10251,2760,backward
1736187681.608873,83.745,2760,10251,2760,backward
1736187681.61189,83.745,2760,10251,2760,backward
1736187681.6149025,83.745,2760,10251,2760,backward
1736187681.6179423,83.745,2760,10251,2760,backward
1736187681.6219275,83.745,2760,10251,2760,backward
1736187681.629088,83.745,2760,10251,2760,backward
1736187681.632108,83.745,2760,10251,2760,backward
1736187681.6351526,93.14,2760,10251,2760,backward
1736187681.6381562,93.14,2760,10251,2610,backward
1736187681.6522768,93.14,2610,10251,2610,to_device
1736187681.6553972,93.14,2610,10251,2610,forward
1736187681.658466,93.14,2610,10251,2610,forward
1736187681.6626456,93.14,2745,10251,2745,forward
1736187681.6693056,93.14,2745,10251,2745,forward
1736187681.672346,93.14,2745,10251,2745,forward
1736187681.6754577,93.14,2745,10251,2745,forward
1736187681.678513,93.14,2745,10251,2745,forward
1736187681.6823366,93.14,2775,10251,2775,forward
1736187681.6891563,93.14,2775,10251,2775,backward
1736187681.6921625,93.14,2775,10251,2775,backward
1736187681.6951733,93.14,2775,10251,2775,backward
1736187681.6981947,93.14,2775,10251,2775,backward
1736187681.7019343,93.14,2775,10251,2775,backward
1736187681.708706,93.14,2775,10251,2775,backward
1736187681.7118535,93.14,2775,10251,2775,backward
1736187681.7710876,101.88,2775,10251,2775,forward
1736187681.774137,101.88,2775,10251,2775,forward
1736187681.7771502,101.88,2775,10251,2775,forward
1736187681.7811055,101.88,2775,10251,2775,forward
1736187681.7874148,101.88,2775,10251,2775,forward
1736187681.7905197,101.88,2775,10251,2775,backward
1736187681.7936082,101.88,2775,10251,2775,backward
1736187681.7966638,101.88,2775,10251,2775,backward
1736187681.8002553,101.88,2775,10251,2775,backward
1736187681.8041365,101.88,2760,10251,2760,backward
1736187681.8096955,101.88,2760,10251,2760,backward
1736187681.812733,101.88,2760,10251,2760,backward
1736187681.8157766,101.88,2760,10251,2760,backward
1736187681.8189394,101.88,2760,10251,2760,backward
1736187681.8228512,101.88,2760,10251,2760,backward
1736187681.826018,101.88,2760,10251,2760,backward
1736187681.8290725,101.88,2760,10251,2760,backward
1736187681.8321068,101.88,2760,10251,2760,backward
1736187681.8351655,108.26,2760,10251,2760,backward
1736187681.8382044,108.26,2760,10251,2610,backward
1736187681.853849,108.26,2610,10251,2610,to_device
1736187681.8569255,108.26,2610,10251,2610,forward
1736187681.8605337,108.26,2610,10251,2610,forward
1736187681.864308,108.26,2745,10251,2745,forward
1736187681.870395,108.26,2745,10251,2745,forward
1736187681.8734436,108.26,2745,10251,2745,forward
1736187681.8764758,108.26,2745,10251,2745,forward
1736187681.8802009,108.26,2745,10251,2745,forward
1736187681.883968,108.26,2760,10251,2760,forward
1736187681.8898077,108.26,2760,10251,2760,backward
1736187681.8928907,108.26,2760,10251,2760,backward
1736187681.896002,114.457,2760,10251,2745,backward
