timestamp,power_in_watts
1736187681.1473424,49.422,2655,10251,2655
1736187681.1718714,49.422,2655,10251,2655
1736187681.1963563,49.422,2655,10251,2655
1736187681.2026508,49.422,2655,10251,2655
1736187681.2057521,49.422,2655,10251,2655
1736187681.2087538,49.422,2655,10251,2655
1736187681.2117515,49.422,2655,10251,2655
1736187681.214804,49.422,2655,10251,2655
1736187681.2178206,49.422,2655,10251,2655
1736187681.2216728,49.422,2655,10251,2655
1736187681.225559,49.422,2655,10251,2655
1736187681.2285757,49.422,2655,10251,2655
1736187681.2316039,49.422,2655,10251,2655
1736187681.2346342,49.473,2655,10251,2655
1736187681.2377179,49.473,2655,10251,2655
1736187681.2417052,49.473,2655,10251,2655
1736187681.2454712,49.473,2655,10251,2655
1736187681.2487557,49.473,2655,10251,2655
1736187681.2518659,49.473,2655,10251,2655
1736187681.2550135,49.473,2655,10251,2655
1736187681.258089,49.473,2655,10251,2655
1736187681.2619858,49.473,2655,10251,2655
1736187681.2654502,49.473,2655,10251,2655
1736187681.2685378,49.473,2655,10251,2655
1736187681.2716331,49.473,2655,10251,2655
1736187681.274677,49.473,2655,10251,2655
1736187681.2777152,49.473,2655,10251,2655
1736187681.281729,49.473,2655,10251,2655
1736187681.2856731,49.473,2655,10251,2655
1736187681.2888265,49.473,2655,10251,2655
1736187681.2918508,49.473,2655,10251,2655
1736187681.294921,49.473,2655,10251,2655
1736187681.297962,49.473,2655,10251,2655
1736187681.3020566,49.473,2655,10251,2655
1736187681.3055198,49.473,2655,10251,2655
1736187681.3085663,49.473,2655,10251,2655
1736187681.3115976,49.473,2655,10251,2655
1736187681.314641,49.473,2655,10251,2655
1736187681.3177073,49.473,2655,10251,2655
1736187681.3217473,49.473,2655,10251,2655
1736187681.3256223,49.473,2655,10251,2655
1736187681.3288007,49.473,2655,10251,2655
1736187681.3318558,49.473,2655,10251,2655
1736187681.3349879,60.634,2655,10251,2655
1736187681.3380985,60.634,2775,10251,2595
1736187681.3559418,60.634,2595,10251,2595
1736187681.3591073,60.634,2595,10251,2595
1736187681.3648758,60.634,2745,10251,2745
1736187681.3692336,60.634,2745,10251,2745
1736187681.37226,60.634,2745,10251,2745
1736187681.3752894,60.634,2745,10251,2745
1736187681.3783102,60.634,2745,10251,2745
1736187681.3822036,60.634,2745,10251,2775
1736187681.3891551,60.634,2775,10251,2775
1736187681.3922124,60.634,2775,10251,2775
1736187681.3952456,60.634,2775,10251,2775
1736187681.3982787,60.634,2775,10251,2775
1736187681.4020538,60.634,2775,10251,2775
1736187681.407198,60.634,2775,10251,2775
1736187681.4102664,60.634,2775,10251,2775
1736187681.4133399,60.634,2775,10251,2775
1736187681.4163997,60.634,2775,10251,2775
1736187681.41987,60.634,2775,10251,2775
1736187681.4237814,60.634,2775,10251,2775
1736187681.4276705,60.634,2775,10251,2775
1736187681.4307537,60.634,2775,10251,2775
1736187681.4340913,60.634,2775,10251,2775
1736187681.4372835,72.841,2775,10251,2610
1736187681.4510577,72.841,2610,10251,2610
1736187681.4542015,72.841,2610,10251,2610
1736187681.4573133,72.841,2610,10251,2610
1736187681.461133,72.841,2610,10251,2610
1736187681.464959,72.841,2745,10251,2745
1736187681.4701388,72.841,2745,10251,2745
1736187681.4731712,72.841,2745,10251,2745
1736187681.4762232,72.841,2745,10251,2745
1736187681.479585,72.841,2745,10251,2745
1736187681.4834085,72.841,2760,10251,2760
1736187681.4895718,72.841,2760,10251,2760
1736187681.4925754,72.841,2760,10251,2760
1736187681.495618,72.841,2760,10251,2760
1736187681.49866,72.841,2760,10251,2760
1736187681.502555,72.841,2760,10251,2760
1736187681.5068717,72.841,2760,10251,2760
1736187681.5098932,72.841,2760,10251,2760
1736187681.5129733,72.841,2760,10251,1843
1736187681.5159876,72.841,2760,10251,2760
1736187681.5190792,72.841,2760,10251,2760
1736187681.5230393,72.841,2760,10251,2760
1736187681.528948,72.841,2760,10251,2760
1736187681.531992,72.841,2760,10251,2760
1736187681.5350478,83.745,2760,10251,2760
1736187681.5380857,83.745,2760,10251,2760
1736187681.5466292,83.745,2625,10251,2625
1736187681.5524752,83.745,2625,10251,2625
1736187681.5555418,83.745,2625,10251,2625
1736187681.5585632,83.745,2625,10251,2625
1736187681.5624948,83.745,2760,10251,2760
1736187681.5690722,83.745,2760,10251,2760
1736187681.5721226,83.745,2760,10251,2760
1736187681.5752113,83.745,2760,10251,2760
1736187681.578245,83.745,2760,10251,2760
1736187681.5821753,83.745,2760,10251,2775
1736187681.5892668,83.745,2775,10251,2775
1736187681.5923204,83.745,2775,10251,2775
1736187681.5953395,83.745,2775,10251,2775
1736187681.598335,83.745,2775,10251,2775
1736187681.602206,83.745,2760,10251,2760
1736187681.608873,83.745,2760,10251,2760
1736187681.61189,83.745,2760,10251,2760
1736187681.6149023,83.745,2760,10251,2760
1736187681.6179423,83.745,2760,10251,2760
1736187681.6219277,83.745,2760,10251,2760
1736187681.629088,83.745,2760,10251,2760
1736187681.632108,83.745,2760,10251,2760
1736187681.6351526,93.14,2760,10251,2760
1736187681.6381562,93.14,2760,10251,2610
1736187681.6522768,93.14,2610,10251,2610
1736187681.6553972,93.14,2610,10251,2610
1736187681.658466,93.14,2610,10251,2610
1736187681.6626456,93.14,2745,10251,2745
1736187681.6693056,93.14,2745,10251,2745
1736187681.672346,93.14,2745,10251,2745
1736187681.6754577,93.14,2745,10251,2745
1736187681.678513,93.14,2745,10251,2745
1736187681.6823366,93.14,2775,10251,2775
1736187681.6891565,93.14,2775,10251,2775
1736187681.6921623,93.14,2775,10251,2775
1736187681.6951733,93.14,2775,10251,2775
1736187681.6981947,93.14,2775,10251,2775
1736187681.7019343,93.14,2775,10251,2775
1736187681.7087061,93.14,2775,10251,2775
1736187681.7118535,93.14,2775,10251,2775
1736187681.7710876,101.88,2775,10251,2775
1736187681.774137,101.88,2775,10251,2775
1736187681.7771502,101.88,2775,10251,2775
1736187681.7811055,101.88,2775,10251,2775
1736187681.7874148,101.88,2775,10251,2775
1736187681.7905197,101.88,2775,10251,2775
1736187681.7936082,101.88,2775,10251,2775
1736187681.7966638,101.88,2775,10251,2775
1736187681.8002553,101.88,2775,10251,2775
1736187681.8041365,101.88,2760,10251,2760
1736187681.8096957,101.88,2760,10251,2760
1736187681.812733,101.88,2760,10251,2760
1736187681.8157766,101.88,2760,10251,2760
1736187681.8189394,101.88,2760,10251,2760
1736187681.8228512,101.88,2760,10251,2760
1736187681.8260179,101.88,2760,10251,2760
1736187681.8290725,101.88,2760,10251,2760
1736187681.8321068,101.88,2760,10251,2760
1736187681.8351655,108.26,2760,10251,2760
1736187681.8382044,108.26,2760,10251,2610
1736187681.8508165,108.26,2610,10251,2610
1736187681.853849,108.26,2610,10251,2610
1736187681.8569255,108.26,2610,10251,2610
1736187681.8605335,108.26,2610,10251,2610
1736187681.8643079,108.26,2745,10251,2745
1736187681.870395,108.26,2745,10251,2745
1736187681.8734436,108.26,2745,10251,2745
1736187681.8764758,108.26,2745,10251,2745
1736187681.8802009,108.26,2745,10251,2745
1736187681.883968,108.26,2760,10251,2760
1736187681.8898077,108.26,2760,10251,2760
1736187681.8928907,108.26,2760,10251,2760
1736187681.896002,114.457,2760,10251,2745
1736187681.9987526,114.457,2745,10251,2745
1736187682.0024934,114.457,2745,10251,2745
1736187682.0087514,114.457,2745,10251,2745
1736187682.0117514,114.457,2745,10251,2745
1736187682.0147622,114.457,1833,10251,1833
1736187682.0177498,114.457,2745,10251,2745
1736187682.021646,114.457,2745,10251,2745
1736187682.026881,114.457,2745,10251,2745
1736187682.0300038,114.457,2745,10251,2745
1736187682.033236,114.457,2745,10251,2745
1736187682.036523,120.273,2745,10251,2745
1736187682.0407515,120.273,2745,10251,2745
1736187682.0446005,120.273,2610,10251,2610
1736187682.04992,120.273,2610,10251,2610
1736187682.05299,120.273,2610,10251,2610
1736187682.0560763,120.273,2610,10251,2610
1736187682.0594707,120.273,2610,10251,2610
1736187682.109105,120.273,2760,10251,2760
1736187682.1121788,120.273,2760,10251,2760
1736187682.1152694,120.273,2760,10251,1843
1736187682.1182923,120.273,2760,10251,2760
1736187682.12236,120.273,2745,10251,2745
1736187682.1290815,120.273,2745,10251,2745
1736187682.132148,120.273,2745,10251,2745
1736187682.1351895,124.34,2745,10251,2745
1736187682.138272,124.34,2745,10251,2745
1736187682.1420822,124.34,2745,10251,2745
1736187682.1456745,124.34,2625,10251,2625
1736187682.1506257,124.34,2625,10251,2625
1736187682.1536539,124.34,2625,10251,2625
1736187682.1574907,124.34,2625,10251,2625
1736187682.1614847,124.34,2625,10251,2625
1736187682.1652474,124.34,2745,10251,2745
1736187682.1701605,124.34,2745,10251,2745
1736187682.173168,124.34,2745,10251,2745
1736187682.1762497,124.34,2745,10251,2745
1736187682.1796281,124.34,2745,10251,2745
1736187682.1835675,124.34,2760,10251,2760
1736187682.1894267,124.34,2760,10251,2760
1736187682.1924574,124.34,2760,10251,2760
1736187682.1954982,124.34,2760,10251,2760
1736187682.1985343,124.34,2760,10251,2760
1736187682.2022777,124.34,2760,10251,2760
1736187682.208676,124.34,2760,10251,2760
1736187682.2117229,124.34,2760,10251,2760
1736187682.214754,124.34,1843,10251,1843
1736187682.2177813,124.34,2760,10251,2760
1736187682.2217205,124.34,2760,10251,2745
1736187682.2287755,124.34,2745,10251,2745
1736187682.2317898,124.34,2745,10251,2745
1736187682.2348194,195.392,2745,10251,2745
1736187682.2378664,195.392,2745,10251,2625
1736187682.2506626,195.392,2625,10251,2625
1736187682.2538345,195.392,2625,10251,2625
1736187682.2569485,195.392,2625,10251,2625
1736187682.2608674,195.392,2625,10251,2625
1736187682.264805,195.392,2745,10251,2745
1736187682.2699172,195.392,2745,10251,2745
1736187682.273049,195.392,2745,10251,2745
1736187682.276063,195.392,2745,10251,2745
1736187682.2796893,195.392,2745,10251,2745
1736187682.2834203,195.392,2760,10251,2760
1736187682.2892978,195.392,2760,10251,2760
1736187682.292291,195.392,2760,10251,2760
1736187682.2952933,195.392,2760,10251,2760
1736187682.2982938,195.392,2760,10251,2760
1736187682.3021212,195.392,2760,10251,2760
1736187682.308286,195.392,2760,10251,2760
1736187682.311297,195.392,2760,10251,2760
1736187682.3142998,195.392,2760,10251,1843
1736187682.317315,195.392,2760,10251,2760
1736187682.321352,195.392,2760,10251,2760
1736187682.3251379,195.392,2745,10251,2745
1736187682.3301473,195.392,2745,10251,2745
1736187682.3333015,195.392,2745,10251,2745
1736187682.336622,208.742,2745,10251,2745
1736187682.3411305,208.742,2745,10251,2610
1736187682.3496194,208.742,2610,10251,2610
1736187682.3526947,208.742,2610,10251,2610
1736187682.3557866,208.742,2610,10251,2610
1736187682.3589766,208.742,2610,10251,2610
1736187682.3629656,208.742,2745,10251,2745
1736187682.368968,208.742,2745,10251,2745
1736187682.3720443,208.742,2745,10251,1833
1736187682.375129,208.742,2745,10251,2745
1736187682.378164,208.742,2745,10251,2745
1736187682.3819368,208.742,2775,10251,2775
1736187682.388595,208.742,2775,10251,2775
1736187682.3915997,208.742,2775,10251,2775
1736187682.3946238,208.742,2775,10251,2775
1736187682.397671,208.742,2775,10251,2775
1736187682.401649,208.742,2775,10251,2760
1736187682.4086535,208.742,2760,10251,2760
1736187682.411732,208.742,2760,10251,2760
1736187682.4148707,208.742,1843,10251,1843
1736187682.4179745,208.742,2760,10251,2760
1736187682.4218302,208.742,2760,10251,2745
1736187682.4287012,208.742,2745,10251,2745
1736187682.4317362,208.742,2745,10251,2745
1736187682.4347622,212.576,2745,10251,2745
1736187682.437854,212.576,2745,10251,2745
1736187682.4419498,212.576,2745,10251,2625
1736187682.4492986,212.576,2625,10251,2625
1736187682.4523976,212.576,2625,10251,2625
1736187682.4554715,212.576,2625,10251,2625
1736187682.4585843,212.576,2625,10251,2625
1736187682.462595,212.576,2745,10251,2745
1736187682.4689248,212.576,2745,10251,2745
1736187682.4720228,212.576,2745,10251,2745
1736187682.4750953,212.576,2745,10251,2745
1736187682.4781787,212.576,2745,10251,2745
1736187682.4823873,212.576,2760,10251,2760
1736187682.489459,212.576,2760,10251,2760
1736187682.492484,212.576,2760,10251,2760
1736187682.4955223,212.576,2760,10251,2760
1736187682.4986148,212.576,2760,10251,2760
1736187682.5024886,212.576,2760,10251,2760
1736187682.5084586,212.576,2760,10251,2760
1736187682.5115228,212.576,2760,10251,2760
1736187682.5145905,212.576,2760,10251,1843
1736187682.5176246,212.576,2760,10251,2760
1736187682.5216503,212.576,2760,10251,2760
1736187682.5271635,212.576,2745,10251,2745
1736187682.5303595,212.576,2745,10251,2745
1736187682.533509,212.576,2745,10251,2745
