0,1,2,3,4
"{'Conv2d_0': (1734699996.2018855, 1734699996.3964467), 'ReLU_1': (1734699996.396482, 1734699996.4120781), 'MaxPool2d_2': (1734699996.4120998, 1734699996.41328), 'Conv2d_3': (1734699996.4132886, 1734699996.4288363), 'ReLU_4': (1734699996.4288442, 1734699996.429328), 'MaxPool2d_5': (1734699996.4293337, 1734699996.4295769), 'Conv2d_6': (1734699996.4295812, 1734699996.439026), 'ReLU_7': (1734699996.4390326, 1734699996.439172), 'Conv2d_8': (1734699996.4391785, 1734699996.4446328), 'ReLU_9': (1734699996.4446394, 1734699996.4447465), 'Conv2d_10': (1734699996.44475, 1734699996.4478805), 'ReLU_11': (1734699996.4478874, 1734699996.4479969), 'MaxPool2d_12': (1734699996.4480002, 1734699996.4481022), 'AdaptiveAvgPool2d_13': (1734699996.4481223, 1734699996.4492164), 'Flatten_14': (1734699996.4492342, 1734699996.449374), 'Linear_15': (1734699996.4493809, 1734699996.4600282), 'ReLU_16': (1734699996.4600353, 1734699996.46012), 'Dropout_17': (1734699996.4601293, 1734699996.468302), 'Linear_18': (1734699996.4683092, 1734699996.4687614), 'ReLU_19': (1734699996.4687662, 1734699996.4688373), 'Dropout_20': (1734699996.4688413, 1734699996.4689183), 'Linear_21': (1734699996.4689221, 1734699996.4754362)}","{'Conv2d_0': (1734700020.7500927, 1734700020.7511992), 'ReLU_1': (1734700020.751219, 1734700020.751603), 'MaxPool2d_2': (1734700020.7516186, 1734700020.7519884), 'Conv2d_3': (1734700020.7519922, 1734700020.7547798), 'ReLU_4': (1734700020.754785, 1734700020.7550387), 'MaxPool2d_5': (1734700020.7550426, 1734700020.7552724), 'Conv2d_6': (1734700020.7552757, 1734700020.7565417), 'ReLU_7': (1734700020.7565465, 1734700020.7566786), 'Conv2d_8': (1734700020.756688, 1734700020.7583761), 'ReLU_9': (1734700020.758382, 1734700020.7584848), 'Conv2d_10': (1734700020.7584884, 1734700020.7594962), 'ReLU_11': (1734700020.7595005, 1734700020.7595985), 'MaxPool2d_12': (1734700020.7596016, 1734700020.7596984), 'AdaptiveAvgPool2d_13': (1734700020.7597184, 1734700020.7599754), 'Flatten_14': (1734700020.7599885, 1734700020.7600436), 'Linear_15': (1734700020.7600539, 1734700020.7607675), 'ReLU_16': (1734700020.7607718, 1734700020.7608373), 'Dropout_17': (1734700020.760847, 1734700020.7609968), 'Linear_18': (1734700020.761, 1734700020.7613525), 'ReLU_19': (1734700020.761356, 1734700020.761415), 'Dropout_20': (1734700020.7614186, 1734700020.7614822), 'Linear_21': (1734700020.7614853, 1734700020.761592)}","{'Conv2d_0': (1734700045.2647142, 1734700045.2679615), 'ReLU_1': (1734700045.2680123, 1734700045.268429), 'MaxPool2d_2': (1734700045.2684536, 1734700045.2688653), 'Conv2d_3': (1734700045.2688727, 1734700045.27176), 'ReLU_4': (1734700045.2717674, 1734700045.272028), 'MaxPool2d_5': (1734700045.2720366, 1734700045.2722704), 'Conv2d_6': (1734700045.2722788, 1734700045.2736304), 'ReLU_7': (1734700045.2736366, 1734700045.2737777), 'Conv2d_8': (1734700045.273786, 1734700045.2755075), 'ReLU_9': (1734700045.2755136, 1734700045.275621), 'Conv2d_10': (1734700045.2756255, 1734700045.2766664), 'ReLU_11': (1734700045.276673, 1734700045.276786), 'MaxPool2d_12': (1734700045.2767906, 1734700045.2769153), 'AdaptiveAvgPool2d_13': (1734700045.2769377, 1734700045.277267), 'Flatten_14': (1734700045.2772875, 1734700045.2773705), 'Linear_15': (1734700045.2773786, 1734700045.278138), 'ReLU_16': (1734700045.2781427, 1734700045.2782335), 'Dropout_17': (1734700045.2782502, 1734700045.2784646), 'Linear_18': (1734700045.2784696, 1734700045.278852), 'ReLU_19': (1734700045.2788572, 1734700045.27894), 'Dropout_20': (1734700045.2789445, 1734700045.2790532), 'Linear_21': (1734700045.279058, 1734700045.2792008)}","{'Conv2d_0': (1734700069.7618392, 1734700069.7630994), 'ReLU_1': (1734700069.7631204, 1734700069.7635436), 'MaxPool2d_2': (1734700069.763571, 1734700069.7639987), 'Conv2d_3': (1734700069.764005, 1734700069.7668958), 'ReLU_4': (1734700069.7669046, 1734700069.7671893), 'MaxPool2d_5': (1734700069.7671964, 1734700069.7674456), 'Conv2d_6': (1734700069.7674518, 1734700069.7687798), 'ReLU_7': (1734700069.7687879, 1734700069.7689412), 'Conv2d_8': (1734700069.768955, 1734700069.7707493), 'ReLU_9': (1734700069.7707572, 1734700069.7708833), 'Conv2d_10': (1734700069.770891, 1734700069.7719574), 'ReLU_11': (1734700069.7719665, 1734700069.7720933), 'MaxPool2d_12': (1734700069.7720978, 1734700069.7722282), 'AdaptiveAvgPool2d_13': (1734700069.7722504, 1734700069.7725673), 'Flatten_14': (1734700069.7725863, 1734700069.7726755), 'Linear_15': (1734700069.772687, 1734700069.7734802), 'ReLU_16': (1734700069.773488, 1734700069.7736049), 'Dropout_17': (1734700069.7736182, 1734700069.7738383), 'Linear_18': (1734700069.7738442, 1734700069.7742357), 'ReLU_19': (1734700069.7742417, 1734700069.774341), 'Dropout_20': (1734700069.7743487, 1734700069.774447), 'Linear_21': (1734700069.774452, 1734700069.7746253)}","{'Conv2d_0': (1734700094.2957249, 1734700094.2969503), 'ReLU_1': (1734700094.2969694, 1734700094.2973998), 'MaxPool2d_2': (1734700094.2974207, 1734700094.2978323), 'Conv2d_3': (1734700094.297837, 1734700094.3007028), 'ReLU_4': (1734700094.30071, 1734700094.3009856), 'MaxPool2d_5': (1734700094.3009927, 1734700094.301261), 'Conv2d_6': (1734700094.3012662, 1734700094.3025887), 'ReLU_7': (1734700094.3025951, 1734700094.3027337), 'Conv2d_8': (1734700094.3027456, 1734700094.3045053), 'ReLU_9': (1734700094.3045123, 1734700094.3046262), 'Conv2d_10': (1734700094.3046339, 1734700094.3056905), 'ReLU_11': (1734700094.3056977, 1734700094.3058245), 'MaxPool2d_12': (1734700094.3058321, 1734700094.3059683), 'AdaptiveAvgPool2d_13': (1734700094.3059921, 1734700094.3063252), 'Flatten_14': (1734700094.3063438, 1734700094.3064325), 'Linear_15': (1734700094.3064415, 1734700094.307226), 'ReLU_16': (1734700094.307234, 1734700094.3073742), 'Dropout_17': (1734700094.3073876, 1734700094.307601), 'Linear_18': (1734700094.307609, 1734700094.307985), 'ReLU_19': (1734700094.3079906, 1734700094.3080833), 'Dropout_20': (1734700094.3080907, 1734700094.3081915), 'Linear_21': (1734700094.3081965, 1734700094.308367)}"
"{'Conv2d_0': (1734699996.6265795, 1734699996.627507), 'ReLU_1': (1734699996.627513, 1734699996.6278474), 'MaxPool2d_2': (1734699996.6278512, 1734699996.62815), 'Conv2d_3': (1734699996.6281536, 1734699996.6311877), 'ReLU_4': (1734699996.6311927, 1734699996.6314347), 'MaxPool2d_5': (1734699996.6314378, 1734699996.6316514), 'Conv2d_6': (1734699996.6316545, 1734699996.6330101), 'ReLU_7': (1734699996.6330142, 1734699996.6331396), 'Conv2d_8': (1734699996.6331427, 1734699996.6349814), 'ReLU_9': (1734699996.6349852, 1734699996.635079), 'Conv2d_10': (1734699996.635082, 1734699996.6361632), 'ReLU_11': (1734699996.6361682, 1734699996.636259), 'MaxPool2d_12': (1734699996.6362665, 1734699996.636363), 'AdaptiveAvgPool2d_13': (1734699996.6363661, 1734699996.636587), 'Flatten_14': (1734699996.6365914, 1734699996.6366293), 'Linear_15': (1734699996.6366327, 1734699996.6373203), 'ReLU_16': (1734699996.637324, 1734699996.6373801), 'Dropout_17': (1734699996.6373835, 1734699996.6374745), 'Linear_18': (1734699996.6374776, 1734699996.6378129), 'ReLU_19': (1734699996.637816, 1734699996.6378636), 'Dropout_20': (1734699996.6378665, 1734699996.637925), 'Linear_21': (1734699996.6379282, 1734699996.6380084)}","{'Conv2d_0': (1734700020.7955542, 1734700020.7964442), 'ReLU_1': (1734700020.7964506, 1734700020.7967796), 'MaxPool2d_2': (1734700020.7967837, 1734700020.7970793), 'Conv2d_3': (1734700020.7970827, 1734700020.7998068), 'ReLU_4': (1734700020.799811, 1734700020.8000503), 'MaxPool2d_5': (1734700020.8000536, 1734700020.8002627), 'Conv2d_6': (1734700020.800266, 1734700020.8014956), 'ReLU_7': (1734700020.8014994, 1734700020.8016255), 'Conv2d_8': (1734700020.8016284, 1734700020.803286), 'ReLU_9': (1734700020.80329, 1734700020.8033817), 'Conv2d_10': (1734700020.803385, 1734700020.8043678), 'ReLU_11': (1734700020.8043747, 1734700020.804485), 'MaxPool2d_12': (1734700020.804491, 1734700020.8045995), 'AdaptiveAvgPool2d_13': (1734700020.8046048, 1734700020.8048317), 'Flatten_14': (1734700020.804836, 1734700020.8048823), 'Linear_15': (1734700020.8048859, 1734700020.8055482), 'ReLU_16': (1734700020.8055527, 1734700020.805628), 'Dropout_17': (1734700020.8056324, 1734700020.8057525), 'Linear_18': (1734700020.8057601, 1734700020.806075), 'ReLU_19': (1734700020.8060787, 1734700020.8061643), 'Dropout_20': (1734700020.8061686, 1734700020.806248), 'Linear_21': (1734700020.8062515, 1734700020.8063595)}","{'Conv2d_0': (1734700045.3183002, 1734700045.3192089), 'ReLU_1': (1734700045.319216, 1734700045.3195493), 'MaxPool2d_2': (1734700045.3195543, 1734700045.3198512), 'Conv2d_3': (1734700045.3198547, 1734700045.3225994), 'ReLU_4': (1734700045.3226037, 1734700045.3228514), 'MaxPool2d_5': (1734700045.3228552, 1734700045.32307), 'Conv2d_6': (1734700045.3230736, 1734700045.3243182), 'ReLU_7': (1734700045.3243232, 1734700045.3244503), 'Conv2d_8': (1734700045.3244576, 1734700045.3261251), 'ReLU_9': (1734700045.3261292, 1734700045.3262236), 'Conv2d_10': (1734700045.3262267, 1734700045.3272157), 'ReLU_11': (1734700045.3272202, 1734700045.3273177), 'MaxPool2d_12': (1734700045.3273208, 1734700045.3274152), 'AdaptiveAvgPool2d_13': (1734700045.3274186, 1734700045.3276374), 'Flatten_14': (1734700045.327642, 1734700045.32768), 'Linear_15': (1734700045.3276896, 1734700045.328338), 'ReLU_16': (1734700045.3283412, 1734700045.3283954), 'Dropout_17': (1734700045.3283982, 1734700045.32849), 'Linear_18': (1734700045.3284934, 1734700045.3287969), 'ReLU_19': (1734700045.3288004, 1734700045.3288505), 'Dropout_20': (1734700045.3288536, 1734700045.3289125), 'Linear_21': (1734700045.3289154, 1734700045.3289945)}","{'Conv2d_0': (1734700069.8158548, 1734700069.8167639), 'ReLU_1': (1734700069.816772, 1734700069.8171291), 'MaxPool2d_2': (1734700069.817137, 1734700069.817459), 'Conv2d_3': (1734700069.817464, 1734700069.8202329), 'ReLU_4': (1734700069.8202422, 1734700069.820512), 'MaxPool2d_5': (1734700069.820517, 1734700069.8207424), 'Conv2d_6': (1734700069.8207476, 1734700069.8220298), 'ReLU_7': (1734700069.8220427, 1734700069.8221955), 'Conv2d_8': (1734700069.822201, 1734700069.8239026), 'ReLU_9': (1734700069.8239105, 1734700069.824029), 'Conv2d_10': (1734700069.8240335, 1734700069.8250673), 'ReLU_11': (1734700069.825077, 1734700069.8252044), 'MaxPool2d_12': (1734700069.825211, 1734700069.8253322), 'AdaptiveAvgPool2d_13': (1734700069.8253376, 1734700069.8255627), 'Flatten_14': (1734700069.825568, 1734700069.8256173), 'Linear_15': (1734700069.8256216, 1734700069.8262954), 'ReLU_16': (1734700069.8263032, 1734700069.8264017), 'Dropout_17': (1734700069.8264067, 1734700069.8265278), 'Linear_18': (1734700069.8265321, 1734700069.8268652), 'ReLU_19': (1734700069.8268735, 1734700069.826983), 'Dropout_20': (1734700069.8269885, 1734700069.8270805), 'Linear_21': (1734700069.8270848, 1734700069.8272007)}","{'Conv2d_0': (1734700094.3482535, 1734700094.3491826), 'ReLU_1': (1734700094.3491902, 1734700094.3495328), 'MaxPool2d_2': (1734700094.3495376, 1734700094.3498404), 'Conv2d_3': (1734700094.3498447, 1734700094.352601), 'ReLU_4': (1734700094.3526068, 1734700094.3528514), 'MaxPool2d_5': (1734700094.352855, 1734700094.3530712), 'Conv2d_6': (1734700094.3530755, 1734700094.3543265), 'ReLU_7': (1734700094.3543313, 1734700094.3544576), 'Conv2d_8': (1734700094.354461, 1734700094.356129), 'ReLU_9': (1734700094.3561337, 1734700094.356227), 'Conv2d_10': (1734700094.3562303, 1734700094.3572261), 'ReLU_11': (1734700094.3572314, 1734700094.3573263), 'MaxPool2d_12': (1734700094.3573296, 1734700094.3574283), 'AdaptiveAvgPool2d_13': (1734700094.3574317, 1734700094.3576477), 'Flatten_14': (1734700094.3576527, 1734700094.3576941), 'Linear_15': (1734700094.3576977, 1734700094.3583436), 'ReLU_16': (1734700094.358348, 1734700094.358404), 'Dropout_17': (1734700094.3584073, 1734700094.3584988), 'Linear_18': (1734700094.3585021, 1734700094.3588119), 'ReLU_19': (1734700094.3588176, 1734700094.3588698), 'Dropout_20': (1734700094.358878, 1734700094.358941), 'Linear_21': (1734700094.3589473, 1734700094.359025)}"
"{'Conv2d_0': (1734699996.6747394, 1734699996.675646), 'ReLU_1': (1734699996.6756513, 1734699996.67598), 'MaxPool2d_2': (1734699996.6759837, 1734699996.6762736), 'Conv2d_3': (1734699996.676277, 1734699996.6793065), 'ReLU_4': (1734699996.6793108, 1734699996.6795533), 'MaxPool2d_5': (1734699996.6795564, 1734699996.6797712), 'Conv2d_6': (1734699996.6797748, 1734699996.681127), 'ReLU_7': (1734699996.6811416, 1734699996.6812692), 'Conv2d_8': (1734699996.6812725, 1734699996.6831105), 'ReLU_9': (1734699996.6831145, 1734699996.6832063), 'Conv2d_10': (1734699996.6832097, 1734699996.68429), 'ReLU_11': (1734699996.6842947, 1734699996.6843858), 'MaxPool2d_12': (1734699996.6843886, 1734699996.684483), 'AdaptiveAvgPool2d_13': (1734699996.6844862, 1734699996.6847034), 'Flatten_14': (1734699996.6847074, 1734699996.684742), 'Linear_15': (1734699996.6847446, 1734699996.6854048), 'ReLU_16': (1734699996.685408, 1734699996.6854613), 'Dropout_17': (1734699996.6854641, 1734699996.6855447), 'Linear_18': (1734699996.6855476, 1734699996.6858768), 'ReLU_19': (1734699996.68588, 1734699996.685929), 'Dropout_20': (1734699996.685932, 1734699996.6859899), 'Linear_21': (1734699996.685993, 1734699996.686067)}","{'Conv2d_0': (1734700020.8426433, 1734700020.8435454), 'ReLU_1': (1734700020.8435514, 1734700020.8438826), 'MaxPool2d_2': (1734700020.8438864, 1734700020.844182), 'Conv2d_3': (1734700020.8441858, 1734700020.846913), 'ReLU_4': (1734700020.8469176, 1734700020.8471603), 'MaxPool2d_5': (1734700020.8471642, 1734700020.84738), 'Conv2d_6': (1734700020.8473837, 1734700020.8486216), 'ReLU_7': (1734700020.8486257, 1734700020.848753), 'Conv2d_8': (1734700020.8487563, 1734700020.850411), 'ReLU_9': (1734700020.850415, 1734700020.85051), 'Conv2d_10': (1734700020.8505132, 1734700020.8514946), 'ReLU_11': (1734700020.8514988, 1734700020.8515906), 'MaxPool2d_12': (1734700020.8515935, 1734700020.851687), 'AdaptiveAvgPool2d_13': (1734700020.8516903, 1734700020.8519037), 'Flatten_14': (1734700020.8519077, 1734700020.8519454), 'Linear_15': (1734700020.8519485, 1734700020.8525918), 'ReLU_16': (1734700020.852596, 1734700020.8526523), 'Dropout_17': (1734700020.8526642, 1734700020.8527582), 'Linear_18': (1734700020.8527615, 1734700020.853075), 'ReLU_19': (1734700020.8530786, 1734700020.8531327), 'Dropout_20': (1734700020.8531358, 1734700020.8531961), 'Linear_21': (1734700020.8531988, 1734700020.8532772)}","{'Conv2d_0': (1734700045.3637547, 1734700045.3646266), 'ReLU_1': (1734700045.3646326, 1734700045.364957), 'MaxPool2d_2': (1734700045.3649604, 1734700045.3652515), 'Conv2d_3': (1734700045.3652546, 1734700045.3679926), 'ReLU_4': (1734700045.3679965, 1734700045.3682346), 'MaxPool2d_5': (1734700045.368238, 1734700045.368446), 'Conv2d_6': (1734700045.3684494, 1734700045.3696852), 'ReLU_7': (1734700045.3696892, 1734700045.3698158), 'Conv2d_8': (1734700045.369819, 1734700045.3714802), 'ReLU_9': (1734700045.371485, 1734700045.3715763), 'Conv2d_10': (1734700045.3715794, 1734700045.372562), 'ReLU_11': (1734700045.3725662, 1734700045.3726578), 'MaxPool2d_12': (1734700045.3726602, 1734700045.3727524), 'AdaptiveAvgPool2d_13': (1734700045.3727555, 1734700045.3729634), 'Flatten_14': (1734700045.3729675, 1734700045.3730025), 'Linear_15': (1734700045.3730059, 1734700045.3736546), 'ReLU_16': (1734700045.373658, 1734700045.3737144), 'Dropout_17': (1734700045.373718, 1734700045.373803), 'Linear_18': (1734700045.3738062, 1734700045.3741064), 'ReLU_19': (1734700045.3741097, 1734700045.3741589), 'Dropout_20': (1734700045.3741617, 1734700045.3742185), 'Linear_21': (1734700045.3742213, 1734700045.3742957)}","{'Conv2d_0': (1734700069.8654187, 1734700069.8663368), 'ReLU_1': (1734700069.8663456, 1734700069.866698), 'MaxPool2d_2': (1734700069.866704, 1734700069.8670073), 'Conv2d_3': (1734700069.8670125, 1734700069.8698041), 'ReLU_4': (1734700069.869812, 1734700069.8700778), 'MaxPool2d_5': (1734700069.8700824, 1734700069.8703086), 'Conv2d_6': (1734700069.8703153, 1734700069.8716156), 'ReLU_7': (1734700069.8716226, 1734700069.8717732), 'Conv2d_8': (1734700069.8717778, 1734700069.8734758), 'ReLU_9': (1734700069.8734832, 1734700069.873606), 'Conv2d_10': (1734700069.8736115, 1734700069.8746555), 'ReLU_11': (1734700069.8746638, 1734700069.8748102), 'MaxPool2d_12': (1734700069.874816, 1734700069.8749428), 'AdaptiveAvgPool2d_13': (1734700069.8749483, 1734700069.875181), 'Flatten_14': (1734700069.8751867, 1734700069.8752346), 'Linear_15': (1734700069.8752382, 1734700069.8759084), 'ReLU_16': (1734700069.87592, 1734700069.8760219), 'Dropout_17': (1734700069.8760262, 1734700069.8761387), 'Linear_18': (1734700069.8761432, 1734700069.8764722), 'ReLU_19': (1734700069.8764777, 1734700069.8765697), 'Dropout_20': (1734700069.8765757, 1734700069.876679), 'Linear_21': (1734700069.8766835, 1734700069.8768098)}","{'Conv2d_0': (1734700094.3931394, 1734700094.3940234), 'ReLU_1': (1734700094.3940296, 1734700094.3943553), 'MaxPool2d_2': (1734700094.3943594, 1734700094.3946512), 'Conv2d_3': (1734700094.3946545, 1734700094.397399), 'ReLU_4': (1734700094.3974042, 1734700094.3976443), 'MaxPool2d_5': (1734700094.3976476, 1734700094.3978605), 'Conv2d_6': (1734700094.3978643, 1734700094.3991065), 'ReLU_7': (1734700094.3991108, 1734700094.3992362), 'Conv2d_8': (1734700094.399239, 1734700094.4009032), 'ReLU_9': (1734700094.4009075, 1734700094.4009993), 'Conv2d_10': (1734700094.401007, 1734700094.402008), 'ReLU_11': (1734700094.4020128, 1734700094.4021099), 'MaxPool2d_12': (1734700094.4021132, 1734700094.4022098), 'AdaptiveAvgPool2d_13': (1734700094.4022138, 1734700094.4024258), 'Flatten_14': (1734700094.4024303, 1734700094.4024687), 'Linear_15': (1734700094.402472, 1734700094.403115), 'ReLU_16': (1734700094.4031188, 1734700094.4031713), 'Dropout_17': (1734700094.4031746, 1734700094.4032598), 'Linear_18': (1734700094.4032626, 1734700094.4035678), 'ReLU_19': (1734700094.4035714, 1734700094.4036195), 'Dropout_20': (1734700094.4036224, 1734700094.40368), 'Linear_21': (1734700094.4036827, 1734700094.4037561)}"
"{'Conv2d_0': (1734699996.7202992, 1734699996.7211943), 'ReLU_1': (1734699996.7211995, 1734699996.7215245), 'MaxPool2d_2': (1734699996.7215276, 1734699996.7218153), 'Conv2d_3': (1734699996.7218182, 1734699996.7248437), 'ReLU_4': (1734699996.7248487, 1734699996.7250874), 'MaxPool2d_5': (1734699996.7250905, 1734699996.725303), 'Conv2d_6': (1734699996.7253065, 1734699996.7266543), 'ReLU_7': (1734699996.7266576, 1734699996.7267814), 'Conv2d_8': (1734699996.726784, 1734699996.7286193), 'ReLU_9': (1734699996.7286234, 1734699996.7287145), 'Conv2d_10': (1734699996.7287178, 1734699996.7297976), 'ReLU_11': (1734699996.7298026, 1734699996.7298949), 'MaxPool2d_12': (1734699996.729898, 1734699996.7299943), 'AdaptiveAvgPool2d_13': (1734699996.7299976, 1734699996.7302125), 'Flatten_14': (1734699996.730215, 1734699996.7302506), 'Linear_15': (1734699996.730254, 1734699996.730911), 'ReLU_16': (1734699996.7309144, 1734699996.730967), 'Dropout_17': (1734699996.7309701, 1734699996.7310488), 'Linear_18': (1734699996.7310514, 1734699996.7313735), 'ReLU_19': (1734699996.7313766, 1734699996.731424), 'Dropout_20': (1734699996.7314267, 1734699996.7314847), 'Linear_21': (1734699996.7314913, 1734699996.7315667)}","{'Conv2d_0': (1734700020.8856192, 1734700020.8864894), 'ReLU_1': (1734700020.8864949, 1734700020.8868196), 'MaxPool2d_2': (1734700020.8868227, 1734700020.8871095), 'Conv2d_3': (1734700020.8871124, 1734700020.8898292), 'ReLU_4': (1734700020.8898342, 1734700020.8900943), 'MaxPool2d_5': (1734700020.8900976, 1734700020.8903117), 'Conv2d_6': (1734700020.8903153, 1734700020.891554), 'ReLU_7': (1734700020.891558, 1734700020.891683), 'Conv2d_8': (1734700020.891686, 1734700020.893339), 'ReLU_9': (1734700020.8933432, 1734700020.8934355), 'Conv2d_10': (1734700020.8934388, 1734700020.894416), 'ReLU_11': (1734700020.8944204, 1734700020.8945117), 'MaxPool2d_12': (1734700020.8945148, 1734700020.8946068), 'AdaptiveAvgPool2d_13': (1734700020.8946104, 1734700020.8948164), 'Flatten_14': (1734700020.8948197, 1734700020.8948545), 'Linear_15': (1734700020.8948576, 1734700020.8954794), 'ReLU_16': (1734700020.8954825, 1734700020.895533), 'Dropout_17': (1734700020.8955362, 1734700020.8956168), 'Linear_18': (1734700020.8956199, 1734700020.895916), 'ReLU_19': (1734700020.8959193, 1734700020.895965), 'Dropout_20': (1734700020.8959682, 1734700020.8960235), 'Linear_21': (1734700020.8960264, 1734700020.8960986)}","{'Conv2d_0': (1734700045.407067, 1734700045.4079351), 'ReLU_1': (1734700045.4079404, 1734700045.408265), 'MaxPool2d_2': (1734700045.4082687, 1734700045.4085555), 'Conv2d_3': (1734700045.4085584, 1734700045.4112904), 'ReLU_4': (1734700045.4112947, 1734700045.411533), 'MaxPool2d_5': (1734700045.411536, 1734700045.4117506), 'Conv2d_6': (1734700045.4117541, 1734700045.4129906), 'ReLU_7': (1734700045.4129946, 1734700045.41312), 'Conv2d_8': (1734700045.4131231, 1734700045.4147856), 'ReLU_9': (1734700045.41479, 1734700045.4149008), 'Conv2d_10': (1734700045.4149046, 1734700045.4158976), 'ReLU_11': (1734700045.415902, 1734700045.415995), 'MaxPool2d_12': (1734700045.4159977, 1734700045.416091), 'AdaptiveAvgPool2d_13': (1734700045.416094, 1734700045.4163039), 'Flatten_14': (1734700045.4163074, 1734700045.4163435), 'Linear_15': (1734700045.4163468, 1734700045.4169774), 'ReLU_16': (1734700045.4169807, 1734700045.4170308), 'Dropout_17': (1734700045.4170341, 1734700045.417133), 'Linear_18': (1734700045.4171364, 1734700045.4174366), 'ReLU_19': (1734700045.41744, 1734700045.4174879), 'Dropout_20': (1734700045.417491, 1734700045.417548), 'Linear_21': (1734700045.4175596, 1734700045.4176366)}","{'Conv2d_0': (1734700069.915141, 1734700069.9162972), 'ReLU_1': (1734700069.9163065, 1734700069.9166687), 'MaxPool2d_2': (1734700069.9166746, 1734700069.91699), 'Conv2d_3': (1734700069.916995, 1734700069.919813), 'ReLU_4': (1734700069.9198205, 1734700069.9200912), 'MaxPool2d_5': (1734700069.9200957, 1734700069.920328), 'Conv2d_6': (1734700069.9203348, 1734700069.9216466), 'ReLU_7': (1734700069.9216535, 1734700069.9218044), 'Conv2d_8': (1734700069.921809, 1734700069.9235203), 'ReLU_9': (1734700069.9235275, 1734700069.9236605), 'Conv2d_10': (1734700069.9236662, 1734700069.9247258), 'ReLU_11': (1734700069.9247384, 1734700069.9248586), 'MaxPool2d_12': (1734700069.9248626, 1734700069.924973), 'AdaptiveAvgPool2d_13': (1734700069.924978, 1734700069.9252), 'Flatten_14': (1734700069.925204, 1734700069.9252532), 'Linear_15': (1734700069.9252574, 1734700069.9259577), 'ReLU_16': (1734700069.9259644, 1734700069.926055), 'Dropout_17': (1734700069.9260592, 1734700069.9261885), 'Linear_18': (1734700069.9261937, 1734700069.926545), 'ReLU_19': (1734700069.926552, 1734700069.9266407), 'Dropout_20': (1734700069.926645, 1734700069.926731), 'Linear_21': (1734700069.926735, 1734700069.9268513)}","{'Conv2d_0': (1734700094.4361415, 1734700094.4370105), 'ReLU_1': (1734700094.437016, 1734700094.4373405), 'MaxPool2d_2': (1734700094.4373438, 1734700094.4376307), 'Conv2d_3': (1734700094.4376338, 1734700094.4403677), 'ReLU_4': (1734700094.4403718, 1734700094.4406116), 'MaxPool2d_5': (1734700094.4406147, 1734700094.4408224), 'Conv2d_6': (1734700094.4408257, 1734700094.44207), 'ReLU_7': (1734700094.442074, 1734700094.4422019), 'Conv2d_8': (1734700094.4422054, 1734700094.4438753), 'ReLU_9': (1734700094.4438798, 1734700094.4439723), 'Conv2d_10': (1734700094.4439754, 1734700094.4449606), 'ReLU_11': (1734700094.4449651, 1734700094.4450662), 'MaxPool2d_12': (1734700094.4450693, 1734700094.4451632), 'AdaptiveAvgPool2d_13': (1734700094.445167, 1734700094.4453778), 'Flatten_14': (1734700094.4453812, 1734700094.445416), 'Linear_15': (1734700094.4454188, 1734700094.4460635), 'ReLU_16': (1734700094.446067, 1734700094.446118), 'Dropout_17': (1734700094.4461217, 1734700094.4462059), 'Linear_18': (1734700094.4462092, 1734700094.4465063), 'ReLU_19': (1734700094.4465096, 1734700094.446559), 'Dropout_20': (1734700094.4465623, 1734700094.4466214), 'Linear_21': (1734700094.4466243, 1734700094.4467056)}"
