timestamp,power_in_watts,step
1733917115.1345592,93.046,idle
1733917115.188657,92.898,idle
1733917115.192742,92.898,idle
1733917115.2381346,92.898,idle
1733917115.2406375,92.898,idle
1733917115.2855475,92.802,idle
1733917115.288969,92.802,idle
1733917115.3388193,92.802,idle
1733917115.341254,92.802,idle
1733917115.3483498,92.802,idle
1733917115.3506055,92.802,idle
1733917115.3531582,92.802,idle
1733917115.355347,92.802,idle
1733917115.3575125,92.802,idle
1733917115.359633,92.802,idle
1733917115.3617566,92.802,idle
1733917115.3638718,92.802,idle
1733917115.3659885,92.802,idle
1733917115.368111,92.802,idle
1733917115.370243,92.802,idle
1733917115.372367,92.802,idle
1733917115.3744874,92.802,idle
1733917115.376608,92.802,idle
1733917115.37873,92.802,idle
1733917115.3808703,92.802,idle
1733917115.3829913,92.792,idle
1733917115.3850758,92.792,idle
1733917115.3871942,92.792,idle
1733917115.3893116,92.792,idle
1733917115.39144,92.792,idle
1733917115.3935552,92.792,idle
1733917115.39567,92.792,idle
1733917115.3977852,92.792,idle
1733917115.399902,92.792,idle
1733917115.4020286,92.792,idle
1733917115.4041438,92.792,idle
1733917115.406258,92.792,idle
1733917115.408374,92.792,idle
1733917115.410499,92.792,idle
1733917115.4126148,92.792,idle
1733917115.4147313,92.792,idle
1733917115.416845,92.792,idle
1733917115.4189591,92.792,idle
1733917115.4210682,92.792,idle
1733917115.4231837,92.792,idle
1733917115.425296,92.792,idle
1733917115.4274075,92.792,idle
1733917115.4295208,92.792,idle
1733917115.4316442,92.792,idle
1733917115.4337614,92.792,idle
1733917115.4358778,92.792,idle
1733917115.4379902,92.792,idle
1733917115.4401126,92.792,idle
1733917115.4422374,92.792,idle
1733917115.444354,92.792,idle
1733917115.4464684,92.792,idle
1733917115.4485824,92.792,idle
1733917115.4507043,92.792,idle
1733917115.4528174,92.792,idle
1733917115.4549315,92.792,idle
1733917115.4570563,92.792,idle
1733917115.4591873,92.792,idle
1733917115.4613235,92.792,idle
1733917115.4634614,92.792,idle
1733917115.4655857,92.792,idle
1733917115.4676986,92.792,idle
1733917115.4698138,92.792,idle
1733917115.471939,92.792,idle
1733917115.4740548,92.792,idle
1733917115.4761677,92.792,idle
1733917115.4782822,92.792,idle
1733917115.480405,92.792,idle
1733917115.4825275,92.798,idle
1733917115.4846394,92.798,idle
1733917115.48675,92.798,idle
1733917115.4888668,92.798,idle
1733917115.49099,92.798,idle
1733917115.4930654,92.798,idle
1733917115.4951775,92.798,idle
1733917115.4972882,92.798,idle
1733917115.4994051,92.798,idle
1733917115.501527,92.798,idle
1733917115.5036416,92.798,idle
1733917115.5057516,92.798,idle
1733917115.5078642,92.798,idle
1733917115.509977,92.798,idle
1733917115.5121033,92.798,idle
1733917115.5142145,92.798,idle
1733917115.5163243,92.798,idle
1733917115.518434,92.798,idle
1733917115.5205462,92.798,idle
1733917115.5226955,92.798,idle
1733917115.525005,92.798,idle
1733917115.5272355,92.798,idle
1733917115.5294297,92.798,idle
1733917115.5316343,92.798,idle
1733917115.5338316,92.798,idle
1733917115.5360594,92.798,idle
1733917115.53825,92.798,idle
1733917115.5404332,92.798,idle
1733917115.5426302,92.798,idle
1733917115.5448492,92.798,idle
1733917115.5470383,92.798,idle
1733917115.549223,92.798,idle
1733917115.5514345,92.798,idle
1733917115.553763,92.798,idle
1733917115.555956,92.798,idle
1733917115.5581417,92.798,idle
1733917115.560338,92.798,idle
1733917115.5625677,92.798,idle
1733917115.5647633,92.798,idle
1733917115.5670033,92.798,idle
1733917115.5691872,92.798,idle
1733917115.571375,92.798,idle
1733917115.5737617,92.798,idle
1733917115.5760145,92.798,idle
1733917115.5781984,92.798,idle
1733917115.5803776,92.798,idle
1733917115.582554,92.801,idle
1733917115.5847342,92.801,idle
1733917115.5869124,92.801,idle
1733917115.589076,92.801,idle
1733917115.591254,92.801,idle
1733917115.593432,92.801,idle
1733917115.5956097,92.801,idle
1733917115.597792,92.801,idle
1733917115.59997,92.801,idle
1733917115.6021483,92.801,idle
1733917115.604328,92.801,idle
1733917115.606506,92.801,idle
