power.draw [W]
75.46 W
72.45 W
78.23 W
78.11 W
78.29 W
78.08 W
78.64 W
78.05 W
78.15 W
77.83 W
78.46 W
77.91 W
78.08 W
78.14 W
78.40 W
77.56 W
78.27 W
78.52 W
