timestamp,power_in_watts,graphic_clock,memory_clock,sm_clock,step
1736189698.2267308,49.763,2655,10251,2655,forward
1736189698.229751,49.763,2655,10251,2655,forward
1736189698.2327569,49.763,2655,10251,2655,forward
1736189698.23578,49.763,2655,10251,2655,forward
1736189698.2388685,49.763,2655,10251,2655,forward
1736189698.2428129,49.763,2655,10251,2655,forward
1736189698.2459538,49.763,2655,10251,2655,forward
1736189698.2489927,49.763,2655,10251,2655,forward
1736189698.252047,49.763,2655,10251,2655,forward
1736189698.2550905,49.763,2655,10251,2655,forward
1736189698.2581148,49.763,2655,10251,2655,forward
1736189698.26202,49.763,2655,10251,2655,backward
1736189698.2652593,49.763,2655,10251,2655,backward
1736189698.268262,49.763,2655,10251,2655,backward
1736189698.2712667,49.763,2655,10251,2655,backward
1736189698.2742617,49.763,2655,10251,2655,backward
1736189698.2772672,49.763,2655,10251,2655,backward
1736189698.2812538,49.763,2655,10251,2655,backward
1736189698.2851093,49.763,2655,10251,2655,backward
1736189698.2882168,49.763,2655,10251,2655,backward
1736189698.291299,49.763,2655,10251,2655,backward
1736189698.2943764,57.27,2655,10251,2655,backward
1736189698.2974837,57.27,2655,10251,2655,backward
1736189698.3063977,57.27,2655,10251,2655,backward
1736189698.3096015,57.27,2655,10251,2655,backward
1736189698.3126469,57.27,2655,10251,2655,backward
1736189698.3157468,57.27,2655,10251,2655,backward
1736189698.3189745,57.27,2655,10251,2655,backward
1736189698.326478,57.27,2655,10251,2655,to_device
1736189698.3295736,57.27,2655,10251,2655,forward
1736189698.3327663,57.27,2655,10251,2655,forward
1736189698.3358626,57.27,2655,10251,2655,forward
1736189698.3391042,57.27,2655,10251,2655,forward
1736189698.3432052,57.27,2655,10251,2655,forward
1736189698.3463528,57.27,2655,10251,2655,forward
1736189698.3494408,57.27,2655,10251,2655,forward
1736189698.3524933,57.27,2655,10251,2655,forward
1736189698.3555286,57.27,2655,10251,2655,forward
1736189698.3585553,57.27,2655,10251,2655,forward
1736189698.3623047,57.27,2655,10251,2655,backward
1736189698.3654337,57.27,2655,10251,2655,backward
1736189698.3684556,57.27,2655,10251,2655,backward
1736189698.3714948,57.27,2655,10251,2655,backward
1736189698.3745806,57.27,2655,10251,2655,backward
1736189698.3775988,57.27,2655,10251,2655,backward
1736189698.3814616,57.27,2655,10251,2655,backward
1736189698.3851554,57.27,2655,10251,2655,backward
1736189698.388269,57.27,2655,10251,2655,backward
1736189698.391312,57.27,2655,10251,2655,backward
1736189698.3944037,66.785,2655,10251,2655,backward
1736189698.3974924,66.785,2655,10251,2655,backward
1736189698.401538,66.785,2655,10251,2655,backward
1736189698.4573145,66.785,2655,10251,2655,forward
1736189698.4611137,66.785,2655,10251,2655,backward
1736189698.4648683,66.785,2655,10251,2655,backward
1736189698.4680643,66.785,2655,10251,2655,backward
1736189698.47112,66.785,2655,10251,2655,backward
1736189698.474162,66.785,2655,10251,2655,backward
1736189698.4772117,66.785,2655,10251,2655,backward
1736189698.4809835,66.785,2655,10251,2655,backward
1736189698.4847746,66.785,2655,10251,2655,backward
1736189698.4879744,66.785,2655,10251,2655,backward
1736189698.491055,66.785,2655,10251,2655,backward
1736189698.494094,66.785,2655,10251,2655,backward
1736189698.4974422,75.274,2790,10251,2790,backward
1736189698.557732,75.274,2790,10251,2790,forward
1736189698.5617175,75.274,2790,10251,2790,backward
1736189698.5666263,75.274,2790,10251,2790,backward
1736189698.5696635,75.274,2790,10251,2790,backward
1736189698.5727026,75.274,2790,10251,2790,backward
1736189698.575712,75.274,2790,10251,2790,backward
1736189698.5789318,75.274,2790,10251,2790,backward
1736189698.582888,75.274,2790,10251,2790,backward
1736189698.5869963,75.274,2790,10251,2790,backward
1736189698.5900493,75.274,2790,10251,2790,backward
1736189698.593299,75.274,2790,10251,2790,backward
1736189698.5965674,84.085,2790,10251,2790,backward
1736189698.6069098,84.085,2790,10251,2790,backward
1736189698.6100805,84.085,2790,10251,2790,backward
1736189698.657571,84.085,2790,10251,2790,forward
1736189698.6614916,84.085,2790,10251,2790,backward
1736189698.6666794,84.085,2790,10251,2790,backward
1736189698.6697173,84.085,2790,10251,2790,backward
1736189698.6727636,84.085,2790,10251,2790,backward
1736189698.675793,84.085,2790,10251,2790,backward
1736189698.679044,84.085,2790,10251,2790,backward
1736189698.6862214,84.085,2790,10251,2790,backward
1736189698.6892738,84.085,2790,10251,2790,backward
1736189698.6923077,84.085,2790,10251,2790,backward
1736189698.6953351,92.348,2790,10251,2790,backward
1736189698.6983886,92.348,2790,10251,2790,backward
1736189698.7092094,92.348,2790,10251,2790,backward
1736189698.7122638,92.348,2790,10251,2790,backward
1736189698.7153175,92.348,2790,10251,2790,backward
1736189698.7183714,92.348,2790,10251,2790,backward
1736189698.726403,92.348,2790,10251,2790,forward
1736189698.7295074,92.348,2790,10251,2790,forward
1736189698.7325842,92.348,2790,10251,2790,forward
1736189698.735654,92.348,2790,10251,2790,forward
1736189698.7388496,92.348,2790,10251,2790,forward
1736189698.7429442,92.348,2790,10251,2790,forward
1736189698.7476237,92.348,2790,10251,2790,forward
1736189698.7506807,92.348,2790,10251,2790,forward
1736189698.753841,92.348,2790,10251,2790,forward
1736189698.7569146,92.348,2790,10251,2790,forward
1736189698.76099,92.348,2790,10251,2790,backward
1736189698.7648036,92.348,2790,10251,2790,backward
1736189698.7680032,92.348,2790,10251,2790,backward
1736189698.77108,92.348,2790,10251,2790,backward
1736189698.7741582,92.348,2790,10251,2790,backward
1736189698.7772584,92.348,2790,10251,2790,backward
1736189698.7813015,92.348,2790,10251,2790,backward
1736189698.785181,92.348,2790,10251,1863,backward
1736189698.788339,92.348,2790,10251,2790,backward
1736189698.7914317,92.348,2790,10251,2790,backward
1736189698.794529,99.845,2790,10251,2790,backward
1736189698.7976391,99.845,2790,10251,2790,backward
1736189698.8084671,99.845,2790,10251,2790,backward
1736189698.8115375,99.845,2790,10251,2790,backward
1736189698.814639,99.845,2790,10251,2790,backward
1736189698.8177335,99.845,2790,10251,2790,backward
1736189698.8268816,99.845,2790,10251,2790,forward
1736189698.8300073,99.845,2790,10251,2790,forward
1736189698.8331091,99.845,2790,10251,2790,forward
1736189698.8362105,99.845,2790,10251,2790,forward
1736189698.8397691,99.845,2790,10251,2790,forward
1736189698.8435185,99.845,2790,10251,2790,forward
1736189698.8476317,99.845,2790,10251,2790,forward
1736189698.8507037,99.845,2790,10251,2790,forward
1736189698.8537936,99.845,2790,10251,2790,forward
1736189698.8568566,99.845,2790,10251,2790,backward
1736189698.8606105,99.845,2790,10251,2790,backward
1736189698.8642657,99.845,2790,10251,2790,backward
1736189698.8675337,99.845,2790,10251,2790,backward
1736189698.8706083,99.845,2790,10251,2790,backward
1736189698.8737037,99.845,2790,10251,2790,backward
1736189698.876789,99.845,2790,10251,2790,backward
1736189698.8805585,99.845,2790,10251,2790,backward
1736189698.884303,99.845,2790,10251,2790,backward
1736189698.8876953,99.845,2790,10251,2790,backward
1736189698.8908095,99.845,2790,10251,2790,backward
1736189698.89389,99.845,2790,10251,2790,backward
1736189698.8971674,106.678,2790,10251,2790,backward
1736189698.909062,106.678,2790,10251,2790,backward
1736189698.9121556,106.678,2790,10251,2790,backward
1736189698.915276,106.678,2790,10251,2790,backward
1736189698.922247,106.678,2790,10251,2790,forward
1736189698.926635,106.678,2790,10251,2790,forward
1736189698.9297123,106.678,2790,10251,2790,forward
1736189698.9327483,106.678,2790,10251,2790,forward
1736189698.9358215,106.678,2790,10251,2790,forward
1736189698.9391928,106.678,1863,10251,2790,forward
1736189698.9433577,106.678,2790,10251,2790,forward
1736189698.9475691,106.678,2790,10251,2790,forward
1736189698.9506357,106.678,2790,10251,2790,forward
1736189698.9537294,106.678,2790,10251,2790,backward
1736189698.9568048,106.678,2790,10251,2790,backward
1736189698.960645,106.678,2790,10251,2790,backward
1736189698.966627,106.678,2790,10251,2790,backward
1736189698.969671,106.678,2790,10251,2790,backward
1736189698.9727435,106.678,2790,10251,2790,backward
1736189698.9758332,106.678,2790,10251,2790,backward
1736189698.9791095,106.678,2790,10251,2790,backward
1736189698.983065,106.678,2790,10251,2790,backward
1736189698.9870229,106.678,2790,10251,2790,backward
1736189698.9901023,106.678,2790,10251,2790,backward
1736189698.9933977,106.678,2790,10251,2790,backward
1736189698.9967265,112.692,2790,10251,2790,backward
1736189699.0086691,112.692,2790,10251,2790,backward
1736189699.0117335,112.692,2790,10251,2790,backward
1736189699.0219707,112.692,2790,10251,2790,forward
1736189699.0265982,112.692,2790,10251,2790,forward
1736189699.0297444,112.692,2790,10251,2790,forward
1736189699.0774927,112.692,2790,10251,2790,backward
1736189699.081425,112.692,2790,10251,2790,backward
1736189699.0867558,112.692,2790,10251,2790,backward
1736189699.0898683,112.692,2790,10251,2790,backward
1736189699.0930507,112.692,2790,10251,2790,backward
1736189699.0963292,180.504,2790,10251,2790,backward
1736189699.110073,180.504,2790,10251,2790,backward
1736189699.1163108,180.504,2790,10251,2790,to_device
1736189699.119993,180.504,2790,10251,2790,forward
1736189699.1240745,180.504,2790,10251,2790,forward
1736189699.1276543,180.504,2790,10251,2790,forward
1736189699.1307068,180.504,2790,10251,2790,forward
1736189699.1338017,180.504,2790,10251,2790,forward
1736189699.1369016,180.504,2790,10251,2790,forward
1736189699.1408527,180.504,2790,10251,2790,forward
1736189699.144977,180.504,2790,10251,2790,forward
1736189699.1482673,180.504,2790,10251,2790,forward
1736189699.15134,180.504,2790,10251,2790,backward
1736189699.1543982,180.504,2790,10251,2790,backward
1736189699.157476,180.504,2790,10251,2790,backward
1736189699.1612744,180.504,2790,10251,2790,backward
1736189699.1649458,180.504,2790,10251,2790,backward
1736189699.1681864,180.504,2790,10251,2790,backward
1736189699.171327,180.504,2790,10251,2790,backward
1736189699.1743944,180.504,2790,10251,2790,backward
1736189699.1774411,180.504,1863,10251,2790,backward
1736189699.1813698,180.504,2790,10251,2790,backward
1736189699.185073,180.504,2790,10251,2790,backward
1736189699.1882324,180.504,2790,10251,2790,backward
1736189699.191321,180.504,2790,10251,2790,backward
1736189699.194469,200.949,2790,10251,2790,backward
1736189699.197517,200.949,2790,10251,2790,backward
1736189699.2087145,200.949,2790,10251,2790,backward
1736189699.214896,200.949,2790,10251,2790,to_device
1736189699.2179863,200.949,2790,10251,2790,forward
1736189699.221866,200.949,2790,10251,2790,forward
1736189699.2266936,200.949,2790,10251,2790,forward
1736189699.22978,200.949,2790,10251,2790,forward
1736189699.2328775,200.949,2790,10251,2790,forward
1736189699.2360048,200.949,2790,10251,2790,forward
1736189699.2394073,200.949,2790,10251,2790,forward
1736189699.2467406,200.949,2790,10251,2790,forward
1736189699.249836,200.949,2790,10251,2790,backward
1736189699.252889,200.949,2790,10251,2790,backward
1736189699.2559705,200.949,2790,10251,2790,backward
1736189699.2595022,200.949,2790,10251,2790,backward
1736189699.2633784,200.949,2790,10251,2790,backward
1736189699.26707,200.949,2790,10251,2790,backward
1736189699.270161,200.949,2790,10251,2790,backward
1736189699.273254,200.949,2790,10251,2790,backward
1736189699.2763407,200.949,2790,10251,2790,backward
1736189699.280097,200.949,2790,10251,2790,backward
1736189699.2840686,200.949,2790,10251,2790,backward
1736189699.2873492,200.949,2790,10251,2790,backward
1736189699.2904422,200.949,2790,10251,2790,backward
1736189699.2935455,200.949,2790,10251,2790,backward
1736189699.2967465,212.686,2790,10251,2790,backward
1736189699.3090875,212.686,2790,10251,2790,optimize
1736189699.315447,212.686,2790,10251,2790,to_device
1736189699.3187354,212.686,2790,10251,2790,forward
1736189699.322679,212.686,2790,10251,2790,forward
1736189699.3269775,212.686,2790,10251,2790,forward
