timestamp,power_in_watts,graphic_clock,memory_clock,sm_clock,step
1736185526.9730628,48.655,2655,10251,2655,to_device
1736185526.976156,48.655,2655,10251,2655,forward
1736185526.979182,48.655,2655,10251,2655,forward
1736185526.982195,48.655,2655,10251,2655,forward
1736185526.98613,48.655,2655,10251,2655,forward
1736185526.989888,48.655,2655,10251,2655,forward
1736185526.9933882,48.655,2655,10251,2655,forward
1736185526.9964683,48.655,2655,10251,2655,forward
1736185526.9995253,48.655,2655,10251,2655,forward
1736185527.0025945,48.655,2655,10251,2655,forward
1736185527.00667,48.655,2655,10251,2655,forward
1736185527.010468,48.655,2010,10251,2010,backward
1736185527.0153158,48.655,2010,10251,2010,backward
1736185527.0183337,48.655,2010,10251,2010,backward
1736185527.0213535,53.238,2010,10251,2010,backward
1736185527.0247176,53.238,2010,10251,2160,backward
1736185527.0372567,53.238,2160,10251,2160,backward
1736185527.0402842,53.238,2160,10251,2160,backward
1736185527.0433245,53.238,2160,10251,2160,backward
1736185527.0471594,53.238,2070,10251,2070,backward
1736185527.0535042,53.238,2070,10251,2070,backward
1736185527.0565386,53.238,2070,10251,2070,backward
1736185527.0595782,53.238,2070,10251,2070,backward
1736185527.062611,53.238,2070,10251,2070,backward
1736185527.0663762,53.238,2070,10251,2070,backward
1736185527.0701983,53.238,1395,10251,1395,backward
1736185527.0753093,53.238,1395,10251,1395,backward
1736185527.0783668,53.238,1395,10251,1395,backward
1736185527.0850108,53.238,1395,10251,1395,to_device
1736185527.0890982,53.238,1545,10251,1545,forward
1736185527.094354,53.238,1545,10251,1545,forward
1736185527.0973845,53.238,1545,10251,1545,forward
1736185527.1004748,53.238,1545,10251,1545,forward
1736185527.103548,53.238,1545,10251,1545,forward
1736185527.1073442,53.238,1785,10251,1785,forward
1736185527.1135097,53.238,1785,10251,1785,forward
1736185527.1165318,53.238,1785,10251,1785,forward
1736185527.1198096,53.238,1785,10251,1785,forward
1736185527.1229274,60.349,1785,10251,1785,forward
1736185527.1336107,60.349,1785,10251,1785,backward
1736185527.1366782,60.349,1785,10251,1785,backward
1736185527.139732,60.349,1785,10251,1785,backward
1736185527.142771,60.349,1785,10251,1785,backward
1736185527.1467829,60.349,1785,10251,1950,backward
1736185527.153712,60.349,1950,10251,1950,backward
1736185527.156746,60.349,1950,10251,1950,backward
1736185527.1598065,60.349,1950,10251,1950,backward
1736185527.1631808,60.349,1950,10251,1950,backward
1736185527.167353,60.349,1965,10251,1965,backward
1736185527.1740406,60.349,1965,10251,1965,backward
1736185527.1771688,60.349,1965,10251,1965,backward
1736185527.180213,60.349,1965,10251,1965,backward
1736185527.1832528,60.349,1965,10251,1965,backward
1736185527.1870637,60.349,1395,10251,1395,backward
1736185527.1934917,60.349,1395,10251,1395,backward
1736185527.1965427,60.349,1395,10251,1395,backward
1736185527.2064989,60.349,1395,10251,1395,forward
1736185527.21222,60.349,1515,10251,1515,forward
1736185527.2153327,60.349,1515,10251,1515,forward
1736185527.218404,60.349,1515,10251,1515,forward
1736185527.221542,66.266,1515,10251,1515,forward
1736185527.2250412,66.266,1515,10251,1515,forward
1736185527.2323432,66.266,1695,10251,1695,forward
1736185527.2380843,66.266,1695,10251,1695,forward
1736185527.2412162,66.266,1695,10251,1695,forward
1736185527.2445283,66.266,1695,10251,1695,forward
1736185527.248441,66.266,1755,10251,1755,backward
1736185527.253835,66.266,1755,10251,1755,backward
1736185527.256887,66.266,1755,10251,1755,backward
1736185527.2599204,66.266,1755,10251,1755,backward
1736185527.262973,66.266,1755,10251,1755,backward
1736185527.2668655,66.266,1755,10251,1935,backward
1736185527.2739418,66.266,1935,10251,1935,backward
1736185527.2770126,66.266,1935,10251,1935,backward
1736185527.280142,66.266,1935,10251,1935,backward
1736185527.2832603,66.266,1935,10251,1935,backward
1736185527.287284,66.266,1965,10251,1965,backward
1736185527.293416,66.266,1965,10251,1965,backward
1736185527.2964478,66.266,1965,10251,1965,backward
1736185527.2994993,66.266,1965,10251,1965,backward
1736185527.3025432,66.266,1965,10251,1965,backward
1736185527.306465,66.266,1965,10251,1815,backward
1736185527.3624938,71.596,1815,10251,1815,backward
1736185527.3663144,71.596,1815,10251,1815,backward
1736185527.370121,71.596,1905,10251,1905,backward
1736185527.375393,71.596,1905,10251,1905,backward
1736185527.3785825,71.596,1905,10251,1905,backward
1736185527.38163,71.596,1905,10251,1905,backward
1736185527.385091,71.596,1905,10251,1905,backward
1736185527.3891468,71.596,1980,10251,1980,backward
1736185527.3943677,71.596,1980,10251,1980,backward
1736185527.3973978,71.596,1980,10251,1980,backward
1736185527.4004884,71.596,1980,10251,1980,backward
1736185527.403544,71.596,1980,10251,1980,backward
1736185527.407411,71.596,1785,10251,1785,backward
1736185527.413247,71.596,1785,10251,1785,backward
1736185527.4164078,71.596,1785,10251,1785,backward
1736185527.419649,71.596,1785,10251,1785,backward
1736185527.422863,76.223,1785,10251,1785,backward
1736185527.4328632,76.223,1410,10251,1410,backward
1736185527.4410958,76.223,1410,10251,1410,to_device
1736185527.4445708,76.223,1410,10251,1410,forward
1736185527.448419,76.223,1935,10251,1935,forward
1736185527.4546516,76.223,1935,10251,1935,forward
1736185527.4577086,76.223,1935,10251,1935,forward
1736185527.4608133,76.223,1935,10251,1935,forward
1736185527.4640703,76.223,1935,10251,1935,forward
1736185527.467885,76.223,1680,10251,1680,forward
1736185527.4738352,76.223,1680,10251,1680,forward
1736185527.4768822,76.223,1680,10251,1680,forward
1736185527.4799483,76.223,1680,10251,1680,forward
1736185527.4829872,76.223,1680,10251,1680,backward
1736185527.4868038,76.223,1830,10251,1830,backward
1736185527.4931884,76.223,1830,10251,1830,backward
1736185527.4962254,76.223,1830,10251,1830,backward
1736185527.499265,76.223,1830,10251,1830,backward
1736185527.502305,76.223,1830,10251,1830,backward
1736185527.5062387,76.223,1830,10251,1830,backward
