0,1,2,3,4
"{'Conv2d': [1736173151.8444152, 1736173151.8451483, 0.13908931], 'ReLU': [1736173151.8460326, 1736173151.8460457, 0.00248778], 'MaxPool2d': [1736173151.8451777, 1736173151.8452168, 0.0074181], 'AdaptiveAvgPool2d': [1736173151.8452172, 1736173151.8453395, 0.02320417], 'Flatten': [1736173151.8453403, 1736173151.845349, 0.00167359], 'Linear': [1736173151.8460617, 1736173151.846087, 0.00479462], 'Dropout': [1736173151.846046, 1736173151.8460612, 0.00289487]}","{'Conv2d': [1736173167.8515582, 1736173167.8523135, 0.12418581], 'ReLU': [1736173167.8532233, 1736173167.8532374, 0.0023128], 'MaxPool2d': [1736173167.8523433, 1736173167.852383, 0.00650721], 'AdaptiveAvgPool2d': [1736173167.8523834, 1736173167.8525126, 0.02124644], 'Flatten': [1736173167.8525133, 1736173167.852522, 0.0014112], 'Linear': [1736173167.853254, 1736173167.8532784, 0.00399841], 'Dropout': [1736173167.853238, 1736173167.8532536, 0.002548]}","{'Conv2d': [1736173183.7752652, 1736173183.7760222, 0.12492412], 'ReLU': [1736173183.7769215, 1736173183.776936, 0.00239669], 'MaxPool2d': [1736173183.776052, 1736173183.7760913, 0.00648969], 'AdaptiveAvgPool2d': [1736173183.7760918, 1736173183.776221, 0.02131542], 'Flatten': [1736173183.7762215, 1736173183.7762306, 0.00149431], 'Linear': [1736173183.7769525, 1736173183.7769778, 0.00416455], 'Dropout': [1736173183.7769363, 1736173183.776952, 0.00259309]}","{'Conv2d': [1736173199.8014076, 1736173199.802164, 0.12347477], 'ReLU': [1736173199.8030732, 1736173199.8030865, 0.0021792], 'MaxPool2d': [1736173199.8021934, 1736173199.8022335, 0.00653759], 'AdaptiveAvgPool2d': [1736173199.802234, 1736173199.802364, 0.02124716], 'Flatten': [1736173199.8023648, 1736173199.8023744, 0.00155657], 'Linear': [1736173199.8031032, 1736173199.8031335, 0.0049421], 'Dropout': [1736173199.803087, 1736173199.8031027, 0.00256834]}","{'Conv2d': [1736173216.0013747, 1736173216.0021338, 0.12365155], 'ReLU': [1736173216.003045, 1736173216.0030582, 0.00213594], 'MaxPool2d': [1736173216.0021634, 1736173216.0022032, 0.00648549], 'AdaptiveAvgPool2d': [1736173216.0022037, 1736173216.0023363, 0.02159242], 'Flatten': [1736173216.002337, 1736173216.0023472, 0.00166992], 'Linear': [1736173216.0030754, 1736173216.0031006, 0.00411654], 'Dropout': [1736173216.0030587, 1736173216.003075, 0.0026408]}"
"{'Conv2d': [1736173151.8743126, 1736173151.8750315, 0.13637537], 'ReLU': [1736173151.8759053, 1736173151.875923, 0.00334719], 'MaxPool2d': [1736173151.8750608, 1736173151.8751001, 0.00746333], 'AdaptiveAvgPool2d': [1736173151.8751004, 1736173151.8752189, 0.02248045], 'Flatten': [1736173151.8752193, 1736173151.8752282, 0.00167359], 'Linear': [1736173151.8759396, 1736173151.8759649, 0.00479462], 'Dropout': [1736173151.8759232, 1736173151.8759394, 0.0030758]}","{'Conv2d': [1736173167.8815048, 1736173167.8822615, 0.12412007], 'ReLU': [1736173167.8831642, 1736173167.883178, 0.0022671], 'MaxPool2d': [1736173167.8822908, 1736173167.8823304, 0.00648861], 'AdaptiveAvgPool2d': [1736173167.882331, 1736173167.8824599, 0.02114661], 'Flatten': [1736173167.8824604, 1736173167.8824692, 0.00144626], 'Linear': [1736173167.8831944, 1736173167.8832192, 0.00406515], 'Dropout': [1736173167.8831785, 1736173167.883194, 0.00254072]}","{'Conv2d': [1736173183.8052552, 1736173183.8060112, 0.12445916], 'ReLU': [1736173183.8069189, 1736173183.806934, 0.00251195], 'MaxPool2d': [1736173183.8060405, 1736173183.80608, 0.00651536], 'AdaptiveAvgPool2d': [1736173183.8060806, 1736173183.80621, 0.02131231], 'Flatten': [1736173183.8062108, 1736173183.8062198, 0.00149147], 'Linear': [1736173183.8069508, 1736173183.8069768, 0.00427816], 'Dropout': [1736173183.8069344, 1736173183.8069503, 0.0026297]}","{'Conv2d': [1736173199.8316543, 1736173199.832411, 0.12351368], 'ReLU': [1736173199.8333173, 1736173199.8333302, 0.00210137], 'MaxPool2d': [1736173199.832441, 1736173199.8324807, 0.00645976], 'AdaptiveAvgPool2d': [1736173199.8324814, 1736173199.832612, 0.02132498], 'Flatten': [1736173199.8326125, 1736173199.8326216, 0.00147874], 'Linear': [1736173199.8333466, 1736173199.8333712, 0.00400816], 'Dropout': [1736173199.8333306, 1736173199.8333461, 0.00252942]}","{'Conv2d': [1736173216.0317125, 1736173216.0324712, 0.12357388], 'ReLU': [1736173216.0333793, 1736173216.0333922, 0.00209711], 'MaxPool2d': [1736173216.0325012, 1736173216.032541, 0.00648549], 'AdaptiveAvgPool2d': [1736173216.0325415, 1736173216.0326731, 0.02143708], 'Flatten': [1736173216.0326738, 1736173216.0326827, 0.00143691], 'Linear': [1736173216.0334089, 1736173216.033434, 0.00407771], 'Dropout': [1736173216.0333927, 1736173216.0334082, 0.00252429]}"
"{'Conv2d': [1736173151.9036715, 1736173151.90439, 0.13663339], 'ReLU': [1736173151.9052844, 1736173151.905297, 0.00240264], 'MaxPool2d': [1736173151.9044187, 1736173151.904462, 0.00825059], 'AdaptiveAvgPool2d': [1736173151.9044626, 1736173151.9045806, 0.02243979], 'Flatten': [1736173151.904581, 1736173151.9045901, 0.00172265], 'Linear': [1736173151.905314, 1736173151.905338, 0.00457862], 'Dropout': [1736173151.9052978, 1736173151.9053135, 0.00299197]}","{'Conv2d': [1736173167.9114323, 1736173167.9121892, 0.12410443], 'ReLU': [1736173167.913098, 1736173167.913111, 0.00211075], 'MaxPool2d': [1736173167.9122188, 1736173167.9122589, 0.00656679], 'AdaptiveAvgPool2d': [1736173167.912259, 1736173167.912388, 0.02114661], 'Flatten': [1736173167.9123886, 1736173167.9123974, 0.00144626], 'Linear': [1736173167.9131272, 1736173167.9131517, 0.00402607], 'Dropout': [1736173167.9131114, 1736173167.913127, 0.00254072]}","{'Conv2d': [1736173183.835286, 1736173183.8360417, 0.12441991], 'ReLU': [1736173183.8369954, 1736173183.8370106, 0.00251195], 'MaxPool2d': [1736173183.8360715, 1736173183.8361108, 0.00647611], 'AdaptiveAvgPool2d': [1736173183.8361113, 1736173183.8362436, 0.0217833], 'Flatten': [1736173183.836246, 1736173183.8362572, 0.00184471], 'Linear': [1736173183.837029, 1736173183.837054, 0.00412116], 'Dropout': [1736173183.837011, 1736173183.8370285, 0.00286519]}","{'Conv2d': [1736173199.8618047, 1736173199.862562, 0.12359151], 'ReLU': [1736173199.8634646, 1736173199.8634775, 0.00210137], 'MaxPool2d': [1736173199.8625913, 1736173199.8626308, 0.00645976], 'AdaptiveAvgPool2d': [1736173199.8626313, 1736173199.862762, 0.02132498], 'Flatten': [1736173199.8627625, 1736173199.8627715, 0.00147874], 'Linear': [1736173199.8634937, 1736173199.8635178, 0.00393033], 'Dropout': [1736173199.8634777, 1736173199.8634932, 0.00252942]}","{'Conv2d': [1736173216.061989, 1736173216.0627513, 0.12415641], 'ReLU': [1736173216.0636742, 1736173216.0636892, 0.00244667], 'MaxPool2d': [1736173216.0627804, 1736173216.0628207, 0.00656316], 'AdaptiveAvgPool2d': [1736173216.0628211, 1736173216.0629537, 0.02159242], 'Flatten': [1736173216.0629542, 1736173216.0629637, 0.00155341], 'Linear': [1736173216.0637097, 1736173216.0637372, 0.00446634], 'Dropout': [1736173216.0636897, 1736173216.0637095, 0.00322346]}"
"{'Conv2d': [1736173151.93465, 1736173151.9353838, 0.13953469], 'ReLU': [1736173151.9362686, 1736173151.936282, 0.00253864], 'MaxPool2d': [1736173151.935414, 1736173151.9354546, 0.00770659], 'AdaptiveAvgPool2d': [1736173151.9354553, 1736173151.9355738, 0.02253046], 'Flatten': [1736173151.9355743, 1736173151.9355838, 0.00181332], 'Linear': [1736173151.9362986, 1736173151.936323, 0.00462396], 'Dropout': [1736173151.9362824, 1736173151.936298, 0.00294664]}","{'Conv2d': [1736173167.941388, 1736173167.9421437, 0.12390899], 'ReLU': [1736173167.9430525, 1736173167.9430661, 0.00222802], 'MaxPool2d': [1736173167.9421732, 1736173167.9422133, 0.00656679], 'AdaptiveAvgPool2d': [1736173167.9422135, 1736173167.9423428, 0.0211857], 'Flatten': [1736173167.9423435, 1736173167.9423518, 0.00136808], 'Linear': [1736173167.9430828, 1736173167.9431076, 0.00406515], 'Dropout': [1736173167.9430666, 1736173167.9430823, 0.00257981]}","{'Conv2d': [1736173183.8653557, 1736173183.8661125, 0.1245769], 'ReLU': [1736173183.867024, 1736173183.8670368, 0.00211946], 'MaxPool2d': [1736173183.8661492, 1736173183.866189, 0.00655461], 'AdaptiveAvgPool2d': [1736173183.8661895, 1736173183.866319, 0.02131231], 'Flatten': [1736173183.8663194, 1736173183.866328, 0.00141297], 'Linear': [1736173183.8670533, 1736173183.8670778, 0.00404267], 'Dropout': [1736173183.8670375, 1736173183.8670528, 0.00251195]}","{'Conv2d': [1736173199.8920195, 1736173199.892777, 0.12423412], 'ReLU': [1736173199.8936827, 1736173199.8936958, 0.00215073], 'MaxPool2d': [1736173199.8928075, 1736173199.8928478, 0.00660861], 'AdaptiveAvgPool2d': [1736173199.8928485, 1736173199.892979, 0.02139001], 'Flatten': [1736173199.8929794, 1736173199.8929887, 0.00152506], 'Linear': [1736173199.8937118, 1736173199.8937364, 0.00402773], 'Dropout': [1736173199.8936963, 1736173199.8937116, 0.00250267]}","{'Conv2d': [1736173216.0921621, 1736173216.092919, 0.12357001], 'ReLU': [1736173216.0938275, 1736173216.0938423, 0.00241302], 'MaxPool2d': [1736173216.092949, 1736173216.0929885, 0.00646067], 'AdaptiveAvgPool2d': [1736173216.0929892, 1736173216.0931203, 0.02140583], 'Flatten': [1736173216.0931208, 1736173216.0931296, 0.00144003], 'Linear': [1736173216.09386, 1736173216.0938861, 0.00428117], 'Dropout': [1736173216.0938427, 1736173216.0938597, 0.0027633]}"
"{'Conv2d': [1736173151.9643052, 1736173151.9650235, 0.13658805], 'ReLU': [1736173151.9660244, 1736173151.9660387, 0.00271997], 'MaxPool2d': [1736173151.965053, 1736173151.9650927, 0.00752526], 'AdaptiveAvgPool2d': [1736173151.9650931, 1736173151.9652114, 0.02248512], 'Flatten': [1736173151.9652116, 1736173151.9652207, 0.00172265], 'Linear': [1736173151.966056, 1736173151.9660811, 0.00475996], 'Dropout': [1736173151.9660392, 1736173151.9660556, 0.00312797]}","{'Conv2d': [1736173167.971458, 1736173167.972215, 0.12410443], 'ReLU': [1736173167.9731188, 1736173167.973132, 0.00214984], 'MaxPool2d': [1736173167.9722447, 1736173167.9722843, 0.00648861], 'AdaptiveAvgPool2d': [1736173167.972285, 1736173167.9724138, 0.02110753], 'Flatten': [1736173167.9724143, 1736173167.9724228, 0.00140717], 'Linear': [1736173167.973148, 1736173167.973173, 0.00406515], 'Dropout': [1736173167.9731324, 1736173167.9731476, 0.00250163]}","{'Conv2d': [1736173183.895588, 1736173183.8963459, 0.12531734], 'ReLU': [1736173183.8972645, 1736173183.897277, 0.00208928], 'MaxPool2d': [1736173183.8963757, 1736173183.896415, 0.00650436], 'AdaptiveAvgPool2d': [1736173183.8964155, 1736173183.8965456, 0.02152352], 'Flatten': [1736173183.8965466, 1736173183.896562, 0.00256232], 'Linear': [1736173183.8972957, 1736173183.8973205, 0.00409972], 'Dropout': [1736173183.8972776, 1736173183.897295, 0.00287769]}","{'Conv2d': [1736173199.9222522, 1736173199.92301, 0.12431233], 'ReLU': [1736173199.9239192, 1736173199.9239347, 0.00254177], 'MaxPool2d': [1736173199.9230406, 1736173199.9230802, 0.0064913], 'AdaptiveAvgPool2d': [1736173199.9230807, 1736173199.923211, 0.02139001], 'Flatten': [1736173199.9232116, 1736173199.9232204, 0.00144686], 'Linear': [1736173199.9239519, 1736173199.923978, 0.00430146], 'Dropout': [1736173199.923935, 1736173199.9239516, 0.0027373]}","{'Conv2d': [1736173216.1227753, 1736173216.123538, 0.12450408], 'ReLU': [1736173216.1244485, 1736173216.124462, 0.0021795], 'MaxPool2d': [1736173216.123568, 1736173216.1236088, 0.00665527], 'AdaptiveAvgPool2d': [1736173216.1236093, 1736173216.1237402, 0.02136691], 'Flatten': [1736173216.1237407, 1736173216.1237538, 0.00214058], 'Linear': [1736173216.1244829, 1736173216.124508, 0.00408657], 'Dropout': [1736173216.1244621, 1736173216.1244824, 0.00330817]}"
"{'Conv2d': [1736173151.9940317, 1736173151.994751, 0.13694418], 'ReLU': [1736173151.9956543, 1736173151.9956675, 0.0024965], 'MaxPool2d': [1736173151.994781, 1736173151.9948196, 0.00735332], 'AdaptiveAvgPool2d': [1736173151.994821, 1736173151.9949396, 0.02255925], 'Flatten': [1736173151.99494, 1736173151.9949493, 0.00177024], 'Linear': [1736173151.9956837, 1736173151.995708, 0.00462987], 'Dropout': [1736173151.995668, 1736173151.9956834, 0.0029504]}","{'Conv2d': [1736173168.0013623, 1736173168.0021207, 0.12474319], 'ReLU': [1736173168.0030432, 1736173168.0030565, 0.00219604], 'MaxPool2d': [1736173168.0021503, 1736173168.0021896, 0.00647049], 'AdaptiveAvgPool2d': [1736173168.00219, 1736173168.0023189, 0.02117615], 'Flatten': [1736173168.0023196, 1736173168.0023286, 0.00149017], 'Linear': [1736173168.0030737, 1736173168.0030992, 0.00419601], 'Dropout': [1736173168.0030572, 1736173168.0030732, 0.00262741]}","{'Conv2d': [1736173183.9274206, 1736173183.928179, 0.12539619], 'ReLU': [1736173183.9290886, 1736173183.9291022, 0.00224696], 'MaxPool2d': [1736173183.9282086, 1736173183.9282486, 0.00662262], 'AdaptiveAvgPool2d': [1736173183.9282491, 1736173183.9283783, 0.02136584], 'Flatten': [1736173183.9283788, 1736173183.9283876, 0.00145855], 'Linear': [1736173183.9291182, 1736173183.929143, 0.00409972], 'Dropout': [1736173183.9291027, 1736173183.929118, 0.0025229]}","{'Conv2d': [1736173199.9524672, 1736173199.9532216, 0.12372576], 'ReLU': [1736173199.9541454, 1736173199.9541583, 0.00211163], 'MaxPool2d': [1736173199.9532514, 1736173199.9532912, 0.00653041], 'AdaptiveAvgPool2d': [1736173199.953292, 1736173199.953422, 0.02135091], 'Flatten': [1736173199.9534225, 1736173199.9534357, 0.00215073], 'Linear': [1736173199.9541745, 1736173199.954199, 0.00402773], 'Dropout': [1736173199.9541588, 1736173199.9541743, 0.00254177]}","{'Conv2d': [1736173216.153001, 1736173216.1537585, 0.12364785], 'ReLU': [1736173216.1546655, 1736173216.1546783, 0.00210166], 'MaxPool2d': [1736173216.153788, 1736173216.1538277, 0.00646067], 'AdaptiveAvgPool2d': [1736173216.1538286, 1736173216.1539612, 0.02163935], 'Flatten': [1736173216.1539617, 1736173216.1539705, 0.00144003], 'Linear': [1736173216.1546943, 1736173216.154719, 0.00404765], 'Dropout': [1736173216.1546788, 1736173216.154694, 0.00249086]}"
"{'Conv2d': [1736173152.0236359, 1736173152.0243528, 0.13649027], 'ReLU': [1736173152.0252447, 1736173152.025258, 0.00254189], 'MaxPool2d': [1736173152.0243814, 1736173152.0244195, 0.00726254], 'AdaptiveAvgPool2d': [1736173152.02442, 1736173152.0245378, 0.02242308], 'Flatten': [1736173152.0245383, 1736173152.0245476, 0.00177024], 'Linear': [1736173152.0252745, 1736173152.0252984, 0.00453908], 'Dropout': [1736173152.0252583, 1736173152.025274, 0.0029958]}","{'Conv2d': [1736173168.031344, 1736173168.0321016, 0.12462555], 'ReLU': [1736173168.0330174, 1736173168.0330307, 0.00219604], 'MaxPool2d': [1736173168.0321317, 1736173168.032171, 0.00647049], 'AdaptiveAvgPool2d': [1736173168.0321715, 1736173168.0323005, 0.02121536], 'Flatten': [1736173168.032301, 1736173168.03231, 0.00149017], 'Linear': [1736173168.0330472, 1736173168.0330718, 0.00403915], 'Dropout': [1736173168.0330312, 1736173168.0330467, 0.00254898]}","{'Conv2d': [1736173183.9573545, 1736173183.958109, 0.12472604], 'ReLU': [1736173183.9590201, 1736173183.9590333, 0.00216812], 'MaxPool2d': [1736173183.958139, 1736173183.9581785, 0.00654378], 'AdaptiveAvgPool2d': [1736173183.958179, 1736173183.9583087, 0.02144468], 'Flatten': [1736173183.9583092, 1736173183.958318, 0.00145855], 'Linear': [1736173183.9590497, 1736173183.9590738, 0.00398146], 'Dropout': [1736173183.9590335, 1736173183.9590492, 0.00260174]}","{'Conv2d': [1736173199.9827704, 1736173199.983526, 0.12372786], 'ReLU': [1736173199.9844372, 1736173199.9844503, 0.00214738], 'MaxPool2d': [1736173199.9835556, 1736173199.983595, 0.00644213], 'AdaptiveAvgPool2d': [1736173199.9835956, 1736173199.9837253, 0.02123949], 'Flatten': [1736173199.9837258, 1736173199.9837346, 0.0014446], 'Linear': [1736173199.9844663, 1736173199.9844913, 0.00409953], 'Dropout': [1736173199.9844508, 1736173199.984466, 0.00249876]}","{'Conv2d': [1736173216.1832116, 1736173216.1839678, 0.12357425], 'ReLU': [1736173216.18489, 1736173216.1849043, 0.00233747], 'MaxPool2d': [1736173216.1840072, 1736173216.1840477, 0.00662283], 'AdaptiveAvgPool2d': [1736173216.1840487, 1736173216.1841817, 0.02173847], 'Flatten': [1736173216.1841822, 1736173216.184191, 0.00144144], 'Linear': [1736173216.1849215, 1736173216.1849473, 0.00420745], 'Dropout': [1736173216.184905, 1736173216.1849213, 0.00264913]}"
"{'Conv2d': [1736173152.0528271, 1736173152.0535617, 0.13984919], 'ReLU': [1736173152.0544376, 1736173152.0544505, 0.00245111], 'MaxPool2d': [1736173152.0535903, 1736173152.0536287, 0.00730793], 'AdaptiveAvgPool2d': [1736173152.0536292, 1736173152.053751, 0.02319472], 'Flatten': [1736173152.0537515, 1736173152.053761, 0.00181563], 'Linear': [1736173152.0544665, 1736173152.0544908, 0.00462987], 'Dropout': [1736173152.054451, 1736173152.054466, 0.00285962]}","{'Conv2d': [1736173168.0622535, 1736173168.063011, 0.12458633], 'ReLU': [1736173168.0639117, 1736173168.0639257, 0.00231369], 'MaxPool2d': [1736173168.063041, 1736173168.0630808, 0.00654892], 'AdaptiveAvgPool2d': [1736173168.0630813, 1736173168.06321, 0.02117615], 'Flatten': [1736173168.0632105, 1736173168.0632198, 0.00152939], 'Linear': [1736173168.0639467, 1736173168.0639722, 0.00419601], 'Dropout': [1736173168.0639262, 1736173168.0639462, 0.00329407]}","{'Conv2d': [1736173183.9873714, 1736173183.9881287, 0.12519681], 'ReLU': [1736173183.9890444, 1736173183.9890575, 0.00216808], 'MaxPool2d': [1736173183.988159, 1736173183.9881988, 0.00658308], 'AdaptiveAvgPool2d': [1736173183.9881992, 1736173183.9883285, 0.02136545], 'Flatten': [1736173183.988329, 1736173183.988338, 0.00149795], 'Linear': [1736173183.9890738, 1736173183.9890983, 0.00406022], 'Dropout': [1736173183.989058, 1736173183.9890735, 0.00256228]}","{'Conv2d': [1736173200.013039, 1736173200.0137954, 0.12384499], 'ReLU': [1736173200.014704, 1736173200.014717, 0.00214738], 'MaxPool2d': [1736173200.0138314, 1736173200.0138714, 0.00655926], 'AdaptiveAvgPool2d': [1736173200.013872, 1736173200.0140028, 0.02143471], 'Flatten': [1736173200.0140033, 1736173200.014012, 0.0014446], 'Linear': [1736173200.0147443, 1736173200.0147736, 0.00480231], 'Dropout': [1736173200.0147176, 1736173200.0147438, 0.00429475]}","{'Conv2d': [1736173216.2133687, 1736173216.2141268, 0.12388591], 'ReLU': [1736173216.2150393, 1736173216.215053, 0.00225955], 'MaxPool2d': [1736173216.2141569, 1736173216.2141962, 0.00642804], 'AdaptiveAvgPool2d': [1736173216.214197, 1736173216.2143276, 0.02134889], 'Flatten': [1736173216.214328, 1736173216.214337, 0.0014804], 'Linear': [1736173216.2150698, 1736173216.215095, 0.00412953], 'Dropout': [1736173216.2150536, 1736173216.2150693, 0.00257122]}"
"{'Conv2d': [1736173152.0830073, 1736173152.0837266, 0.13694418], 'ReLU': [1736173152.0845997, 1736173152.0846128, 0.0024965], 'MaxPool2d': [1736173152.0837553, 1736173152.0837936, 0.00730793], 'AdaptiveAvgPool2d': [1736173152.083794, 1736173152.0839126, 0.02255925], 'Flatten': [1736173152.0839128, 1736173152.0839217, 0.00167946], 'Linear': [1736173152.0846293, 1736173152.0846536, 0.00462987], 'Dropout': [1736173152.0846133, 1736173152.084629, 0.0029958]}","{'Conv2d': [1736173168.0922709, 1736173168.0930283, 0.1246992], 'ReLU': [1736173168.0939238, 1736173168.0939374, 0.00223728], 'MaxPool2d': [1736173168.0930579, 1736173168.093097, 0.0064371], 'AdaptiveAvgPool2d': [1736173168.0930974, 1736173168.0932264, 0.02123458], 'Flatten': [1736173168.093227, 1736173168.0932357, 0.00145227], 'Linear': [1736173168.0939538, 1736173168.0939794, 0.00419982], 'Dropout': [1736173168.0939376, 1736173168.0939536, 0.00262979]}","{'Conv2d': [1736173184.0174356, 1736173184.0181935, 0.12531507], 'ReLU': [1736173184.0190978, 1736173184.0191107, 0.00212866], 'MaxPool2d': [1736173184.0182228, 1736173184.0182624, 0.00654366], 'AdaptiveAvgPool2d': [1736173184.0182629, 1736173184.018392, 0.02136545], 'Flatten': [1736173184.0183926, 1736173184.018401, 0.00137969], 'Linear': [1736173184.019127, 1736173184.0191514, 0.00406022], 'Dropout': [1736173184.0191112, 1736173184.0191264, 0.00252286]}","{'Conv2d': [1736173200.0434334, 1736173200.0441904, 0.12396212], 'ReLU': [1736173200.0451047, 1736173200.045118, 0.00218642], 'MaxPool2d': [1736173200.0442204, 1736173200.0442605, 0.00655926], 'AdaptiveAvgPool2d': [1736173200.0442612, 1736173200.0443923, 0.02147375], 'Flatten': [1736173200.044393, 1736173200.0444024, 0.00152268], 'Linear': [1736173200.0451348, 1736173200.0451593, 0.00402145], 'Dropout': [1736173200.0451188, 1736173200.0451343, 0.00253781]}","{'Conv2d': [1736173216.2436583, 1736173216.244417, 0.12396383], 'ReLU': [1736173216.2453318, 1736173216.2453454, 0.0022206], 'MaxPool2d': [1736173216.244447, 1736173216.2444866, 0.006467], 'AdaptiveAvgPool2d': [1736173216.2444873, 1736173216.244618, 0.02134889], 'Flatten': [1736173216.2446184, 1736173216.2446272, 0.00144144], 'Linear': [1736173216.2453618, 1736173216.2453873, 0.00416849], 'Dropout': [1736173216.2453458, 1736173216.2453616, 0.00257122]}"
"{'Conv2d': [1736173152.1122642, 1736173152.1129808, 0.13635673], 'ReLU': [1736173152.1138508, 1736173152.1138668, 0.00303922], 'MaxPool2d': [1736173152.1130095, 1736173152.1130474, 0.00721248], 'AdaptiveAvgPool2d': [1736173152.1130478, 1736173152.113166, 0.02249931], 'Flatten': [1736173152.1131666, 1736173152.1131756, 0.00172374], 'Linear': [1736173152.1138847, 1736173152.1139102, 0.00485368], 'Dropout': [1736173152.1138673, 1736173152.1138842, 0.00322067]}","{'Conv2d': [1736173168.122199, 1736173168.1229577, 0.12489545], 'ReLU': [1736173168.123863, 1736173168.1238766, 0.00223728], 'MaxPool2d': [1736173168.1229897, 1736173168.1230297, 0.0065941], 'AdaptiveAvgPool2d': [1736173168.1230302, 1736173168.123159, 0.02119533], 'Flatten': [1736173168.1231596, 1736173168.1231687, 0.00149152], 'Linear': [1736173168.1238933, 1736173168.1239183, 0.00412131], 'Dropout': [1736173168.123877, 1736173168.123893, 0.00262979]}","{'Conv2d': [1736173184.0473833, 1736173184.048138, 0.1247632], 'ReLU': [1736173184.0490563, 1736173184.0490716, 0.00252286], 'MaxPool2d': [1736173184.0481675, 1736173184.0482068, 0.00650424], 'AdaptiveAvgPool2d': [1736173184.0482073, 1736173184.048336, 0.02128661], 'Flatten': [1736173184.0483367, 1736173184.0483453, 0.00141911], 'Linear': [1736173184.0490892, 1736173184.049116, 0.004415], 'Dropout': [1736173184.049072, 1736173184.049089, 0.0027988]}","{'Conv2d': [1736173200.0736885, 1736173200.0744438, 0.12320164], 'ReLU': [1736173200.0753524, 1736173200.0753653, 0.00210003], 'MaxPool2d': [1736173200.0744734, 1736173200.0745132, 0.00649453], 'AdaptiveAvgPool2d': [1736173200.0745137, 1736173200.074645, 0.02142806], 'Flatten': [1736173200.0746458, 1736173200.0746555, 0.00159447], 'Linear': [1736173200.0753815, 1736173200.075407, 0.00416117], 'Dropout': [1736173200.0753658, 1736173200.0753813, 0.00252781]}","{'Conv2d': [1736173216.2753358, 1736173216.2760916, 0.12339959], 'ReLU': [1736173216.2770016, 1736173216.2770188, 0.00280277], 'MaxPool2d': [1736173216.2761211, 1736173216.2761607, 0.00646193], 'AdaptiveAvgPool2d': [1736173216.2761612, 1736173216.2762916, 0.02129324], 'Flatten': [1736173216.2762923, 1736173216.2763014, 0.00147924], 'Linear': [1736173216.277046, 1736173216.2770739, 0.0045545], 'Dropout': [1736173216.2770195, 1736173216.2770455, 0.00424308]}"
"{'Conv2d': [1736173152.142786, 1736173152.14352, 0.13966812], 'ReLU': [1736173152.1444082, 1736173152.144422, 0.00263097], 'MaxPool2d': [1736173152.1435492, 1736173152.1435885, 0.00748465], 'AdaptiveAvgPool2d': [1736173152.143589, 1736173152.143707, 0.02245395], 'Flatten': [1736173152.143708, 1736173152.1437168, 0.00167838], 'Linear': [1736173152.1444395, 1736173152.1444697, 0.00576091], 'Dropout': [1736173152.1444228, 1736173152.144439, 0.00308458]}","{'Conv2d': [1736173168.1521761, 1736173168.152933, 0.12458144], 'ReLU': [1736173168.1538346, 1736173168.1538491, 0.00239429], 'MaxPool2d': [1736173168.1529632, 1736173168.1530027, 0.0065156], 'AdaptiveAvgPool2d': [1736173168.1530032, 1736173168.1531317, 0.02115608], 'Flatten': [1736173168.1531322, 1736173168.1531413, 0.00149152], 'Linear': [1736173168.1538663, 1736173168.1538918, 0.00419982], 'Dropout': [1736173168.1538496, 1736173168.1538658, 0.00266904]}","{'Conv2d': [1736173184.0773103, 1736173184.0780678, 0.12460527], 'ReLU': [1736173184.0789802, 1736173184.0789933, 0.00215716], 'MaxPool2d': [1736173184.0780976, 1736173184.0781374, 0.00654992], 'AdaptiveAvgPool2d': [1736173184.0781379, 1736173184.0782676, 0.02133625], 'Flatten': [1736173184.078268, 1736173184.078277, 0.0014904], 'Linear': [1736173184.0790098, 1736173184.079034, 0.00400055], 'Dropout': [1736173184.0789936, 1736173184.0790095, 0.00262781]}","{'Conv2d': [1736173200.1040425, 1736173200.1048005, 0.12362943], 'ReLU': [1736173200.1057193, 1736173200.105733, 0.0022167], 'MaxPool2d': [1736173200.1048303, 1736173200.1048734, 0.00703898], 'AdaptiveAvgPool2d': [1736173200.104874, 1736173200.1050045, 0.0213114], 'Flatten': [1736173200.105005, 1736173200.105015, 0.00163336], 'Linear': [1736173200.1057534, 1736173200.10578, 0.00431672], 'Dropout': [1736173200.1057334, 1736173200.105753, 0.00318893]}","{'Conv2d': [1736173216.3055851, 1736173216.306344, 0.12390565], 'ReLU': [1736173216.3072605, 1736173216.307274, 0.00221886], 'MaxPool2d': [1736173216.3063807, 1736173216.3064208, 0.00653979], 'AdaptiveAvgPool2d': [1736173216.3064213, 1736173216.3065517, 0.02129324], 'Flatten': [1736173216.3065524, 1736173216.3065615, 0.00147924], 'Linear': [1736173216.3072903, 1736173216.3073153, 0.00408737], 'Dropout': [1736173216.3072746, 1736173216.30729, 0.00253028]}"
