time,G_grid,W_grid,P_grid,R_grid,G_solar,W_solar,P_solar,R_solar,D_dc,D_grid,GPU_power,operations,job_completion,total_job_completion,minimum_cost
16,125.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,['Process 1 is executed'],0.03571428571428571,100.02%,893.17
17,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.02%,893.17
18,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.02%,893.17
19,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.02%,893.17
20,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.02%,893.17
21,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.02%,893.17
22,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.02%,893.17
23,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.02%,893.17
24,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.02%,893.17
25,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.02%,893.17
26,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.02%,893.17
27,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.02%,893.17
28,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.02%,893.17
29,400.0,0.0,150.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.02%,893.17
30,276.12499999999847,0.0,250.0,26.125,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.04545454545454531,100.02%,893.17
31,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.02%,893.17
32,0.0,0.0,0.0,0.0,79.149,0.0,79.149,0.0,50.94555555555555,0.0,125.0,['Process 1 is executed'],0.03571428571428571,100.02%,893.17
33,0.0,1.657999999999987,0.0,0.0,151.658,1.657999999999987,150.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.02%,893.17
34,0.0,45.548,0.0,0.0,195.548,45.548,150.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.02%,893.17
35,0.0,5.676164142244048,0.0,0.0,214.59699999999998,5.676164142244048,150.0,58.92083585775596,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.02%,893.17
36,0.0,40.41637683215262,0.0,0.0,197.529,40.41637683215262,150.0,7.112623167847374,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.02%,893.17
37,0.0,0.0,0.0,0.0,151.481,0.0,150.0,1.4809999999999945,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.02%,893.17
38,0.0,0.0,0.0,0.0,83.781,0.0,83.781,0.0,45.79888888888888,0.0,125.0,['Process 1 is executed'],0.03571428571428571,100.02%,893.17
39,0.0,0.0,0.0,0.0,11.64,0.0,11.64,0.0,125.95555555555555,0.0,125.0,['Process 1 is executed'],0.03571428571428571,100.02%,893.17
40,57.51312622772517,0.0,57.51312622772517,0.0,0.0,0.0,0.0,0.0,74.98541530252758,0.0,125.0,['Process 1 is executed'],0.03571428571428571,100.02%,893.17
41,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.02%,893.17
