time,G_grid,W_grid,P_grid,R_grid,G_solar,W_solar,P_solar,R_solar,D_dc,D_grid,GPU_power,operations,job_completion,total_job_completion,minimum_cost
23,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
24,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
25,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
26,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
27,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
28,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.03%,849.83
29,400.0,0.0,150.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
30,201.125,0.0,175.0,26.125,0.0,0.0,0.0,0.0,0.0,0.0,175.0,['Process 3 is executed'],0.04,100.03%,849.83
31,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
32,0.0,0.0,0.0,0.0,79.149,0.0,79.149,0.0,78.72333333333333,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
33,0.0,1.657999999999987,0.0,0.0,151.658,1.657999999999987,150.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
34,0.0,21.330214595221882,0.0,0.0,195.548,21.330214595221882,150.0,24.21778540477812,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
35,0.0,0.0,0.0,0.0,214.597,0.0,150.0,64.59700000000001,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
36,0.0,39.851598499999966,0.0,0.0,197.529,39.851598499999966,150.0,7.67740150000003,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
37,0.0,0.0,0.0,0.0,151.481,0.0,150.0,1.4809999999999945,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
38,0.0,0.0,0.0,0.0,83.781,0.0,83.781,0.0,45.79888888888888,0.0,125.0,['Process 1 is executed'],0.03571428571428571,100.03%,849.83
39,0.0,0.0,0.0,0.0,11.64,0.0,11.64,0.0,125.95555555555555,0.0,125.0,['Process 1 is executed'],0.03571428571428571,100.03%,849.83
40,57.562947275745316,0.0,57.562947275745316,0.0,0.0,0.0,0.0,0.0,74.9300585825052,0.0,125.0,['Process 1 is executed'],0.03571428571428571,100.03%,849.83
41,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
42,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
43,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
44,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
45,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
46,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
47,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
48,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,['Process 2 is executed'],0.038461538461538464,100.03%,849.83
