time,G_grid,W_grid,P_grid,R_grid,G_solar,W_solar,P_solar,R_solar,D_dc,D_grid,GPU_power,operations,job_completion,total_job_completion,minimum_cost
12,84.42399999999998,0.0,84.42399999999998,0.0,25.576,0.0,25.576,0.0,0.0,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
13,77.32,0.0,77.32,0.0,32.68,0.0,32.68,0.0,0.0,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
14,105.23,0.0,105.23,0.0,4.77,0.0,4.77,0.0,0.0,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
15,102.104,0.0,102.104,0.0,7.896,0.0,7.896,0.0,0.0,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
16,110.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
17,110.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
18,110.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
19,110.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
20,110.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
21,110.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
22,110.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
23,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.036000000000000004,100.20%,$0.80
24,110.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
25,110.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
26,110.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
27,110.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
28,110.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
29,360.0,0.0,110.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
30,136.125,0.0,110.0,26.125,0.0,0.0,0.0,0.0,0.0,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
31,113.8494375,0.0,110.0,3.8494374999999934,0.0,0.0,0.0,0.0,0.0,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
32,0.0,0.0,0.0,0.0,42.365,0.0,42.365,0.0,75.15,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
33,0.0,0.0,0.0,0.0,23.638,0.0,23.638,0.0,95.95777777777776,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
34,0.662962574771964,0.0,0.662962574771964,0.0,40.927,0.0,40.927,0.0,76.01115269469783,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
35,70.495,0.0,70.495,0.0,39.505,0.0,39.505,0.0,0.0,0.0,110.0,['Process 1 is executed'],0.04200000000000001,100.20%,$0.80
