timestamp,power_in_watts,graphic_clock,memory_clock,sm_clock,step
1736189196.656654,49.572,2655,10251,2655,idle
1736189196.6816392,49.674,2655,10251,2655,idle
1736189196.70662,49.674,2655,10251,2655,idle
1736189196.7142098,49.674,2655,10251,2655,idle
1736189196.7180057,49.674,2655,10251,2655,idle
1736189196.7216074,49.674,2655,10251,2655,idle
1736189196.7246976,49.674,2655,10251,2655,idle
1736189196.727705,49.674,2655,10251,2655,idle
1736189196.7307298,49.674,2655,10251,2655,idle
1736189196.7337525,49.674,2655,10251,2655,idle
1736189196.7374065,49.674,2655,10251,2655,idle
1736189196.741177,49.674,2655,10251,2655,idle
1736189196.7442913,49.674,2655,10251,2655,idle
1736189196.7473197,49.674,2655,10251,2655,idle
1736189196.7503424,49.674,2655,10251,2655,idle
1736189196.7533684,49.674,2655,10251,2655,idle
1736189196.7569058,49.674,2655,10251,2655,idle
1736189196.7619536,49.815,2655,10251,2655,to_device
1736189196.765082,49.815,2655,10251,2655,forward
1736189196.7681289,49.815,2655,10251,2655,forward
1736189196.7711785,49.815,2655,10251,2655,forward
1736189196.7742586,49.815,2655,10251,2655,forward
1736189196.7784028,49.815,2655,10251,2655,forward
1736189196.782121,49.815,2655,10251,2655,forward
1736189196.7852812,49.815,2655,10251,2655,forward
1736189196.7883484,49.815,2655,10251,2655,forward
1736189196.7913885,49.815,2655,10251,2655,forward
1736189196.794459,49.815,2655,10251,2655,forward
1736189196.798264,49.815,2655,10251,2655,backward
1736189196.8023555,49.815,2655,10251,2655,backward
1736189196.8054197,49.815,2655,10251,2655,backward
1736189196.808459,49.815,2655,10251,2655,backward
1736189196.8114903,49.815,2655,10251,2655,backward
1736189196.8146002,49.815,2655,10251,2655,backward
1736189196.8185818,49.815,2655,10251,2655,backward
1736189196.822274,49.815,2655,10251,2655,backward
1736189196.8253367,49.815,2655,10251,2655,backward
1736189196.8284044,49.815,2655,10251,2655,backward
1736189196.8314617,49.815,2655,10251,2655,backward
1736189196.83452,49.815,2655,10251,2655,backward
1736189196.8384817,49.815,2655,10251,2655,backward
1736189196.8439424,49.815,2655,10251,2655,backward
1736189196.8470802,49.815,2655,10251,2655,backward
1736189196.8501596,49.815,2655,10251,2655,backward
1736189196.8532343,49.815,2655,10251,2655,backward
1736189196.8567586,49.815,2655,10251,2805,backward
1736189196.871061,63.911,2805,10251,2805,idle
1736189196.8741112,63.911,2805,10251,2805,idle
1736189196.8778875,63.911,2805,10251,2805,idle
1736189196.881463,63.911,2805,10251,2805,forward
1736189196.8850846,63.911,2805,10251,2805,forward
1736189196.888139,63.911,2805,10251,2805,forward
1736189196.8911915,63.911,2805,10251,2805,forward
1736189196.894277,63.911,2805,10251,2805,forward
1736189196.8983178,63.911,2805,10251,2805,forward
1736189196.9022453,63.911,2805,10251,2805,forward
1736189196.905403,63.911,2805,10251,2805,forward
1736189196.908454,63.911,2805,10251,2805,forward
1736189196.9114838,63.911,2805,10251,2805,forward
1736189196.9145665,63.911,2805,10251,1873,backward
1736189196.918705,63.911,2805,10251,2805,backward
1736189196.922306,63.911,2805,10251,2805,backward
1736189196.9254742,63.911,2805,10251,2805,backward
1736189196.9285448,63.911,2805,10251,2805,backward
1736189196.9315956,63.911,2805,10251,2805,backward
1736189196.9346695,63.911,2805,10251,2805,backward
1736189196.93867,63.911,2805,10251,2790,backward
1736189196.9884183,78.019,2790,10251,2790,forward
1736189197.0419965,78.019,2790,10251,2790,backward
1736189197.0462544,78.019,2790,10251,2790,backward
1736189197.049323,78.019,2790,10251,2790,backward
1736189197.0525255,78.019,2790,10251,2790,backward
1736189197.0557845,78.019,2790,10251,2790,backward
1736189197.0707605,89.51,2790,10251,2790,optimize
1736189197.07393,89.51,2790,10251,2790,idle
1736189197.0776238,89.51,2790,10251,2790,forward
1736189197.0814023,89.51,2790,10251,2790,forward
1736189197.0850832,89.51,2790,10251,2790,forward
1736189197.0881178,89.51,2790,10251,2790,forward
1736189197.0911765,89.51,2790,10251,2790,forward
1736189197.0942843,89.51,2790,10251,2790,forward
1736189197.0987532,89.51,2790,10251,2790,forward
1736189197.1043556,89.51,2790,10251,2790,forward
1736189197.107484,89.51,2790,10251,2790,forward
1736189197.1105323,89.51,2790,10251,2790,backward
1736189197.113559,89.51,2790,10251,2790,backward
1736189197.1168828,89.51,2790,10251,2790,backward
1736189197.1207108,89.51,2790,10251,2790,backward
1736189197.124529,89.51,2790,10251,2790,backward
1736189197.1275463,89.51,2790,10251,2790,backward
