timestamp,power_in_watts,step
1734373960.558525,90.732,idle
1734373960.8112764,90.712,idle
1734373960.8141267,90.712,idle
1734373961.063661,90.556,idle
1734373961.3049617,90.548,idle
1734373961.5314217,90.463,idle
1734373961.5342152,90.463,idle
1734373961.540907,90.463,idle
1734373961.543097,90.463,idle
1734373961.5457118,90.463,idle
1734373961.548487,90.463,idle
1734373961.55065,90.463,idle
1734373961.5528178,90.427,idle
1734373961.554983,90.427,idle
1734373961.5571408,90.427,idle
1734373961.5593038,90.427,idle
1734373961.561467,90.427,idle
1734373961.5636344,90.427,idle
1734373961.5658047,90.427,idle
1734373961.5679672,90.427,idle
1734373961.5701306,90.427,idle
1734373961.572296,90.427,idle
1734373961.5744662,90.427,idle
1734373961.5766342,90.427,idle
1734373961.5788033,90.427,idle
1734373961.580964,90.427,idle
1734373961.5831337,90.427,idle
1734373961.585294,90.427,idle
1734373961.587462,90.427,idle
1734373961.5896368,90.427,idle
1734373961.5918088,90.427,idle
1734373961.5939777,90.427,idle
1734373961.5961516,90.427,idle
1734373961.598313,90.427,idle
1734373961.6004748,90.427,idle
1734373961.6026363,90.427,idle
1734373961.6048045,90.427,idle
1734373961.6069694,90.427,idle
1734373961.6091335,90.427,idle
1734373961.6113007,90.427,idle
1734373961.613471,90.427,idle
1734373961.6156373,90.427,idle
1734373961.617802,90.427,idle
1734373961.619964,90.427,idle
1734373961.6221223,90.427,idle
1734373961.6242824,90.427,idle
1734373961.6264422,90.427,idle
1734373961.6286013,90.427,idle
1734373961.630768,90.427,idle
1734373961.6329272,90.427,idle
1734373961.635089,90.427,idle
1734373961.6372485,90.427,idle
1734373961.6394155,90.427,idle
1734373961.6415744,90.427,idle
1734373961.6437411,90.427,idle
1734373961.6459107,90.427,idle
1734373961.6480832,90.427,idle
1734373961.6502385,90.427,idle
1734373961.6523905,90.427,idle
1734373961.6545413,90.427,idle
1734373961.6566951,90.427,idle
1734373961.6588466,90.427,idle
1734373961.6610005,90.427,idle
1734373961.6631544,90.427,idle
1734373961.665309,90.427,idle
1734373961.6674664,90.427,idle
1734373961.6696634,90.427,idle
1734373961.672714,90.427,idle
1734373961.6748865,90.427,to_device
1734373961.6770546,90.427,to_device
1734373961.6792257,90.247,forward
1734373961.6814244,90.247,forward
1734373961.683598,90.247,forward
1734373961.6857753,90.247,forward
1734373961.687942,90.247,forward
1734373961.6901002,90.247,forward
1734373961.6922634,90.247,forward
1734373961.6944268,90.247,forward
1734373961.6966083,90.247,forward
1734373961.69878,90.247,forward
1734373961.7009618,90.247,forward
1734373961.703136,90.247,forward
1734373961.7053003,90.247,backward
1734373961.7074738,90.247,backward
1734373961.709652,90.247,backward
1734373961.7118213,90.247,backward
1734373961.713982,90.247,backward
1734373961.7161443,90.247,backward
1734373961.7183092,90.247,backward
1734373961.7204823,90.247,backward
1734373961.7226455,90.247,backward
1734373961.7248073,90.247,backward
1734373961.72697,90.247,backward
1734373961.7291322,90.247,backward
1734373961.7313018,90.247,backward
1734373961.733462,90.247,backward
1734373961.7356248,90.247,backward
1734373961.737788,90.247,backward
1734373961.7399566,90.247,backward
1734373961.7421212,90.247,backward
1734373961.7443182,90.247,backward
1734373961.7464812,90.247,backward
1734373961.748637,90.247,backward
1734373961.7507825,90.247,backward
1734373961.7529297,95.725,backward
1734373961.755083,95.725,backward
1734373961.757234,95.725,backward
1734373961.7593884,95.725,backward
1734373961.7615497,95.725,backward
1734373961.763709,95.725,backward
1734373961.7658644,95.725,backward
1734373961.7680292,95.725,backward
1734373961.7701998,95.725,backward
1734373961.7723637,95.725,backward
1734373961.7745304,95.725,backward
1734373961.7766912,95.725,backward
1734373961.778851,95.725,backward
1734373961.781012,95.725,backward
1734373961.7831843,95.725,idle
1734373961.785459,95.725,idle
1734373961.7876227,95.725,idle
1734373961.7897823,95.725,idle
1734373961.7919354,95.725,to_device
1734373961.7940958,95.725,to_device
1734373961.796256,95.725,to_device
1734373961.798419,95.725,forward
1734373961.8005805,95.725,forward
1734373961.8027349,95.725,forward
1734373961.8048885,95.725,forward
1734373961.807051,95.725,forward
1734373961.809201,95.725,forward
1734373961.811358,95.725,forward
1734373961.8135097,95.725,forward
1734373961.815663,95.725,forward
1734373961.817813,95.725,forward
1734373961.819965,95.725,forward
1734373961.8221152,95.725,backward
1734373961.824268,95.725,backward
1734373961.8264203,95.725,backward
1734373961.8285787,95.725,backward
1734373961.8307302,95.725,backward
1734373961.8328767,95.725,backward
1734373961.8350213,95.725,backward
1734373961.8371663,95.725,backward
1734373961.8393114,95.725,backward
1734373961.8414671,95.725,backward
1734373961.8437276,95.725,backward
1734373961.845991,95.725,backward
1734373961.8481789,95.725,backward
1734373961.8503575,95.725,backward
1734373961.852537,105.28,backward
1734373961.8547115,105.28,backward
1734373961.8568914,105.28,backward
1734373961.859067,105.28,backward
1734373961.8612428,105.28,backward
1734373961.8634188,105.28,backward
1734373961.8655944,105.28,backward
1734373961.86777,105.28,backward
1734373961.869948,105.28,backward
1734373961.8721237,105.28,backward
1734373961.8744557,105.28,backward
1734373961.8767438,105.28,idle
1734373961.8789504,105.28,idle
1734373961.881132,105.28,idle
1734373961.8833115,105.28,to_device
1734373961.8854935,105.28,to_device
1734373961.887671,105.28,forward
1734373961.88985,105.28,forward
1734373961.8920302,105.28,forward
1734373961.894207,105.28,forward
1734373961.8963776,105.28,forward
1734373961.8984916,105.28,forward
1734373961.9006698,105.28,forward
1734373961.902847,105.28,forward
1734373961.905022,105.28,forward
1734373961.9072073,105.28,forward
1734373961.909382,105.28,forward
1734373961.9115584,105.28,backward
1734373961.9137368,105.28,backward
1734373961.915957,105.28,backward
1734373961.9181423,105.28,backward
1734373961.9203231,105.28,backward
1734373961.9225,105.28,backward
1734373961.9246778,105.28,backward
1734373961.9268534,105.28,backward
1734373961.9290292,105.28,backward
1734373961.9312143,105.28,backward
1734373961.9333885,105.28,backward
1734373961.9355645,105.28,backward
1734373961.9377398,105.28,backward
1734373961.9399168,105.28,backward
1734373961.9420936,105.28,backward
1734373961.9442706,105.28,backward
1734373961.946445,105.28,backward
1734373961.948722,105.28,backward
1734373961.950899,105.28,backward
1734373961.953077,121.004,backward
1734373961.955255,121.004,backward
1734373961.9574912,121.004,backward
1734373961.9596677,121.004,backward
1734373961.9619956,121.004,optimize
1734373961.964207,121.004,idle
1734373961.9663916,121.004,idle
1734373961.9686034,121.004,idle
1734373961.9707875,121.004,to_device
1734373961.9729717,121.004,to_device
1734373961.975162,121.004,to_device
1734373961.9773831,121.004,forward
1734373961.9795656,121.004,forward
1734373961.9817429,121.004,forward
1734373961.9839568,121.004,forward
1734373961.986133,121.004,forward
1734373961.9883091,121.004,forward
1734373961.9904847,121.004,forward
1734373961.99266,121.004,forward
1734373961.9948397,121.004,forward
1734373961.997015,121.004,forward
1734373961.999198,121.004,forward
1734373962.0013747,121.004,backward
1734373962.0035503,121.004,backward
1734373962.0057266,121.004,backward
1734373962.007902,121.004,backward
1734373962.010079,121.004,backward
1734373962.0122557,121.004,backward
1734373962.0144334,121.004,backward
1734373962.0166123,121.004,backward
1734373962.0187871,121.004,backward
1734373962.020962,121.004,backward
1734373962.023144,121.004,backward
1734373962.0253186,121.004,backward
1734373962.0274928,121.004,backward
1734373962.0296676,121.004,backward
1734373962.031847,121.004,backward
1734373962.0340226,121.004,backward
1734373962.0362008,121.004,backward
1734373962.0383816,121.004,backward
1734373962.0405846,121.004,backward
1734373962.0427656,121.004,backward
1734373962.0449476,121.004,backward
1734373962.0471337,121.004,backward
1734373962.0493135,121.004,backward
1734373962.051493,121.004,idle
1734373962.053682,137.406,idle
1734373962.055843,137.406,idle
1734373962.0581293,137.406,idle
1734373962.060344,137.406,to_device
1734373962.0624995,137.406,to_device
1734373962.064652,137.406,forward
1734373962.0668054,137.406,forward
1734373962.068962,137.406,forward
1734373962.0711284,137.406,forward
1734373962.073277,137.406,forward
1734373962.0754306,137.406,forward
1734373962.0775816,137.406,forward
1734373962.0797324,137.406,forward
1734373962.0818849,137.406,forward
1734373962.0840409,137.406,forward
1734373962.0861957,137.406,forward
1734373962.0883553,137.406,backward
1734373962.0905173,137.406,backward
1734373962.092677,137.406,backward
1734373962.094837,137.406,backward
1734373962.097014,137.406,backward
1734373962.099169,137.406,backward
1734373962.1013272,137.406,backward
1734373962.1034777,137.406,backward
1734373962.1056373,137.406,backward
1734373962.1077876,137.406,backward
1734373962.1099422,137.406,backward
1734373962.1121063,137.406,backward
1734373962.1142662,137.406,backward
1734373962.1164272,137.406,backward
1734373962.118589,137.406,backward
1734373962.1207476,137.406,backward
1734373962.1228938,137.406,backward
1734373962.1250396,137.406,backward
1734373962.12719,137.406,backward
1734373962.1293335,137.406,backward
1734373962.1314795,137.406,backward
1734373962.1336448,137.406,backward
1734373962.1359134,137.406,backward
1734373962.1381743,137.406,idle
1734373962.1403632,137.406,idle
1734373962.1425762,137.406,idle
1734373962.144755,137.406,idle
1734373962.1469743,137.406,to_device
1734373962.1491828,137.406,to_device
1734373962.151365,137.406,forward
1734373962.153552,152.701,forward
1734373962.1557312,152.701,forward
1734373962.1579063,152.701,forward
1734373962.1600811,152.701,forward
1734373962.1622565,152.701,forward
1734373962.164431,152.701,forward
1734373962.1666057,152.701,forward
1734373962.1687815,152.701,forward
1734373962.1709578,152.701,forward
1734373962.1731331,152.701,forward
1734373962.175309,152.701,backward
1734373962.177488,152.701,backward
1734373962.1796656,152.701,backward
1734373962.18184,152.701,backward
1734373962.1840174,152.701,backward
1734373962.1861916,152.701,backward
1734373962.188367,152.701,backward
1734373962.1905415,152.701,backward
1734373962.1927166,152.701,backward
1734373962.1948917,152.701,backward
1734373962.1970737,152.701,backward
1734373962.1992476,152.701,backward
1734373962.201421,152.701,backward
1734373962.2035968,152.701,backward
1734373962.2057729,152.701,backward
1734373962.2079473,152.701,backward
1734373962.2103024,152.701,backward
1734373962.2124944,152.701,backward
1734373962.214672,152.701,backward
1734373962.2168484,152.701,backward
1734373962.219026,152.701,backward
1734373962.221202,152.701,backward
1734373962.2233784,152.701,backward
1734373962.2256093,152.701,idle
1734373962.227883,152.701,idle
1734373962.2300675,152.701,idle
1734373962.2323017,152.701,to_device
1734373962.2344792,152.701,to_device
1734373962.2366638,152.701,forward
1734373962.2388709,152.701,forward
1734373962.2410686,152.701,forward
1734373962.2432516,152.701,forward
1734373962.2454286,152.701,forward
1734373962.247611,152.701,forward
1734373962.2498164,152.701,forward
1734373962.251997,152.701,forward
1734373962.2541723,170.125,forward
1734373962.2563477,170.125,forward
1734373962.258522,170.125,forward
1734373962.2606964,170.125,backward
1734373962.2628732,170.125,backward
1734373962.265048,170.125,backward
1734373962.26723,170.125,backward
1734373962.2694046,170.125,backward
1734373962.2715812,170.125,backward
1734373962.2737556,170.125,backward
1734373962.2759304,170.125,backward
1734373962.2781038,170.125,backward
1734373962.280279,170.125,backward
1734373962.282452,170.125,backward
1734373962.284628,170.125,backward
1734373962.2867997,170.125,backward
1734373962.2889736,170.125,backward
1734373962.2911568,170.125,backward
1734373962.2933302,170.125,backward
1734373962.2955058,170.125,backward
1734373962.29768,170.125,backward
1734373962.299854,170.125,backward
1734373962.3020294,170.125,backward
1734373962.3042042,170.125,backward
1734373962.306378,170.125,backward
1734373962.3085527,170.125,backward
1734373962.3107278,170.125,idle
1734373962.3129606,170.125,idle
1734373962.3151484,170.125,idle
1734373962.3174052,170.125,idle
1734373962.3195825,170.125,to_device
1734373962.32176,170.125,to_device
1734373962.323964,170.125,forward
1734373962.326175,170.125,forward
1734373962.3283584,170.125,forward
1734373962.3305345,170.125,forward
1734373962.3327096,170.125,forward
1734373962.3348846,170.125,forward
1734373962.337075,170.125,forward
1734373962.3392782,170.125,forward
1734373962.3414607,170.125,forward
1734373962.343636,170.125,forward
1734373962.345813,170.125,forward
1734373962.348556,170.125,backward
1734373962.350778,170.125,backward
1734373962.3529642,186.89,backward
1734373962.3552008,186.89,backward
1734373962.3573818,186.89,backward
1734373962.3595598,186.89,backward
1734373962.361734,186.89,backward
1734373962.3639116,186.89,backward
1734373962.3660865,186.89,backward
1734373962.368261,186.89,backward
1734373962.3704362,186.89,backward
1734373962.3726113,186.89,backward
1734373962.3747864,186.89,backward
1734373962.3769617,186.89,backward
1734373962.379145,186.89,backward
1734373962.38132,186.89,backward
1734373962.383495,186.89,backward
1734373962.3856704,186.89,backward
1734373962.3878453,186.89,backward
1734373962.390025,186.89,backward
1734373962.3922036,186.89,backward
1734373962.3943832,186.89,backward
1734373962.3965597,186.89,backward
1734373962.3987355,186.89,optimize
1734373962.400991,186.89,idle
1734373962.4031956,186.89,idle
1734373962.4053605,186.89,idle
1734373962.4075243,186.89,to_device
1734373962.409681,186.89,to_device
1734373962.411832,186.89,to_device
1734373962.413988,186.89,forward
1734373962.4162018,186.89,forward
1734373962.4183571,186.89,forward
1734373962.420509,186.89,forward
1734373962.4226687,186.89,forward
1734373962.4248211,186.89,forward
1734373962.4269814,186.89,forward
1734373962.4291532,186.89,forward
1734373962.4313147,186.89,forward
1734373962.433463,186.89,forward
1734373962.4356225,186.89,forward
1734373962.4377897,186.89,backward
1734373962.4399495,186.89,backward
1734373962.4421034,186.89,backward
1734373962.4442644,186.89,backward
1734373962.4464262,186.89,backward
1734373962.4485848,186.89,backward
1734373962.45074,186.89,backward
1734373962.45289,203.632,backward
1734373962.4550374,203.632,backward
1734373962.4571886,203.632,backward
1734373962.4593434,203.632,backward
1734373962.4614918,203.632,backward
1734373962.463654,203.632,backward
1734373962.4658062,203.632,backward
1734373962.4679668,203.632,backward
1734373962.4701147,203.632,backward
1734373962.4722602,203.632,backward
1734373962.474401,203.632,backward
1734373962.4765463,203.632,backward
1734373962.47869,203.632,backward
1734373962.4808402,203.632,backward
1734373962.4829836,203.632,backward
1734373962.4851708,203.632,backward
1734373962.4873524,203.632,idle
1734373962.489538,203.632,idle
1734373962.4917228,203.632,idle
1734373962.493904,203.632,to_device
1734373962.496085,203.632,to_device
1734373962.498261,203.632,forward
1734373962.50047,203.632,forward
1734373962.5026486,203.632,forward
1734373962.5048268,203.632,forward
1734373962.507002,203.632,forward
1734373962.509178,203.632,forward
1734373962.511356,203.632,forward
1734373962.5135324,203.632,forward
1734373962.515708,203.632,forward
1734373962.5179272,203.632,forward
1734373962.520105,203.632,forward
1734373962.5222802,203.632,backward
1734373962.5244577,203.632,backward
1734373962.5266323,203.632,backward
1734373962.5288098,203.632,backward
1734373962.5309849,203.632,backward
1734373962.533182,203.632,backward
1734373962.5354476,203.632,backward
1734373962.537632,203.632,backward
1734373962.53981,203.632,backward
1734373962.5419867,203.632,backward
1734373962.5441628,203.632,backward
1734373962.5463364,203.632,backward
1734373962.548618,203.632,backward
1734373962.550799,203.632,backward
1734373962.5529752,220.648,backward
1734373962.555163,220.648,backward
1734373962.5573378,220.648,backward
1734373962.5595157,220.648,backward
1734373962.5616896,220.648,backward
1734373962.5638895,220.648,backward
1734373962.566068,220.648,backward
1734373962.5682454,220.648,backward
1734373962.5704217,220.648,backward
1734373962.5725975,220.648,backward
1734373962.574958,220.648,idle
1734373962.5771403,220.648,idle
1734373962.5793989,220.648,idle
1734373962.5816133,220.648,to_device
1734373962.5837965,220.648,to_device
1734373962.5859957,220.648,forward
1734373962.5881748,220.648,forward
1734373962.5903544,220.648,forward
1734373962.5925305,220.648,forward
1734373962.5947068,220.648,forward
1734373962.5968835,220.648,forward
1734373962.599058,220.648,forward
1734373962.601232,220.648,forward
1734373962.6034086,220.648,forward
1734373962.6055849,220.648,forward
1734373962.6080277,220.648,forward
1734373962.6104598,220.648,backward
1734373962.6126382,220.648,backward
1734373962.614813,220.648,backward
1734373962.61699,220.648,backward
1734373962.6191742,220.648,backward
1734373962.6213486,220.648,backward
1734373962.6235242,220.648,backward
1734373962.6256986,220.648,backward
1734373962.627874,220.648,backward
1734373962.6300488,220.648,backward
1734373962.6322231,220.648,backward
1734373962.6343975,220.648,backward
1734373962.6365724,220.648,backward
1734373962.6387465,220.648,backward
1734373962.640924,220.648,backward
1734373962.643099,220.648,backward
1734373962.6452756,220.648,backward
1734373962.6474514,220.648,backward
1734373962.6496258,220.648,backward
1734373962.6518085,220.648,backward
1734373962.654048,237.592,backward
1734373962.656225,237.592,backward
1734373962.658401,237.592,backward
1734373962.6605952,237.592,idle
1734373962.6627932,237.592,idle
1734373962.6649754,237.592,idle
1734373962.6671598,237.592,idle
1734373962.6693354,237.592,to_device
1734373962.671512,237.592,to_device
1734373962.6736867,237.592,to_device
1734373962.6758626,237.592,forward
1734373962.678041,237.592,forward
1734373962.6802163,237.592,forward
1734373962.6823924,237.592,forward
1734373962.6845691,237.592,forward
1734373962.686745,237.592,forward
1734373962.6889195,237.592,forward
1734373962.691096,237.592,forward
1734373962.693272,237.592,forward
1734373962.695449,237.592,forward
1734373962.697625,237.592,forward
1734373962.6997998,237.592,backward
1734373962.7019763,237.592,backward
1734373962.7041528,237.592,backward
1734373962.7063282,237.592,backward
1734373962.7085035,237.592,backward
1734373962.7106793,237.592,backward
1734373962.7128558,237.592,backward
1734373962.7150316,237.592,backward
1734373962.717209,237.592,backward
1734373962.7193851,237.592,backward
1734373962.7215598,237.592,backward
1734373962.7237408,237.592,backward
1734373962.7259164,237.592,backward
1734373962.7280903,237.592,backward
1734373962.7302663,237.592,backward
1734373962.732441,237.592,backward
1734373962.7346165,237.592,backward
1734373962.736795,237.592,backward
1734373962.7389698,237.592,backward
1734373962.7411442,237.592,backward
1734373962.7433188,237.592,backward
1734373962.7454944,237.592,backward
1734373962.7476697,237.592,backward
1734373962.7498467,237.592,idle
1734373962.7520387,257.904,idle
1734373962.7542746,257.904,idle
1734373962.756436,257.904,idle
1734373962.7585945,257.904,to_device
1734373962.7607508,257.904,to_device
1734373962.7629097,257.904,forward
1734373962.765075,257.904,forward
1734373962.7672276,257.904,forward
1734373962.7693782,257.904,forward
1734373962.771531,257.904,forward
1734373962.7736828,257.904,forward
1734373962.7758367,257.904,forward
1734373962.7779906,257.904,forward
1734373962.7801447,257.904,forward
1734373962.7823007,257.904,forward
1734373962.784465,257.904,forward
1734373962.7866158,257.904,backward
1734373962.7887783,257.904,backward
1734373962.790933,257.904,backward
1734373962.7930737,257.904,backward
1734373962.7952254,257.904,backward
1734373962.7973793,257.904,backward
1734373962.7995298,257.904,backward
1734373962.8016815,257.904,backward
1734373962.8038318,257.904,backward
1734373962.805985,257.904,backward
1734373962.8081367,257.904,backward
1734373962.8102906,257.904,backward
1734373962.812441,257.904,backward
1734373962.8145947,257.904,backward
1734373962.8167474,257.904,backward
1734373962.8189018,257.904,backward
1734373962.8210475,257.904,backward
1734373962.8231936,257.904,backward
1734373962.8253355,257.904,backward
1734373962.8274803,257.904,backward
1734373962.8296237,257.904,backward
1734373962.8317776,257.904,backward
1734373962.8339207,257.904,backward
1734373962.8361084,257.904,backward
1734373962.8382878,257.904,idle
1734373962.8404744,257.904,idle
1734373962.8426545,257.904,idle
1734373962.8448834,257.904,to_device
1734373962.8470628,257.904,to_device
1734373962.849267,257.904,forward
1734373962.8514695,257.904,forward
1734373962.8536458,264.209,forward
1734373962.855823,264.209,forward
1734373962.857998,264.209,forward
1734373962.8601737,264.209,forward
1734373962.8623493,264.209,forward
1734373962.8645265,264.209,forward
1734373962.866701,264.209,forward
1734373962.8688772,264.209,forward
1734373962.871053,264.209,forward
1734373962.8732316,264.209,backward
1734373962.8754096,264.209,backward
1734373962.877586,264.209,backward
1734373962.8797617,264.209,backward
1734373962.8820956,264.209,backward
1734373962.884362,264.209,backward
1734373962.8865488,264.209,backward
1734373962.8887277,264.209,backward
1734373962.890906,264.209,backward
1734373962.8930757,264.209,backward
1734373962.8952534,264.209,backward
1734373962.8974292,264.209,backward
1734373962.8996055,264.209,backward
1734373962.9017825,264.209,backward
1734373962.903959,264.209,backward
1734373962.9061346,264.209,backward
1734373962.908311,264.209,backward
1734373962.9104877,264.209,backward
1734373962.9126632,264.209,backward
1734373962.9148393,264.209,backward
1734373962.9170177,264.209,backward
1734373962.9192035,264.209,backward
1734373962.9213786,264.209,backward
1734373962.9235632,264.209,idle
1734373962.9257507,264.209,idle
1734373962.9279325,264.209,idle
1734373962.9304085,264.209,idle
1734373962.9325912,264.209,to_device
1734373962.934766,264.209,to_device
1734373962.9369447,264.209,forward
1734373962.939162,264.209,forward
1734373962.941341,264.209,forward
1734373962.9435153,264.209,forward
1734373962.9456923,264.209,forward
1734373962.9478688,264.209,forward
1734373962.9500442,264.209,forward
1734373962.95222,272.193,forward
1734373962.9543953,272.193,forward
1734373962.9565716,272.193,forward
1734373962.958782,272.193,loss
1734373962.9609616,272.193,backward
1734373962.9631455,272.193,backward
1734373962.9653213,272.193,backward
1734373962.967496,272.193,backward
1734373962.969672,272.193,backward
1734373962.971847,272.193,backward
1734373962.9740226,272.193,backward
1734373962.9761975,272.193,backward
1734373962.978372,272.193,backward
1734373962.9805467,272.193,backward
1734373962.9827209,272.193,backward
1734373962.984899,272.193,backward
1734373962.987074,272.193,backward
1734373962.9892488,272.193,backward
1734373962.991426,272.193,backward
1734373962.993601,272.193,backward
1734373962.9957786,272.193,backward
1734373962.9979558,272.193,backward
1734373963.00013,272.193,backward
1734373963.002305,272.193,backward
1734373963.004485,272.193,backward
1734373963.006659,272.193,backward
1734373963.0088346,272.193,backward
1734373963.0110114,272.193,idle
1734373963.0132787,272.193,idle
1734373963.0154612,272.193,idle
1734373963.0176404,272.193,idle
1734373963.019817,272.193,to_device
1734373963.0219982,272.193,to_device
1734373963.0241747,272.193,to_device
1734373963.0263712,272.193,forward
1734373963.0285475,272.193,forward
1734373963.030725,272.193,forward
1734373963.0329,272.193,forward
1734373963.0350776,272.193,forward
1734373963.0372546,272.193,forward
1734373963.0394287,272.193,forward
1734373963.0416038,272.193,forward
1734373963.0437827,272.193,forward
1734373963.0459569,272.193,forward
1734373963.0481317,272.193,forward
1734373963.050358,272.193,backward
1734373963.0525348,273.077,backward
1734373963.054711,273.077,backward
1734373963.0568871,273.077,backward
1734373963.0590608,273.077,backward
1734373963.061235,273.077,backward
1734373963.0634074,273.077,backward
1734373963.0655808,273.077,backward
1734373963.067755,273.077,backward
1734373963.0699294,273.077,backward
1734373963.0721042,273.077,backward
1734373963.0742788,273.077,backward
1734373963.0764537,273.077,backward
1734373963.078627,273.077,backward
1734373963.0808003,273.077,backward
1734373963.0829751,273.077,backward
1734373963.0851507,273.077,backward
1734373963.087324,273.077,backward
1734373963.0894992,273.077,backward
1734373963.091674,273.077,backward
1734373963.0938504,273.077,backward
1734373963.0960252,273.077,backward
1734373963.0981998,273.077,backward
1734373963.100418,273.077,idle
1734373963.1026022,273.077,idle
1734373963.1047652,273.077,idle
1734373963.1069171,273.077,idle
1734373963.1090777,273.077,to_device
1734373963.1112354,273.077,to_device
1734373963.1133993,273.077,forward
1734373963.1156006,273.077,forward
1734373963.117766,273.077,forward
1734373963.1199176,273.077,forward
1734373963.1220713,273.077,forward
1734373963.1242225,273.077,forward
1734373963.1263754,273.077,forward
1734373963.1285243,273.077,forward
1734373963.13087,273.077,forward
1734373963.1330748,273.077,forward
1734373963.1352286,273.077,forward
1734373963.1373894,273.077,backward
1734373963.1395648,273.077,backward
1734373963.1417513,273.077,backward
1734373963.1439126,273.077,backward
1734373963.146073,273.077,backward
1734373963.14825,273.077,backward
1734373963.150407,273.077,backward
1734373963.1525576,273.273,backward
1734373963.1547146,273.273,backward
1734373963.1568797,273.273,backward
1734373963.1590316,273.273,backward
1734373963.1611843,273.273,backward
1734373963.163345,273.273,backward
1734373963.165505,273.273,backward
1734373963.1676636,273.273,backward
1734373963.1698265,273.273,backward
1734373963.1719882,273.273,backward
1734373963.1741364,273.273,backward
1734373963.176282,273.273,backward
1734373963.1784253,273.273,backward
1734373963.1805704,273.273,backward
1734373963.182719,273.273,backward
1734373963.1848662,273.273,backward
1734373963.1870372,273.273,backward
1734373963.189304,273.273,idle
1734373963.1915274,273.273,idle
1734373963.1937382,273.273,idle
1734373963.195925,273.273,to_device
1734373963.198106,273.273,to_device
1734373963.2002854,273.273,forward
1734373963.20249,273.273,forward
1734373963.2046742,273.273,forward
1734373963.2068515,273.273,forward
1734373963.2090287,273.273,forward
1734373963.2112205,273.273,forward
1734373963.2134252,273.273,forward
1734373963.2156076,273.273,forward
1734373963.217785,273.273,forward
1734373963.219932,273.273,forward
1734373963.2221425,273.273,forward
1734373963.2242856,273.273,backward
1734373963.2264416,273.273,backward
1734373963.228551,273.273,backward
1734373963.2306917,273.273,backward
1734373963.232823,273.273,backward
1734373963.234941,273.273,backward
1734373963.2370515,273.273,backward
1734373963.2391644,273.273,backward
1734373963.2412832,273.273,backward
1734373963.2434118,273.273,backward
